मनश्शोधनं करणीयम्।|Purification of the mind should be done.|मन की शुद्धि करनी चाहिए।
वेणुध्वनिः नास्ति स्पष्टः भवतः।|Your flute does not have a clear sound.|तुम्हारी बांसुरी की ध्वनि स्पष्ट नहीं है।
मकरसङ्क्रान्त्युत्सवम् आचरिष्यामः।|We will celebrate the festival of Makara Sankraanti.|हम मकर संक्रांति का त्योहार मनाएँगे।
आरक्षकाः अपि तं न गृह्णन्ति।|Even the police/guards do not arrest him.|रक्षक भी उसे नहीं पकड़ते।
राष्ट्राध्यक्षाय राष्ट्रमेव प्रथमं स्यात्।|For the President, nation must come first.|राष्ट्राध्यक्ष के लिए देश ही पहला होना चाहिए।
देशे यूनां चरित्रनिर्माणं महदावश्यकम्।|In the country, character-building of youth is paramount.|देश में युवाओं का चरित्र निर्माण बहुत आवश्यक है।
रात्रौ कम्पमानां रज्जुं दृष्ट्वा भीतः सः।|Upon seeing the shaking rope at night, he got scared.| रात्रि में हिलती रस्सी को देखकर वह डर गया।
वाहनस्य अग्रदीपं प्रज्ज्वालय।|Light the front lamp of the vehicle.|गाड़ी के सामने की बत्ती जलाओ।
भवत्याः मूलस्थानं किमस्ति।|What is your native place?|तुम्हारा मूल स्थान क्या है। 
चटका चञ्च्वा अपत्यानि खादयति।|The sparrow feeds its chicks by his beak.|चिड़िया अपने बच्चों को चोंच से खिलाती है।
सर्पाः अपत्यरक्षणं न कुर्वन्ति।|Snakes do not take care of their offspring.|सांप अपने बच्चों की देखभाल नहीं करते।
दशाधिकपञ्चवादनम् इति समयः।|It is ten minutes past five.|दस बजकर पांच मिनट हो गए।
अस्मज्जन्म कथं सार्थकं स्यात्।|How can our birth be meaningful?|हमारा जन्म कैसे सार्थक हो सकता है। 
प्रतिदिनं कांश्चन पृष्ठान् अधीष्व।|Every day, read a few pages.|हर दिन कुछ पृष्ठों को पढ़ो।
शूलेन वक्षसि प्राहरत्।|He struck his chest with a spear (shoola).|वह भाले से छाती पर प्रहार करता है।
पीतवर्णीययुतकधारी अगमत्किमितः।|Did any one with a yellow shirt go from here?|कोई पीले वस्त्र पहने हुआ यहाँ से गया क्या। 
एकचषकपरिमितं चायं पिबति मातामही।|Maternal grand mother drinks a cupful of tea.|नानी एक कप चाय पीती है।
यः हस्तम् उत्तोलयति तम् आह्वय।|Whoever raises their hand, call/invite them.|जो भी हाथ उठाता है उसे बुलाओ।
सूर्यनमस्कारान् कुरु दृढं भवेत् शरीरम्।|Do Suryanamaskaara;  body becomes fit.|शरीर स्वस्थ रखने के लिए सूर्य नमस्कार करो।
खेलन् शिशुः हसति।|The child laughs while playing.|खेलते समय बच्चा हँसता है।
समूहनायकः सर्वान् नियमान् बोधयति।|The leader informs everyone of the rules.|नेता सभी को नियम समझाता है।
तस्य यज्ञोपवीतसंस्कारः श्वः भविता।|His sacred thread (Yajnopaveeta) ceremony will happen tomorrow.|उसका यज्ञोपवीत संस्कार कल होगा।
कार्याणि अकार्षम् अहम्।|I did the work/tasks.|मैनें कार्य कर दिए।
धर्मच्युतः नष्टः एव।|One who has lost righteousness is annihilated.|धर्ममार्ग से हटा व्यक्ति नष्ट ही है।
पराधीनतायाः आनन्दः न योग्यः।|Happiness obtained under dependence is worthless.|पराधीन रहकर प्राप्त आनन्द योग्य नहीं है।
स्वतन्त्रतायाः क्लेशः एव समुचितः।|Pain of independence is certainly worthwhile.|स्वतंत्रता का कष्ट उत्तम ही है।
मनुष्यजन्म दुर्लभमेव।|Human birth (janma) is indeed rare.|मानव जन्म दुर्लभ ही है।
हंसवाहिनीं ज्ञानदायिनीं नमाम्यहम्।|I salute the swan-rider (hamsavaahini) and giver of knowledge (jnaanadaayini).|मैं ज्ञानदायिनी हंसवाहिनी को नमन करता हूँ।
बिरसामुण्डा महान् क्रान्तिकारी बभूव।|Birasa Munda was a great revolutionary.|बिरसा मुण्डा एक महान क्रांतिकारी हुए।
येन प्रयत्यते तेन प्राप्यते।|One who strives, achieves.|जिसके द्वारा प्रयास किया जाता है उसके द्वारा पाया जाता है।
सः सन्न्यासी इव दृश्यते।|He looks like a renunciant.|वह संन्यासी की भांति दिखता है।
विक्रयिकः अवञ्चित्वा विक्रीणीते।|The seller sells without cheating.|विक्रेता वञ्चना किए बिना बेचता है।
उपनेत्रस्य वामकाचः मनाग् भग्नः।|The left lens of the glasses is slightly broken.|चश्मे का बायां कांच थोड़ा टूटा हुआ है।
इक्षुदण्डरसः रोचते मह्यम्।|I like sugarcane juice.|मुझे गन्ने का रस अच्छा लगता है।
आकाशात् पतितं तोयं यथा गच्छति सागरम्।|As the water that falls from the sky goes (flows) into the ocean.|जैसे आकाश से गिरा जल समुद्र में जाता है।
पञ्चाङ्गं दृष्ट्वा तिथिं ज्ञापय माम्।|Look at the calendar and inform me the date.|पंचांग देखकर मुझे तिथि बताओ।
दूरनियन्त्रकेन किं वाहिनीपरिवर्तनं कुर्याम्।|Could I change the channel with the remote?|क्या मैं दूरनियन्त्रक से वाहिनी बदलूँ।
सर्वदेवनमस्कारः केशवं प्रति गच्छति।|Salutations to all the devas transfer to Keshava.|सभी देवताओं को किया गया नमस्कार केशव को जाता है।
अनया कुञ्चिकया पिधेहि।|Lock with this key.|इस कुञ्चिका से बंद करो।
नीलवर्णीया एषा शाटिका।|This sari is blue.|यह साड़ी नीले रंग की है।
न मे भक्तः प्रणश्यति।|My devotee never perishes.|मेरा भक्त कभी नष्ट नहीं होता।
दुःखानि प्राप्यन्ते दुरभ्यासैः न तु दुरदृष्टैः।|Sorrows are obtained through bad habits, not bad luck.|दुःख अनुचित अभ्यास से प्राप्त होते हैं न कि कुभाग्य से।
नारिकेलतैलं लेपयामि।|I am applying coconut oil.|मैं नारियल तेल लगाता हूँ।
नामपट्टिका नास्ति गृहस्य पुरतः।|There is no nameplate in front of the house.|घर के सामने नामपट्टिका नहीं है।
नृत्यन्तः विवाहस्थलं यान्ति।|They go dancing to the wedding venue.|वे नाचते हुए विवाहस्थल जाते हैं।
दीर्घतराय आयुषे अल्पतरं धनं पर्याप्तम्।|Less wealth is sufficient for a longer life.|लंबे जीवन के लिए कम धन पर्याप्त है।
राष्ट्रभक्तिः सार्थकजीवनाय अलम्।|Patriotism is enough for a meaningful life.|राष्ट्रभक्ति सार्थक जीवन के लिए पर्याप्त है।
न हि ज्ञानसदृशं पवित्रम् इह विद्यते।|There is nothing as pure as knowledge in this world.|इस लोक में ज्ञान के समान पवित्र कुछ भी नहीं है।
कृषकः हलेन भूमिं कर्षति।|The farmer tills the land with a plow.|किसान हल से भूमि जोतता है।
सुराणाम् ईशः सुरेशः अस्ति।|The lord of the Suras (Devas) is Suresha.|सुरों का शासक सुरेश है।
द्वादश रोटिकाः खादति दिनं दिनं सः।|He eats twelve rotis every day.|वह प्रतिदिन बारह रोटियाँ खाता है।
अन्यायपूर्वकम् अर्जितं धनं नश्यति इत्यस्मिन् विषये किञ्चन चिन्तनमत्र विधीयते।|Reflection on the topic that unjustly acquired wealth is destroyed.|
केनचन अध्यापकेन पूर्वं कदाचिद् अहमुक्तः आसं यत् तस्य मित्रेण केनचन वणिजा एकं महार्घं नूतनकारयानं क्रीतमासीत्।|Once a teacher told me that one of his merchant friends had bought a very expensive new car.|
क्रयणस्य केषाञ्चन दिनानाम् अनन्तरं हि सहसा तत् कारयानम् एकस्मिन् गर्ते पतित्वा पूर्णतः भग्नं जातम्।|A few days after the purchase, the car suddenly fell into a ditch and was completely destroyed.|
चालकेन सह अन्ये पञ्च तद्यानरूढाः कथञ्चिद् दैवाद्वा जीविताः।|The driver and five others who were in the car somehow survived by divine intervention.|
यदा सः अध्यापकः तस्य वणिजः सान्त्वनार्थं तस्य समीपं गतवान् तदा सः वणिक् तं स्वयमेव पश्चातापेन वक्तुम् आरभत - मित्र ! यत् जातं सम्यगेव जातम्, अशुद्धतया अर्जितधनं नष्टम्।|When the teacher went to console the merchant, the merchant began to speak in repentance: "Friend, what happened was right, the illicitly acquired wealth is lost."|
ममैव दुष्कर्मफलमेतत्। इयमेव ममोपरि ईश्वरकृपा यत् अनया घटनया न कोऽपि मृतः।|This is the result of my bad deeds. It is God's grace upon me that no one died in this incident.|
मया वाणिज्यव्याजेन बहूनां धनम् अन्यायपूर्वकम् अपहृतम्। दरिद्रैः कष्टेन अर्जितं धनं निर्ममं मया आत्मसात् कृतं, तेन धनेन च महार्घं कारयानं कृतम्, सुन्दरभवनं च निर्मितम्, इत्यादि शब्दैः तेन पूर्णतः पश्चात्तापः प्रकटीकृतः।|By pretext of business, I unjustly took a lot of money. The money hard-earned by the poor was mercilessly appropriated by me, and with that money, an expensive car was bought, and a beautiful house was built. With such words, he fully expressed his repentance.|
अनेन घटनया ज्ञायते यत् अवैधरीत्या कृतं धनार्जनं केवलं नाशाय, मनःक्लेशाय च भवतीति सः अध्यापकः एवं मां प्रति उक्तवान् आसीत्। पूर्णतः सत्यकथनमेतदिति मयापि प्रत्युत्तरितम्।|From this incident, it is known that money earned through illegal means only leads to destruction and mental distress, the teacher had said to me. I too replied that this is completely true.|
क्वचिद् उक्तमप्यस्ति यत्|It is also said somewhere|
अन्यायोपार्जितं द्रव्यं दशवर्षाणि तिष्ठति।|Unjustly acquired wealth lasts for ten years.|
प्राप्ते चैकादशे वर्षे समूलं च विनश्यति।।|Upon reaching the eleventh year, it is completely destroyed.|
कृष्णः गोचारणसमये वेणुं वादयति।|Krishna plays the flute while herding the cows.|कृष्ण गाय चराते समय बांसुरी बजाते हैं।
श्रीरामजन्मभूम्यान्दोलने बहुः सङ्घर्षः कृतः।|Lot of struggle went into Ramajanmabhoomi movement.|श्रीराम जन्मभूमि आंदोलन में बहुत संघर्ष किया गया।
वृष्टिः भवति सर्वत्र।|Rain occurs everywhere.|सर्वत्र बारिश हो रही है।
मेषवत् नानुक्रियन्तां विषयाः।|Do not follow sensory attractions ( or subjects) like sheep.|विषयों का अनुसरण भेड़ के जैसे न करें ।
उपनेत्रं धृत्वा अपि न पश्यति अन्धः।|The blind cannot see even after wearing spectacles.|चश्मा पहनने के बाद भी अंधा नहीं देख सकता।
राजनीतिः कलुषिता जाता।|Politics has got corrupted.|राजनीति भ्रष्ट हो गई है।
हीनभावनया परिपूर्णः सः।|He is filled with inferiority complex.|वह हीन भावना से भरा हुआ है।
कर्नाटकराज्ये वसन्ति ते।|They live in the state of Karnataka.|वे कर्नाटक राज्य में रहते हैं।
नैके प्राणिनः सङ्कटापन्नाः वर्तन्ते।|Many creatures are in danger.|कई प्राणी संकट में हैं।
आरभते कार्यक्रमः शीघ्रतां क्रियताम्।|The program is starting, hurry up.|कार्यक्रम प्रारम्भ हो रहा है, शीघ्रता करो।
मम मातुलानी अद्य आगच्छति।|My maternal aunt is coming today.|मेरी मामी आज आ रही हैं।
छायाम् अन्यस्य कुर्वन्ति वृक्षाः।|Trees provide shade for others.|वृक्ष दूसरों के लिए छाया देते हैं।
दोषदर्शनं मा भूः सर्वत्र।|Do not find faults everywhere.|हर जगह दोष न निकालें।
बहुत्र ष्ठीवनेन मलिनता अस्ति भवने।|Due to spitting in many places, the building is dirty.|कई जगह थूकने से घर गंदा हो गया है।
दीर्घश्वसनं स्वास्थ्यहितं भवति।|Deep breathing is beneficial for the health.|गहरी सांस लेना स्वास्थ्य के लिए लाभकारी है।
सर्पभयं नास्ति मे।|I do not have fear of snakes.|मुझे सांप का डर नहीं है।
अहन्तु गमिष्यामि स्वदायित्वपालनाय।|I will, however, go to fulfil my responsibility.|मैं तो अपनी जिम्मेदारी निभाने जाऊंगा।
दन्ताः द्वात्रिंशद् भवन्ति।|There are thirty-two teeth.|बत्तीस दांत होते हैं।
समाजपरिवर्तनेन राष्ट्रपरिवर्तनं सम्भवति।|National transformation is possible through societal transformation.|समाज परिवर्तन से राष्ट्र परिवर्तन संभव है।
नागरिककर्तव्याः पालनीयाः।|Civic duties should be honoured.|नागरिक कर्तव्यों का पालन किया जाना चाहिए।
मम दयसे किम्?|Do you pity me?|
मयि दयसे किम्?|Do you pity me?|
मां शोचसि किम्?|Do you mourn me?|
वर्षन्ति मधुरं भुविम्|rains sweetly on the earth|
इदं गृहं मृत्तिकायाः अस्ति।|This is a mud-house.|यह घर मिट्टी का बना है।
पङ्के आनन्दं करोति शूकरः।|The pig enjoys in the mud (slush).|सूअर कीचड़ में आनंद लेता है।
शङ्करः समाजाय हलाहलं पपौ।|Shankara drank poison for the  sake of society (mankind).|शंकर ने समाज के लिए हलाहल पिया।
भारतविरोधीन् विचारान् नाशयिष्यामो वयम्।|We will destroy anti-Bharat thoughts/ideas.|हम भारत विरोधी विचारों को नष्ट करेंगे।
सत्यमेव जयते नानृतम्।|Truth alone triumphs, not falsehood.|सत्य ही विजयी होता है, असत्य नहीं।
मम ताडनं विस्मृतवान् किम्।|Have you forgotten my beatings (punishments)?|क्या तुम मेरी मार भूल गए । 
भवतः आगमनस्य आशा अपि समाप्ता।|Even the hope of your arrival is over.|आपके आगमन की आशा भी समाप्त हो गई है।
सैनिकस्य मृतदेहः एव प्रत्यागमत्।|Only the dead body of the soldier returned.|सैनिक का मृत शरीर ही वापस आया।
ऐन्द्रजालिकाः वञ्चयन्ति जनान्।|Magicians trick/hoodwink the people.|जादूगर लोगों को वञ्चना देते हैं।
तव तातस्य स्वसा तव किं स्यात्।|What is your father’s sister to you?|तुम्हारे पिता की बहन तुम्हारी क्या लगती है। 
कृतस्य उपकारस्य समानतां कुर्यात्|equals the kindness done
पुत्रं लालयति माता।|The mother caresses her son.|मां अपने बेटे को दुलार करती है।
कूर्दनसमये अधः न पश्य।|While jumping(leaping), do not look down.|कूदते समय नीचे न देखें।
अत्र प्रभुः रामः उवास पुरा।|Lord Raama resided here before.|भगवान राम यहाँ पहले निवास करते थे।
नास्ति बुद्धिः अयुक्तस्य।|There is no wisdom in the unfit (or unorganized) person.|अव्यवस्थित व्यक्ति में बुद्धि नहीं होती।
वस्त्राणि शुष्कानि जातानि।|The clothes are dry now.| वस्त्र अब सूख चुके हैं।
काचित् भारतीया भाषा अध्येतव्या एव।|Any one Indian language must be learnt.|किसी भी भारतीय भाषा को सीखना चाहिए।
अत्रत्याः जनाः मृदुभाषिणः सन्ति।|The people here speak gently.|यहाँ के लोग मृदुभाषी हैं।
महाकालः अत्र स्थानदेवः अस्ति।|Mahaakaala is the local deity.|महाकाल इस स्थान के देवता हैं।
अनृतमुक्तं तेन।|Lie was uttered by him.|उसने झूठ बोला।
शास्त्राधारितमेव पूजनं भवेत्।|Worship should be scripture-based.|पूजा शास्त्रों के आधार पर ही होनी चाहिए।
दन्ताः दुग्धधवलाः सन्ति तस्याः।|Her teeth are as white as milk.|उसके दांत दूध के जैसे धवल हैं।
मातः मे कानिचन मित्राणि आगन्तारः परश्वः।|Mother, some of my friends will arrive the day after tomorrow.|माँ मेरे कुछ मित्र परसों आएंगे।
गृहस्वच्छता सम्यक् कृता अस्ति।|Cleaning of the house has been done well.|घर की सफाई ठीक से की गई है।
मकराः सहस्राधिकाः सन्ति नद्यामस्याम्।|There are more than a thousand crocodiles in this river.|इस नदी में एक सहस्र से अधिक मगरमच्छ हैं।
कासाञ्चन कलानां ज्ञाता अस्ति सः।He is knowledgable in some art forms.|वह कुछ कलाओं का ज्ञाता है।
श्मश्रुकर्तनं न रोचते मे।|I do not like shaving.|मुझे श्मश्रु काटना पसंद नहीं है।
आत्मनः मोक्षार्थं जगद्धिताय च।|For the liberation of oneself and for the welfare of the world.|अपनी मुक्ति और विश्व के हित के लिए।
निद्रायामस्ति इदानीमपि भवान्।|Even now you are sleepy.|आप अभी भी नींद में हैं।
तस्य भूगोलज्ञानं समीचीनमस्ति।|He has profound knowledge of geography.|उसके पास भूगोल का विशेष ज्ञान है।
श्यामपट्टात् केन मार्जितः श्लोकः।|By whom was the verse(shloka) erased from the blackboard?|श्यामपट्ट पर से किसने श्लोक मिटा दिया।
ज्येष्ठकृष्णद्वादशी अस्ति अद्य।|Today is Jyeshtha Krishna Dwadashi.|आज ज्येष्ठ कृष्ण पक्ष की द्वादशी है।
सा अस्ति महाराज्ञी अहिल्याबाई।|She is Mahaaraani Ahilyaabai.|वह महारानी अहिल्याबाई है।
भूम्याः स्पृशनात् प्राक् तां नमस्कुरु।|Before touching the ground, pay homage to her.|भूमि को स्पर्श करने से पहले उसको नमस्कार करो।
द्वादश वेणवः नीयन्ते मया।|Twelve flutes are being taken by me.|मैं बारह वेणु ले जा रहा हूँ।
केचनश्रेष्ठवादकाः अप्यासन् तत्र।|There were some renowned players (of the musical instrument) also.|कुछ प्रसिद्ध वादक भी वहाँ बैठे थे।
पृष्ठतः कः विद्यते।|Who is there behind?|पीछे कौन है। 
अधोमुखी भूत्वा अवतरति चिक्रोडः वृक्षात्।|Squirrel descends from the tree, facedown.|नीचे मुँह करके गिलहरी पेड़ से उतरती है।
सन्धिकालः अस्ति दीपं प्रज्ज्वालय।|Light the lamp; it is dusk.|संध्या के समय दीपक जलाओ।
वाहनकुञ्चिका क्व अस्ति।|Where is the vehicle key?|वाहन की कुञ्चिका कहाँ है। 
सर्वे वेष्टीं धृत्वा यान्ति।|They are all going dressed-up Veshthi.|वे सभी वेष्टी धारण करके जाते हैं।
शीलं सर्वगुणप्रधानं भवति।|Character is the superior to all virtues.|चरित्र सभी गुणों में प्रमुख होता है।
सूर्ये उदये सति मयूराः केकायन्ते।|While the sun rises, peacocks make sound.|सूर्योदय के समय मोर शब्द करते हैं।
दूरवाणीयं कुतः क्रीता।|Where was this mobile bought from?|दूरवाणी कहाँ से क्रय की । 
चत्वारि व्यजनानि चलन्त्यत्र।|Four fans are on here.|यहाँ चार पंखे चल रहे हैं।
गृहं प्राप्य सम्यक् पठितास्मि।|After reaching home, I will study well (thoroughly).|घर पहुँचकर मैं ठीक से पढ़ाई करूँगा।
वामपादाङ्गुष्ठस्य घट्टनम् अभूत्।|There was an injury to the left big toe.|बाएं पैर के अंगूठे में चोट आई थी।
महत्यः व्यवस्थाः कृताः कार्यक्रमाय।|Elaborate arrangements were made for the event.|कार्यक्रम के लिए भारी व्यवस्थाएँ की गई थीं।
देशकालविरुद्धाः विचाराः मार्जनीयाः।|Thoughts incompatible with place and time must be cleansed.|स्थान और समय के प्रतिकूल विचार मिटा देने चाहिए।
नैके जनाः स्थूलत्वकारणेन क्लेशान् अनुभवन्ति।|Many people suffer due to obesity.|बहुत से लोग मोटापे के कारण कष्ट झेलते हैं।
अहो कतिषु विषयेषु तस्य उत्तमाः गतिः अस्ति।|Wow! in how many subjects does he excel?|वाह कितने विषयों में उसकी उत्तम क्षमता है।
श्रान्ता महिला लोकयाने एव सुप्तवती।|The tired lady slept in the bus itself.|थकी हुई महिला लोकयान में ही सो गई।
विवाहकार्यक्रमे त्वमपि आगच्छ।|You too come to the wedding ceremony.|तुम भी विवाह समारोह में आओ।
रेलयानस्य प्रतीक्षा होराद्वयात् क्रियते।|The train's arrival is awaited for two hours.|दो घंटों से रेयान के आगमन की प्रतीक्षा की जा रही है।
भवता स्वबुद्धिविक्रीता किम्।|Have you sold your intelligence?|तुमने तुम्हारी बुद्धि बेच दी है क्या।
षड् जनाः मृताः दुर्घटनायां प्रपरह्यः।|Six people died in the accident three days back.|परसों से पहले के दिन दुर्घटना में छः लोगों की मृत्यु हो गई।
यानस्य अस्य समाहारः कुत्र भवति।|Where is the assembly of the vehicle done?|गाड़ी का समीकरण कहाँ होता है । 
मम जन्मदिवसः कार्तिकमासे अस्ति।|My birthday is in the month of Kaartika.|मेरा जन्मदिन कार्तिक माह में है।
तव पिता कदा दिवङ्गतः।|When did your father pass away?|तुम्हारे पिताजी का स्वर्गवास कब हुआ। 
नास्ति मम इच्छात्र।|I have no desire in this.|मेरी यहाँ कोई इच्छा नहीं है।
हे दुष्ट अधुना तु उत्तिष्ठ।|O wicked person, wake up now at least!|हे दुष्ट अब तो उठ।
भवन्तं दृष्ट्वा देवदर्शनम् इव अभवत्।|Seeing you  felt like a divine darshan.|आपको देखने से जैसे भगवान के दर्शन हो गए।
कथं जनाः पाश्चात्यविचारम् अनुसरन्ति।|How do people even follow Western ideology?|(हे ईश्वर)लोग पश्चिमी विचारधारा का कैसे अनुसरण करते हैं। 
रामनाम उक्त्वा पूर्णता अनुभूयते।|Completeness is experienced by chanting the name of Raama.| राम के नाम का उच्चारण करने से पूर्णता का अनुभव होता है।
हस्तौ संयोज्य वदामि कृपया इतः गच्छ।|I say with folded hands, kindly go from here.|मैं हाथ जोड़कर बोलता हूँ, कृपया यहाँ से जाइए।
एतत् सर्वं नास्ति खादितुं योग्यम्।|All this is not edible.|यह सब खाने के योग्य नहीं है।
कियता विलम्बेन आगतः न्यायाधीशः।|The judge arrived so late.|न्यायाधीश कितनी देर से आया।
त्वां दृष्ट्वैव अलसा भवामि।|Just by seeing you, I become lazy.|तुम्हें देखकर ही मैं आलसी हो जाती हूँ।
साम्प्रतं युवानः पुनः भारतीयताम् अनुसरन्ति।|Currently, the youth are again following Indian traditions.|वर्तमान में युवा फिर से भारतीय परंपराओं का पालन कर रहे हैं।
रामः अनघः अस्ति।|Raama is flawless (immaculate).|राम निर्दोष हैं।
ईदृशी शाटिका दुर्लभा अस्ति।|This type of saree is rare.|ऐसी साड़ी दुर्लभ होती है।
तव दर्शनम् अभूत् बहूनां दिनानामनन्तरम्।|Saw you after many days.|बहुत दिनों के बाद तुम्हारे दर्शन हुए हैं।
सोपानेषु दृष्टः मया सः वृश्चिकः।|Scorpion was seen by me on the stairs.|मैंने सीढ़ियों पर उस बिच्छू को देखा।
