Sanskrit|English|Hindi
दण्डार्धभागः नष्टप्रायः अस्ति।|One half of the stick is almost damaged/broken.|डंडे का आधा हिस्सा लगभग टूट चुका है।
पित्तलस्थालिकायां खादति माता।|Mother eats in a brass plate.|माँ पीतल की थाली में खाती हैं।
नृसिंहविग्रहः ओजपूर्णः अस्ति।|The idol of Narasimha is full of vigor (ojas).|नृसिंह की मूर्ति ओज से पूर्ण है।
धावनसमये हस्तचालनं वेगवर्धकं भवति।|Arm movement increases the speed while running.|दौड़ते समय हाथ हिलाना गति को बढ़ाता है।
भस्मेन पात्राणि प्रक्षालयति कर्मकरः।|The worker washes the utensils with ash.|कर्मचारी राख से बर्तन धोता है।
द्रौपद्याः अपरं नाम कृष्णा इति।|Another name of Draupadi is Krishnaa.|द्रौपदी का दूसरा नाम कृष्णा है।
प्लवगाः नैकाः सन्ति पर्वते।|There are many monkeys on the mountain.|पहाड़ पर कई बंदर हैं।
त्वं न स्पृश इदं भोजनं देवार्थम् अस्ति।|Do not touch this food; it is meant for the gods.|तुम इस भोजन को मत छुओ यह देवताओं के लिए है।
सरिताम्पतिः रामं प्रार्थयत्।|Sea, the Lord of the rivers prayed to Rama.|नदियों के स्वामी सागर  ने राम से प्रार्थना की।
रामवृद्ध्यर्थम् अकरोत् सर्वं व्यापारम्।|He did all the efforts ( activities) for Rama's prosperity.|उसने राम की वृद्धि के लिए सभी कार्य/परिश्रम किए।
मदर्थम् नास्ति किं ताम्बूलम्।|Is there no betel leaf for me?|मेरे लिए ताम्बूल नहीं है क्या। 
जिगमिषोः रोधनं न क्रियताम्।|Do not stop the one who wishes to go.|जाने की इच्छा वाले को रोकना नहीं चाहिए।
पादाभ्यमेव सः भ्रमति।|He wanders on foot.|वह पैदल ही घूमता है।
अम्ब मे दन्तकूर्चः कुत्र स्थापितः।|Mother, where is my toothbrush kept?|माँ मेरा दाँतों का कूर्च कहाँ रखा है। 
तत्रैव भवतु सः अत्र तु ताडनमेव प्राप्नुयात्।|Let him be there itself, he will only get beatings here.|उसे वहीं रहने दो यहाँ उसे केवल दंड ही मिलेगा।
अस्य वाक्यस्य औचित्यं किम्।|What is the propriety of this sentence?|इस वाक्य की उपयुक्तता क्या है।
सन्न्यासिनं दूरादेव नमस्कुर्वन्ति जनाः।|People greet a monk from afar itself.|लोग साधु को दूर से ही नमस्कार करते हैं।
कण्टकशाखाम् अपसार्य गन्तव्यम्।|One should move the thorny branch away and proceed(go).|काँटेदार शाखा को हटाकर आगे बढ़ना चाहिए।
रामदूतः सर्वान् पराजित्य गच्छेत्।|Rama’s envoy may defeat every one and go.|राम का दूत सबको पराजित करके जाएगा।
मातृभिः शिशवः लाल्यन्ते।|Infants are cuddled by mothers.|बच्चे माताओं द्वारा लालित किए जाते हैं।
वाग्भूषणम् एव भूषणं भवति।|Elocution itself is the ornament.|वाणी का अलंकरण ही वास्तविक् आभूषण होता है।
सूर्यास्तस्य समयः अभवत्।|It is sunset time.|सूर्यास्त का समय हो गया।
सर्वे भवन्तु सुखिनः।|May all be happy.|सभी सुखी हों।
हस्ताक्षराभियानं चालयाम।|Let us conduct a signature campaign.|हम एक हस्ताक्षर अभियान चलाएं।
भाषणं तु पूर्णम् अधुना चलतु भवान् मया सह।|Speech is over now, (please) come along with me.|भाषण पूर्ण हुआ अब आप मेरे साथ चलें।
प्रयोगशालायाम् दुर्गन्धः अस्ति।|There is a bad odour in the laboratory.|प्रयोगशाला में एक दुर्गंध है।
ननाद ढक्कां नवपञ्चवारम्।|He played (sounded) the drum (damaru) fourteen times.|उसने डमरू चौदह बार बजाया।
सा तु बहुभाषापट्वी वर्तते।|She, however, is proficient in several languages.|वह (महिला) कई भाषाओं में प्रवीण है।
पत्रसूचीम् आसन्दे कः अस्थापयत्।|Who kept the mail list on chair?|पत्रों की सूची को किसने आसन्द पर रखी। 
दर्पणे सः वानरः आत्मानं पश्यति।|That monkey sees himself in the mirror.|वह  वानर दर्पण में अपने आप को देखता है।
क्षुरपत्रेण श्मश्रु कर्तयत यूयम्।|You all should shave your beard with the blade.|तुम लोग क्षुरपत्र से अपनी श्मश्रु बनाओ।
चतुरः पादान् प्रसार्य शेते मे धेनुः।|My cow sleeps by stretching all its four legs out.|मेरी गाय अपने चार पैरों को फैलाकर सोती है।
मार्गं निकषा व्रणितः चिक्रोडः पतितः अस्ति।|A wounded squirrel has fallen on the road.|मार्ग पर एक व्रणित गिलहरी गिरी हुई है।
द्रोण्या जलं निक्षिप वृक्षाय।|Pour water for the tree from the bucket.|बाल्टी से पानी पेड़ के लिए डालो।
पुरस्कारवितरणस्य कार्यक्रमे मुख्याथितिः कः वर्तते।|Who is the chief-guest at the award distribution ceremony?|पुरस्कार वितरण कार्यक्रम में मुख्य अतिथि कौन हैं। 
युवां श्वः जनान् सम्बोधयिष्यथः किम्।|Will you both address the people tomorrow?|क्या तुम दोनों कल लोगों को संबोधित कर दोगे। 
अहं किमपि न जाने अस्मिन् विषये।|I do not know anything in this matter.|मैं इस विषय में कुछ नहीं जानता।
कथमपि तं अद्य रात्रौ एव कारागृहे स्थापय।|Somehow, put him in the prison in the tonight itself.|कैसे भी करके उसे आज रात्रि में ही कारागृह में डाल दो।
तव पुत्रस्य वामहस्तः भग्नः।|Your son's left hand is broken.|तुम्हारे बेटे का बायां हाथ टूट गया है।
उलूकः लक्ष्म्याः वाहनमस्ति।|Owl is the vehicle of Lakshmi.|उल्लू लक्ष्मी का वाहन है।
खट्वाम् अधः आनय अचिरात्।|Bring the cot down immediately.|तुरंत खाट को नीचे लाओ।
साम्प्रतं नास्ति कश्चित् तादृशः बलशाली।|At present, there is no one as strong as him.|वर्तमान में उसके जैसा बलशाली कोई नहीं है।
मुनिः साधुजनः महतः प्रयत्नान् कारं कारं गुणान् अर्जति किन्तु ममता नामकी राक्षसी सर्वगुणसमूहान् एकस्मिन् क्रमे एव समाप्तान् करोति।|The sage endures many hardships and collects virtues but the demon in the form of love eats them all at once.|मुनि बहुत कष्टों का सहन कर गुणों को इकठ्ठा करता है किंतु ममता रूपी राक्षसी एक बार में ही उन सबों को खा जाती है।
यः संसारात् उपरमते|who renounces the world|जो संसार को त्याग देता है
मनुष्यशरीरं शाश्वतं नास्ति तस्य नाशः मृत्युः  निश्चितः एव शरीर यथा आत्मनः अस्मिन् देहे कौमारं भवति तस्मिन्  समाप्ते सति यौवनम् आयाति तस्मिन् समाप्ते सति जरा वृद्धत्वमागच्छति ततश्च मृत्युः अर्थात् मरणं तु शरीरस्य भवति न तु आत्मनः अतः धीराः शरीरे मृते सति न शोकं कुर्वन्ति।|The body never remains the same and the soul never changes it’s form. Even a child in the mother’s womb is already undergoing the process of death i.e. some of it’s cells are dying and others are being generated). When childhood ends, youth appears; when youth ends, old age begins, and when old age ends in death, transformation into another body takes place. Birth and death happen to the body, not to the soul.|🌷शरीर कभी एकरूप नहीं रहता और शरीरी कभी अनेक रूप होता नहीं। शरीर प्रतिक्षण मर रहा है। गर्भ में आते ही मरने का क्रम शुरू हो जाता है। बाल्यावस्था मर जाये, तो युवावस्था आ जाती है; युवावस्था मर जाये, तो वृद्धावस्था आ जाती है; वृद्धावस्था मर जाये, तो देहान्तरवस्था आ जाती है। जन्मना, मरना शरीर का धर्म है, हमारा नहीं।
धनाढ्याः विनम्राः स्युः।|The wealthy should be humble.|धनवानों को विनम्र होना चाहिए।
सत्सङ्गतिः कथय किं न करोति पुंसाम्।|You tell (me), what good company does not do to people?|बताओ अच्छी संगत लोगों के लिए क्या  नहीं करती। 
मम मातरमहं सम्यक् जानामि।|I know my mother well.|मैं अपनी माँ को अच्छी प्रकार जानता हूँ।
तातः कटपुटीकरणपटुः अस्ति।|Father is an expert in folding the mat.|पिता दरी को घरी करने में निपुण हैं।
शिवस्यैषा मुद्रा भद्राय राजते।|This stamp of Shiva suits (is meant for) good people.|शिव की यह मुद्रा भले लोगों के लिए है।
भारतेन मङ्गलयानं कदा प्रेषितम्।|When was the Mangalyaan sent by India?|भारत के द्वारा मंगलयान कब भेजा गया था। 
रोटिकां पात्रस्य अन्तः स्थापय।|Keep the bread inside the container.|रोटी को बर्तन के अंदर रखो।
फलरसं तु यथेष्टं पिबामि।|I drink as much fruit juice as I like.|मैं इच्छानुसार फलों का रस पीता हूँ।
विद्यालयस्यूतः बाल्यकालं स्मारयति।|The school bag reminds me of my childhood.|विद्यालय का थैला मुझे मेरे बचपन की याद दिलाता है।
त्वया वृथा एव समयः याप्यते।|Time is wasted by you unnecessarily.|तुम समय व्यर्थ कर रहे हो।
तदभावे सः दुर्बलः।|when he lacks that he is weak|
नवरात्रोत्सवः चलतीदानीम्।|The Navaratri festival is going on now.|नवरात्रि उत्सव अभी चल रहा है।
पृथिव्याः तापमानं वर्धमानमस्ति।|The temperature of the Earth is increasing.|पृथ्वी का तापमान बढ़ रहा है।
वनवर्धनं विहाय नास्ति मार्गः।|There is no way except reforestation.|वनरोपण को छोडकर कोई मार्ग नहीं है।
पादरक्षायां वृश्चिकः वर्तते।| There is a scorpion in the shoe.|जूते में बिच्छू है।
विषाणुकारणेन नैकाः गावः मृताः।|Many cows have died due to a virus.|विषाणु के कारण कई गायें मर गई हैं।
पशवः न कदाचित् स्वधर्मं जहति।|Animals never abandon their nature (swadharma).|पशु कभी अपने स्वभाव को नहीं छोड़ते।
तस्याः कशेरौ अस्ति वेदना।|She has pain in her spine.| उसकी रीढ़ की हड्डी में वेदना है।
शिशुः कृष्णाङ्गारम् अखादत्।|The child ate charcoal.|बच्चे ने कोयला खा लिया।
अस्मिन् विषये नाहं किमपि कर्तुं शक्नोमि।|I cannot do anything in this matter.|इस विषय में मैं कुछ नहीं कर सकता।
सा सुखेन स्वपिति।|She sleeps comfortably.|वह आराम से सोती है।
अत्र तत्र न ष्ठीव।|Do not spit here and there.|यहाँ-वहाँ मत थूकें।
कासनसमये वेदना भवति किम्।|Do you feel pain while coughing?|क्या खाँसते समय वेदना होती है। 
एकलक्षम् इति सङ्ख्यायां पञ्च शून्याः भवन्ति।|There are five zeros in the numeral for one Lakh.|एक लाख में पाँच शून्य होते हैं।
नीललोहितवर्णः अस्मिन् कक्षे नास्ति।|There is no violet color in this room.|इस कमरे में बैंगनी रंग नहीं है।
कण्ठस्य शुद्ध्यर्थं गण्डूषयति।|He gargles to cleanse his throat.|वह गले की सफाई के लिए गरारे करता है।
यदि विषयान् ध्यायति तर्हि तेषु सङ्गः वर्धते।|If one contemplates on objects, attachment to them grows.|यदि कोई विषयों का ध्यान करता है, तो उनमें आसक्ति बढ़ती है।
वार्षिकं शुल्कं तु तेभ्यः प्रदत्तमेव।|The annual fee has indeed been paid to them.|वार्षिक शुल्क तो उन्हें दे दिया है।
नूतना भाषा अपि पठितव्या।|A new language should also be learned.|नई भाषा भी पढ़नी चाहिए।
अग्रिममासे केरलं गन्तास्मि।|I will go to Kerala next month.|अगले महीने मैं केरल जाऊँगा।
अधिकवेगकारणेनैव अपघातः जातः।|The accident occured due to overspeeding.|अधिक गति के कारण ही दुर्घटना हुई।
समत्वं योग उच्यते।|Evenness of mind is known as Yoga.|मन का समभाव ही योग कहलाता है।
भूस्खलनेन जनाः मृताः।|People died due to landslide.|भूस्खलन से लोग मारे गए।
स्तम्भः सदा सुदृढः भवेत्।|A pillar should always be strong.|स्तंभ हमेशा दृढ़ होना चाहिए।
ते प्रतिदिवसं रङ्गवल्लीं निर्मातः।|They (two women) create a rangoli every day.|वे (दो महिलाएं) प्रतिदिन रंगोली बनातीं हैं।
इष्टिकया ताडितः सः शिरसि।|He was hit on the head by a brick.|उसे सिर पर ईंट से मारा गया।
अम्ब मे आच्छादकं क्व।|Mother, where is my blanket?|माँ मेरी चादर कहाँ है। 
ज्येष्ठः जातः सः।|He became elder.|वह बड़ा हो गया है।
अधुना तस्य तर्जनम् एव वरं ताडनात्।|Now, his scolding is better than beating.|अब उसको डाँटना मारने से अच्छा है।
गोहितम् इदं सर्वं खाद्यम्।|All this food is for the cows.|यह सारा भोजन गायों के लिए है।
भूमिपूजनम् अभूत्किल अद्य।|Bhoomipoojan happened today, isn’t it?|आज भूमि-पूजन हुआ।
उपधानं न स्वीकरोमि अहं कदापि।|I never use a pillow.|मैं कभी भी तकिया नहीं लेता हूँ।
अकृत्वा परसन्तापम् अगत्वा खलमन्दिरम् अनुत्सृज्य सतां वर्त्म यत्स्वल्पमपि तद् बहु॥|Without hurting others, without going to the house of the wicked, without leaving the path of the righteous, whatever is gained or achieved will be said a lot.|दूसरों को दुःख पहुँचाए बिना, दुष्टों के घर जाए बिना, सज्जनों का मार्ग छोड़े बिना, जो कुछ भी प्राप्त होगा वह बहुत कहा जाएगा।
परसन्तापं न कृत्वा खलमन्दिरं न गत्वा सतां वर्त्म न उत्सृज्य यत् स्वल्पम् अपि लभ्यते तद् बहु वर्तते।|Without hurting others, without going to the house of the wicked, without leaving the path of the righteous, whatever is gained or achieved will be said a lot.|दूसरों को दुःख पहुँचाए बिना, दुष्टों के घर जाए बिना, सज्जनों का मार्ग छोड़े बिना, जो कुछ भी प्राप्त होगा वह बहुत कहा जाएगा।
मनःप्रशमनोपायः योगः इति अभिधीयते।The recourse to pacify the mind is called yoga.|मन के प्रशमन के उपाय को योग कहते हैं।
योगेन चित्तस्य, पदेन वाचां, मलं शरीरस्य च वैद्यकेन यः अपाकरोत्, तं प्रवरं मुनीनां पतञ्जलिं प्राञ्जलिः आनतः अस्मि॥|I offer my respectful obeisances to the great sage Patanjali, who removed the impurities of the mind by yoga, the impurities of speech by pad (grammar) and the impurities of the body by physician.|योग से चित्त का, पद (व्याकरण) से वाणी का व वैद्यक से शरीर का मल, जिन्होंने दूर किया, उन मुनि श्रेष्ठ पतंजलि को मैं अंजलि बद्ध होकर नमस्कार करता हूँ।
टिबटीयप्रकरणस्य परिहाराय यतिष्यते, दलैलामं निश्चेतुं चीनस्य पदक्षेपं नाङ्गीकरिष्यतीति च संघेन प्रस्तुतम्।|The Union has also submitted that it will seek to avoid the Tibetan issue and reject China's move to settle the Dalai Lama.|संघ ने यह भी कहा है कि वह तिब्बती मुद्दे से बचने की कोशिश करेगा और दलाई लामा को निपटाने के चीन के कदम को खारिज कर देगा।
चीनस्य प्रातिकूल्यं विगणय्य अमेरिकायाः जनप्रतिनिधिसंघः भारतं प्राप्य टिबटस्य आत्मीयनेतारं दलैलामम् अमिलत्।|Despite China's adversity, the US House of Representatives arrived in India to meet the Dalai Lama, the intimate leader of Tibet.|चीन की प्रतिकूलता के बावजूद अमेरिकी प्रतिनिधि सभा तिब्बत के अंतरंग नेता दलाई लामा से मिलने भारत पहुंची।
अमेरिकायाः शासन-विपक्षप्रतिनिधीनां सप्ताङ्गसंघः रिपब्लिकन् राजनैतिकदलस्य नेता मैकिल् मलोल् इत्यस्य नेतृत्वे एव दलैलामस्य सन्दर्शनम् अलभन्त।|The seven-member coalition of US government and opposition representatives, led by Republican political party leader McClelland, visited the Dalai Lama.|रिपब्लिकन राजनीतिक दल के नेता मैक्लेलैंड के नेतृत्व में अमेरिकी सरकार और विपक्षी प्रतिनिधियों के सात सदस्यीय गठबंधन ने दलाई लामा से मुलाकात की।
कुसुमं वर्णसम्पन्नं गन्धहीनं न शोभते। न शोभते क्रियाहीनं मधुरं वचनं तथा।।|Just as a flower endowed with beautiful colors is not beautiful when it is fragranceless, so an inactive person who does not work is not beautiful even when he speaks sweetly.|जिस प्रकार गंधहीन होने पर सुन्दर रंगो से संपन्न पुष्प भी शोभा नहीं देता, उसी प्रकार कार्य नहीं करने वाला अकर्मण्य व्यक्ति मीठी-मीठी बातें करने पर भी शोभा नहीं पाता।
यथा सुन्दरवर्णयुक्तः पुष्पः गन्धरहितः चेत् न शोभते, तथैव यः व्यक्तिः कार्यं न करोति सः मधुरं भाषते चेत् न शोभते।|Just as a flower endowed with beautiful colors is not beautiful when it is fragranceless, so an inactive person who does not work is not beautiful even when he speaks sweetly.|जिस प्रकार गंधहीन होने पर सुन्दर रंगो से संपन्न पुष्प भी शोभा नहीं देता, उसी प्रकार कार्य नहीं करने वाला अकर्मण्य व्यक्ति मीठी-मीठी बातें करने पर भी शोभा नहीं पाता।
उत्थातव्यं जागृतव्यं योक्तव्यं भूतिकर्मसु। भविष्यति इति एव मनः कृत्वा सततम् अव्यथैः।।|Success will be, firmly believing in your mind, constantly devoid of depression, you (man) should rise, be alert and engage in the works that lead to the attainment of wealth.|सफलता होगी ही, ऐसा मन में दृढ़ विश्वास करके, सतत विषाद- रहित होकर तुझे (मनुष्य को) उठना चाहिए, सजग होना चाहिए और ऐश्वर्य की प्राप्ति कराने वाले कार्यों में लग जाना चाहिए।
