Sanskrit|English|Hindi
मनुष्यशरीरं शाश्वतं नास्ति तस्य नाशः मृत्युः  निश्चितः एव शरीर यथा आत्मनः अस्मिन् देहे कौमारं भवति तस्मिन्  समाप्ते सति यौवनम् आयाति तस्मिन् समाप्ते सति जरा वृद्धत्वमागच्छति ततश्च मृत्युः अर्थात् मरणं तु शरीरस्य भवति न तु आत्मनः अतः धीराः शरीरे मृते सति न शोकं कुर्वन्ति।|The body never remains the same and the soul never changes it’s form. Even a child in the mother’s womb is already undergoing the process of death i.e. some of it’s cells are dying and others are being generated). When childhood ends, youth appears; when youth ends, old age begins, and when old age ends in death, transformation into another body takes place. Birth and death happen to the body, not to the soul.|🌷शरीर कभी एकरूप नहीं रहता और शरीरी कभी अनेक रूप होता नहीं। शरीर प्रतिक्षण मर रहा है। गर्भ में आते ही मरने का क्रम शुरू हो जाता है। बाल्यावस्था मर जाये, तो युवावस्था आ जाती है; युवावस्था मर जाये, तो वृद्धावस्था आ जाती है; वृद्धावस्था मर जाये, तो देहान्तरवस्था आ जाती है। जन्मना, मरना शरीर का धर्म है, हमारा नहीं।
धनाढ्याः विनम्राः स्युः।|The wealthy should be humble.|धनवानों को विनम्र होना चाहिए।
सत्सङ्गतिः कथय किं न करोति पुंसाम्।|You tell (me), what good company does not do to people?|बताओ अच्छी संगत लोगों के लिए क्या  नहीं करती। 
मम मातरमहं सम्यक् जानामि।|I know my mother well.|मैं अपनी माँ को अच्छी प्रकार जानता हूँ।
तातः कटपुटीकरणपटुः अस्ति।|Father is an expert in folding the mat.|पिता दरी को घरी करने में निपुण हैं।
शिवस्यैषा मुद्रा भद्राय राजते।|This stamp of Shiva suits (is meant for) good people.|शिव की यह मुद्रा भले लोगों के लिए है।
भारतेन मङ्गलयानं कदा प्रेषितम्।|When was the Mangalyaan sent by India?|भारत के द्वारा मंगलयान कब भेजा गया था। 
रोटिकां पात्रस्य अन्तः स्थापय।|Keep the bread inside the container.|रोटी को बर्तन के अंदर रखो।
फलरसं तु यथेष्टं पिबामि।|I drink as much fruit juice as I like.|मैं इच्छानुसार फलों का रस पीता हूँ।
विद्यालयस्यूतः बाल्यकालं स्मारयति।|The school bag reminds me of my childhood.|विद्यालय का थैला मुझे मेरे बचपन की याद दिलाता है।
त्वया वृथा एव समयः याप्यते।|Time is wasted by you unnecessarily.|तुम समय व्यर्थ कर रहे हो।
तदभावे सः दुर्बलः।|when he lacks that he is weak|
नवरात्रोत्सवः चलतीदानीम्।|The Navaratri festival is going on now.|नवरात्रि उत्सव अभी चल रहा है।
पृथिव्याः तापमानं वर्धमानमस्ति।|The temperature of the Earth is increasing.|पृथ्वी का तापमान बढ़ रहा है।
वनवर्धनं विहाय नास्ति मार्गः।|There is no way except reforestation.|वनरोपण को छोडकर कोई मार्ग नहीं है।
पादरक्षायां वृश्चिकः वर्तते।| There is a scorpion in the shoe.|जूते में बिच्छू है।
विषाणुकारणेन नैकाः गावः मृताः।|Many cows have died due to a virus.|विषाणु के कारण कई गायें मर गई हैं।
पशवः न कदाचित् स्वधर्मं जहति।|Animals never abandon their nature (swadharma).|पशु कभी अपने स्वभाव को नहीं छोड़ते।
तस्याः कशेरौ अस्ति वेदना।|She has pain in her spine.| उसकी रीढ़ की हड्डी में वेदना है।
शिशुः कृष्णाङ्गारम् अखादत्।|The child ate charcoal.|बच्चे ने कोयला खा लिया।
अस्मिन् विषये नाहं किमपि कर्तुं शक्नोमि।|I cannot do anything in this matter.|इस विषय में मैं कुछ नहीं कर सकता।
सा सुखेन स्वपिति।|She sleeps comfortably.|वह आराम से सोती है।
