Sanskrit|English|Hindi
नामकरणावसरे स्मितं हसन्ती मदालसाब्रवीत्—'नराः स्वनामसार्थक्यं भजन्ते एव इति नास्ति' इति।|At the opportunity of naming, Madalasa smiled and said, 'It is not that men worship the meaning of their names.'|नामकरण के अवसर पर मदालसा ने मुस्कुराते हुए कहा, 'ऐसा नहीं है कि पुरुष अपने नाम के अर्थ की पूजा करते हैं'।
तस्याः वचसः अर्थः ऋतध्वजेन कालान्तरे अवगतः।|In time Ritadhvaja understood the meaning of her words|समय रहते ऋतध्वज को उसकी बात का मतलब समझ आ गया।
ब्रह्मवेत्री मदालसा बालान् आन्दोलिकायां संस्थाप्य निद्रापनावसरे ब्रह्मतत्त्वमेव लललनगीतरूपेण आगायत्।|The expounder of the Vedas Madalasa placed the children in the cradle and at the time of sleeping the Brahmattva itself came in the form of a lullaby song.|ब्रह्मवेत्री मदालसा ने बच्चों को पालना में लगा दिया और सोते समय ब्रह्मत्व स्वयं लोरी गीत के रूप में सामने आया।
नृत्यः असि बुद्धः असि निरञ्जनः असि संसार-माया-परिवर्जितः असि।|You are that which must be danced, you are enlightened, you are the supreme being, you are free from the illusion of the world.|आप वह हैं जिसे नृत्य किया जाना चाहिए, आप प्रबुद्ध हैं, आप सर्वोच्च प्राणी हैं, आप दुनिया के भ्रम से मुक्त हैं।
संसार-स्वप्नम् त्यज मोह-निद्रां न जन्म-मृत्यू तत्सत्स्वरूपे।|Leave the dream of the world and the sleep of delusion and not birth and death in that true form.|संसार के स्वप्न और मोह की निद्रा को त्याग दो, जन्म और मृत्यु को उस सत्य रूप में नहीं।
ईदृशतत्वगानमेव आकर्णयन्तः तत्सूनवः ब्रह्मजिज्ञासवः समभवन्।|Listening to such a chant of the Tattva, his sons became inquisitive about the Brahman.|तत्त्व का ऐसा मंत्र सुनकर उनके पुत्र ब्रह्म के विषय में जिज्ञासु हो गये।
आत्मजान् वैराग्यशालिनः दृष्ट्वा ऋतध्वजः चिन्ताकुवलः सञ्जातः।|Seeing his sons in renunciation, Ritadhvaja became overwhelmed with anxiety.|अपने पुत्रों को त्यागभाव में देखकर ऋतध्वज चिंता से अभिभूत हो गये।
सर्वैः सुतैः संन्यासिभिः भूयते चेत् वंशोद्धारः कथमिति भूयते चेत् वंशोद्वारः कथमिति व्याकुलमनाः अभवत्।|He became anxious about how to revive the lineage if all his sons were renounced and how to open the door of the lineage.|वह इस बात को लेकर चिंतित हो गया कि यदि उसके सभी पुत्रों ने त्याग कर दिया तो वंश को कैसे बचाया जाए और वंश का द्वार कैसे खोला जाए।
चतुर्थसुतम् इहलोकासक्तं कर्तुं मदालसां प्रार्थयत।|He prayed to Madalsa that the fourth son should be attached to the material world.|मदालसा से प्रार्थना की कि वह अपने चौथे पुत्र इस संसार में आसक्त हो।
तन्निवेदनं पुरस्कृत्य मदालसाचतुर्थसूनु अलर्कनामानं वीरगाथाभिः अलालयत्।|In response to that request, Madalasa nurtured her fourth son, Alarka, with heroic tales.|उस अनुरोध के जवाब में, मदालसा ने अपने चौथे बेटे, अलार्क का वीरतापूर्ण कहानियों के साथ पालन-पोषण किया।
तं राजनीतिनिपुणः युद्धविद्याविशारदञ्च अकरोत्।|She made him an expert in politics and an expert in the art of warfare.|उन्हें राजनीति में विशेषज्ञ और युद्ध कला में निपुण बना दिया।
इहजीवनं निरुह्य तत्पश्चात् सन्यासाश्रमप्रवेशाय तं प्राबोधयत्।|After ceasing this life, he awakened him to enter the hermitage of renunciation.|इस जीवन को समाप्त करने के बाद, उन्होंने उन्हें त्याग के आश्रम में प्रवेश करने के लिए जागृत किया।
सः नैकानि वर्षाणि प्रजापालनं कृत्वा दत्तात्रेयवरप्रसादात् आत्मोन्नतिमविन्दत।|He ruled the people for many years and by the grace of the boon of Dattatreya he attained self-exaltation.|उन्होंने कई वर्षों तक लोगों पर शासन किया और दत्तात्रेय के वरदान की कृपा से उन्होंने आत्म-उत्थान प्राप्त किया।
ध्येयनिष्ठता-स्वाभिमान-आत्मविश्वासानां मूर्तिरूपा मदालसा साधनापथे जिगमिषूणां नारीणां पथदर्शिका वर्तते।|Madalasa, the embodiment of single-mindedness, self-esteem and self-confidence, is a guide for women who wish to walk the path of sadhana.|ध्येयनिष्ठता, आत्मसम्मान और आत्मविश्वास की प्रतिमूर्ति मदालसा उन महिलाओं के लिए एक मार्गदर्शक हैं जो साधना के मार्ग पर चलना चाहती हैं।
