Sanskrit|English|Hindi
मम मातुलस्य गृहे धर्मग्रन्थाः सन्ति।|In my maternal uncle's house, there are religious texts.|मेरे मामा के घर में धार्मिक ग्रंथ हैं।
तव गोत्रं नाम किम्।|What is your gotra name?|तुम्हारा गोत्र नाम क्या है?
एष तपस्वी कुतः आयाति।|From where does this ascetic come?|यह तपस्वी कहाँ से आते हैं?
पत्नी गृहस्वामिनी कथ्यते।|The wife is called the mistress of the house.|पत्नी को घर की स्वामिनी कहा जाता है।
प्रहर्षः सदा शुभस्य शीघ्रं करोति।|Praharsha always hastens the auspicious.|प्रहर्ष सदा शुभ कार्य को शीघ्र करता है।
संस्कृतं विधिवत् पठनीयम्।|Sanskrit should be read according to rules.|संस्कृत को विधिवत् पढ़ना चाहिए।
अजं विक्रयार्थं मारयति यत्र तद् अजमारः।|Where goat is butchered for selling, That's ajamaara.|जहाँ बेचने के लिए बकरा मारा जाता है, वह स्थान अजमेर है।
साध्वी मांसं न खादति।|The saintly woman does not eat meat.|साध्वी मांस नहीं खाती है।
आपत्तिभ्यः यः त्रायते, सर्वाः सम्पत्तयः च, येन दीयन्ते, लोकाय आनन्ददातारं श्रीरामं वयं पुनः पुनः नमामः।|I repeatedly salute Shri Ram Ji who protects us from obstacles, gives us all the wealth, gives happiness to all living beings.|जो आपत्तियों से हमें बचाते हैं, सभी सम्पत्तियों को देते हैं, सभी प्राणियों को सुख देने वाले हैं, उन श्री राम जी को में बार-बार नमस्कार करता हूँ।
आपदाम् अपहर्तारं दातारं सर्व-सम्पदाम्‌ लोक-अभिरामं श्रीरामं भूयः भूयः नमामि अहम्‌॥|I repeatedly salute Shri Ram Ji who protects us from obstacles, gives us all the wealth, gives happiness to all living beings.|जो आपत्तियों से हमें बचाते हैं, सभी सम्पत्तियों को देते हैं, सभी प्राणियों को सुख देने वाले हैं, उन श्री राम जी को में बार-बार नमस्कार करता हूँ।
मधु इव मन्यते बालः यावत् पापं न पच्यते।|As long as the sin does not result in full fruition, that sinful action seems sweet.|जब तक पाप सम्पूर्ण रूप से फलित नहीं होता, तब तक वह पाप कर्म मधुर लगता है।
यदा च पच्यते पापं दुःखं च अथ निगच्छति।|But after its full fruition, man has to bear its bitter consequences.|परन्तु पूर्णतः फलित होने के पश्चात मनुष्य को उसके कटु परिणाम सहन करने ही पड़ते हैं।
सहसा विदधीत न क्रियाम्, अविवेकः परम् आपदां पदम्।|One should not do any work impulsively, doing so causes great trouble.|किसी भी कार्य को आवेश में नहीं करना चाहिए, ऐसे करने से बड़ी परेशानी आती है।
वृणते हि विमृश्यकारिणम् गुणलुब्धाः स्वयम् एव सम्पदः।|Wealth, after thinking carefully about the work, gets pleased with the qualities of the person and selects him.|संपत्ति, भली भाँती विचार करके कार्य करने वाले के गुणों से प्रसन्न होकर स्वयं उसका वरण करती है।
मुरारि-काय-कालिमा-ललाम-वारि-धारिणी।|She Who holds water darkened by the body of Murāri.|जो मुरारी के शरीर से काला रंगा का बनाया गया जल धारण करता है।
तृणीकृत-त्रि-विष्टपा।|She who had made the heaven appear as a twig.|वह जिसने स्वर्ग को एक टहनी के रूप में प्रकट किया था।
त्रि-लोक-शोक-हारिणी।|She who absolves the grief of the three-worlds.|वह जो तीनों लोकों के दुःख को दूर करती है।
मनस्-अनुकूल-कूल-कुञ्ज-पुञ्ज-धूत-दुर्मदा।|She whose banks have groups of creepers which pleases the mind by washing the evil haughtiness.|वह जिसके तट पर लताओं के समूह हैं जो दुष्ट अभिमान को धोकर मन को प्रसन्न करती हैं।
धुनोतु नः मनस्-मलं कलिन्द-नन्दिनी सदा॥|May the daughter of Kalinda ever wash the malice of our mind.|कालिन्दा की पुत्री हमारे मन के द्वेष को सदा के लिए धो दे।
