Sanskrit|English|Hindi
भुजङ्गासनं कुर्वन्नस्मि।|I am doing the bhugangasana.|मैं भुजङ्गासन कर रहा हूँ।
तस्य अनुजः दिवं जगाम।|His younger brother went to heavenly abode.|उसका छोटा भाई दिवंगत हो गया।
महदाश्चर्यकरी घटना अभूदद्य।|A surprising event occurred today.|आज एक बहुत आश्चर्यकरी घटना हुई।
साम्प्रतम् अधिकरणं गत्वा व्यवहारं लेखयामि।|Now I go to court and get a report written.|अब कचहरी जाकर रपट लिखवाता हूँ।
वाताली|a strong gust of wind.|हवा के तेज झोंका
कर्पटं गालयति|strains the cloth|कपडे को गारता है
संज्ञां लब्ध्वा उत्तिष्ठति|gets up after gaining consciousness|होश पाकर उठता है
अधिकरणिकः|Judge|
अधिकरणम्|Court|
अधिकरणभोजकः|Officer of the court|
अधिकरणम्|Court|
अधिकरणभोजकः|Officer of the court|
चत्वरम्|crossroads|चौराहा/चबूतरा|
अत्र विचारणा न अस्ति।|This is without doubt.|इसमें कोइ सन्देह नहीं।
अ ह ह। अस्य भवनस्य परा श्रीः।|Oho, this building has a different lustre.|अहह। इस भवन की अलग ही शोभा है।
मां तुच्छयति|demeans me|मुझे हीन करता है
मां सुखयति|pleases me|मुझे सुख देता है
आच्छिनत्ति|tear away from|खींच लेना
कस्मिन् मार्गे वर्तमाना नारी कामिनीभ्यो भर्तारम् आच्छेत्स्यसि।|By what path could a lady tear away her husband from the other woman who desire him.|किस मार्ग में वर्तमान नारी प्रेमिकाओं से पति को खींच लायेगी।
विष्टिकर्ता|bonded labour = बेगार
विमुक्तराजतनयः|One who has left his kingdom to his son|जिसने अपना राज्य अपने बेटे को छोड़ दिया है
प्रोञ्झिताशेषबान्धवः |One who has left all his relatives|जिसने अपने सभी रिश्तेदारों को छोड़ दिया है
अभिषेकार्थं नदीं जगाम |went to the river to bathe|नहाने के लिए नदी गया
अवलम्बस्व दारकम्|catch the kid|बच्चे को पकडो
क्रकचेन दारुः पाट्यताम्|cut wood with a saw |आरी से लकडी काटी जाय
पश्चाद्बाहुबद्धः|one whose hands are tied from behind|जिसका हांथ पीछे कर के बांधा हुआ है
मां न प्रत्यभिजानासि?|don't you recognise me?|मुझे नहीं पहचानते हो?
अकारणबन्धुः|one who helps selflessly|निःस्वार्थ भाव से सहायता करने वाला
जातिमहत्तरः|chief  of the tribe|जाति का मुखिया
वस्त्रान्तनिरुद्धवक्त्रा|hiding the face with the pallu|आंचल से मुँह छुपाये हुये
लोप्त्रम्|the looted money|लूट का माल
वातायनेन विनिःसृतास्यः जनः |Man with his face out of the window| खिडकी से मुँह निकाला हुआ मनुष्य
अनभ्रे पतति वज्रम्|there is lightning without clouds|बिना बादल के बिजली गिर रही है
मन्दस्नेहो दीपः स्तोकं स्तोकं क्षयं याति।|A lamp with low oil goes out slowly.|कम तेल का दीपक धीरे धीरे बुझता है।
अपश्चिमम्|final|जिसके बाद कुछ नहीं , अन्तिम
स्थाने खलु|he is alright isn't he?|ठीक ही तो है
कृतहस्तता|dexterousness|हाँथ की सफाई
किमर्थं भूतार्थो न निवेद्यते |Why don't you tell the truth?|क्यों सच्ची बात नहीं बताते
टङ्कारध्वनिः आयाति वाद्यात्।|Twang emanates from the musical instrument.|  वाद्य से टंकार की ध्वनि आती है।
तेन आवां यष्टिकाभ्यां ताड्यावहे।|We (two) were beaten with (two) sticks by him.|उसके द्वारा हम(दो) दो डण्डियों से मारे गए।
साधुः प्रयासः कृतः बालेन।|Proper effort has been made by the boy.|बच्चे ने अच्छा प्रयास किया है।
ऊष्णवायुः सर्वत्र प्रवहति।|Hot wind blows everywhere.|ऊष्ण हवा सभी जगह चल रही है।
ते देवाः भावयन्तु वः।|Let those devas/deities bless you.|उन देवताओं की कृपा हो आप पर।
सम्यक् श्रुत्वा लिखतु विद्यार्थी।|The student should write after listening well.|विद्यार्थी को सही से सुनकर लिखना चाहिए।
सूत्रे पुष्पाणि ग्रथितानि सन्ति।|Flowers are strung on the thread.|सूत्र में फूल गूंथे गए हैं।
मम भार्यां रक्षतु भैरवी।|Bhairavi, please protect my wife.|भैरवी मेरी पत्नी की रक्षा करना।
तेषां परिणामः आगतः किल।|Their result came possibly.|उनका परिणाम आ गया है लगता है।
हस्तरेखादर्शनं केन कारितं भवता।|Your palm-reading was done by whom?|हस्तरेखा किसने द्वारा देखी गई।
तर्पणार्थम् अस्ति इदं संस्कारितं जलम्।|This purified water is for tarpan.|तर्पण के लिए यह संस्कारित जल उपयुक्त है।
सुखं दुःखं कल्पनामात्रमेवास्ति अस्माकम्।|Happiness and sorrow are merely our perceptions.|सुख और दुःख केवल हमारी कल्पना मात्र हैं।
अहो कर्णप्रियमिदं सङ्गीतम्।|Oh, this music is delightful to the ears.|आह यह संगीत कर्णप्रिय है।
शिवरञ्जनीरागे निबद्धमिदं गीतम्।|This song is composed in the Raag Shivaranjani.|यह गीत राग शिवरञ्जनी में रचा गया है।
जननी जन्मभूमिश्च स्वर्गादपि गरीयसी।|Mother and motherland are greater than heaven.|माँ और मातृभूमि स्वर्ग से भी महान् हैं।
अश्वत्थः अहर्निशम् प्राणवायुं ददाति।|The peepal tree provides oxygen day and night.|पीपल का पेड़ रात और दिन प्राणवायु प्रदान करता है।
रोहिणी प्रियतमा पत्नी चन्द्रस्य।|Rohini is the beloved wife of the moon.|रोहिणी चन्द्र की प्रिय पत्नी है।
शनिदेवस्य वाहनः काकः अस्ति।|Crow is the vaahana of Lord Saturn.|कौवा भगवान शनि का वाहन है।
वृक्षकारणेन अत्र तापमानमधिकं नास्ति।|Because of trees, the temperature here is not high.|यहाँ पेड़ों के कारण तापमान अधिक नहीं  है।
नैतिकचरित्रस्य वर्धनमेव शिक्षा।|Education is nothing but enhancement of moral character.|शिक्षा नैतिक चरित्र का विकास है।
तं कण्डूयनं बाधते।|Itching troubles him.|उसे खुजली सताती है।
सः शिरसः वेदनया त्रस्तः।|He is terrified by the pain in his head.|वह सिर की वेदना से त्रस्त है।
सपत्नीकः रामः वनं गच्छति।|Raama, along with his wife, goes to the forest.|राम अपनी पत्नी के साथ वन जा रहा है।।
तस्य अहङ्कारः एव पराजयकारणम्।|His pride alone is the cause of his defeat.|उसका अहंकार ही उसकी पराजय का कारण है।
कथं दूरवाणी रक्षणीया चोरेभ्यः।|How can mobile be safeguarded from the thieves?|दूरवाणी को चोरों से कैसे रक्षित किया जा सकता है।
कार्यकर्तॄणां नामसूचिं कदा दद्यात् सः।|When will he possibly give the list of the workers' names?|वह श्रमिकों की सूची कब देगा।
चित्तरञ्जकमस्ति भवत्याः गीतम्।|Your song is delightful.|तुम्हारा गीत बहुत ही मनोहारी है।
प्रातःकाले शीघ्रम् उत्थितः अहम्।|I woke up early in the morning.|मैं सुबह शीघ्र उठ गया।
कर्गदे वाक्यानि अलिखम्।|I wrote sentences on the paper.|मैनें कागज पर वाक्य लिखे।
कति देशाः समाहूताः उपवेशने।|How many countries are invited to the conference?|सम्मेलन में कितने देशों को आमंत्रित किया गया है।
तव महिमानं न अहं जाने।|I do not know your greatness.|मुझे आपकी महिमा का पता नहीं है।
नमस्तस्यै नमो नमः।|Salutations to her, salutations again and again.|उन्हें (महिला) नमस्कार, बार-बार नमस्कार।
अस्य गीतस्य लिपिं जानीथ।|Know the script of this song.|इस गीत की लिपि को जानो।
भवतु नाम तव जनकः आरक्षकाधिकारी।|Your father may be a security officer, so what?|हों भले हि आपके पिताजी आरक्षक अधिकारी।
भवत्याः परिश्रमम् अनुकर्तुं न सरलम्।|It is not easy to emulate your effort.|आपके परिश्रम का अनुकरण करना सरल नहीं है।
कैलाशवर्यस्य भाषणमासीदद्य।|Today was the speech of Mr. Kailash.|आज कैलाश का भाषण था।
अभवन् किं नाटकानि ते।|Are your dramas over?|तुम्हारे नाटक हो गए क्या।
मुखावरणम् अधृत्वैव अगमत् सः।|He went without even wearing the mask.|वह मुखावरण लगाए बिना ही चला गया।
श्मश्रु शोभते तस्य।|His beard looks good.|उसकी श्मश्रु अच्छी दिखती है।
विश्वरूपदर्शनं कर्तुमिच्छामि प्रभो।|Hey, Prabhu, I desire to see your vishwaroopa.|हे प्रभो मैं आपके विश्वरूप का दर्शन करना चाहता हूँ।
मम गुरवः अत्रैव विराजन्ते।|My teachers are present right here.|मेरे शिक्षक यहीं उपस्थित हैं।
प्रचारः न कृतः तेन।|No publicity was not given by him.|उसके द्वारा कोई प्रचार नहीं किया।
रामनाम विना वाणी न शोभते।|Speech without Raamanaama lacks grace/beauty.|रामनाम के बिना वाणी शोभा नहीं पाती।
द्वे अङ्गुलीयके धृतवान् सः।|He wore two rings.|उसने दो अंगूठियां पहन रखीं हैं।
तस्य नेत्रे प्रकाशेते।|His eyes are shining.|उसकी आंखें प्रकाशित हैं।
विंशतिः व्यजनानि चलन्ति।|Twenty fans are on.|बीस पंखे चल रहे हैं।
सरस्वत्याः विग्रहः स्थापितः विद्यालये।|An idol of Saraswati is set up in the school.|विद्यालय में सरस्वती की मूर्ति स्थापित की गई है।
परधने नास्ति मे अधिकारः।|I have no right over others' wealth.|मेरे पास दूसरों की संपत्ति पर कोई अधिकार नहीं है।
नवपुष्पनिर्मिता माला इयम्।|This garland is made of fresh flowers.|यह माला नए फूलों से बनाई गई है।
केशविन्यासं करोति सः।|He does hairstyling.|वह बालों का विन्यास करता है।
अन्वयं कुरु अस्य श्लोकस्य।|Please do anvaya of this verse.|इस श्लोक का अन्वय करो।
भवत्याः जनकोऽपि मे आपणात् क्रीणाति।|Your father also buys from my shop.|आपके पिताजी भी मेरी दुकान से वस्तु क्रय करते हैं।
बालः स्ववस्त्रस्य सीवनम् अकार्षीत्।|The child sewed his clothes himself.|बच्चे ने आज अपने कपड़ों की सिलाई स्वयं की।
कंसे निपातयतु सूपम् वितरकः।|Let the server pour the soup into the bowl.|वितरक सूप को कटोरी में डाले।
भवान् एवमाचरेत् इति आश्चर्यम्।|It's surprising that you behave like this.|यह आश्चर्य है कि आप ऐसा व्यवहार करते हैं।
तस्य एकः पादः कृत्रिमः अस्ति।|His one leg is artificial.|उसका एक पैर कृत्रिम है।
रामम् अनुकरोति लक्ष्मणः।|Lakshmana imitates Raama.|लक्ष्मण राम का अनुकरण करता है।
चलनसमये तस्य उदरं कम्पते।|His stomach trembles while walking.|उसका पेट चलते समय हिलता है।
कुतः ओष्ठरागं लिम्पन्ति महिलाः।|Why do women apply lipstick?|महिलाएँ ओष्ठराग क्यों लगातीं हैं।
अद्यतनीयं समाचारपत्रं कुत्रास्ति।|Where is today's newspaper?|आज का समाचार पत्र कहाँ है।
