sanskrit|english|hindi
नाथ मां मा त्याक्षीः|Lord! Do not abandon me.|नाथ! मुझे मत छोड़ो।
त्वं मां पश्यसि किम्।|Do you see me?|क्या तुम मुझे देखते हो?
अतीव न वक्तुमर्हसि।|You ought not to speak excessively.|तुम्हें बहुत अधिक नहीं बोलना चाहिए।
मम माता मम पितरं न अभिजानाति।|My mother does not recognize my father.|मेरी माँ मेरे पिता को नहीं पहचानती है।
हरितवस्त्रं धरन्ती शुकी दृश्यसे।|Wearing green cloth, you look like a female parrot.|हरा कपड़ा पहने तुम तोती दिखती हो।
तस्य मुखं भयङ्करम् अस्ति।|His face is terrifying.|उसका मुँह डरावना है।
बालिका मयूरपक्षेण क्रीडति।|The girl plays with the peacock feather.|बालिका मोरपंख से खेलती है।
किं ते अधुना अहं न रोचे।|Do I not appeal to you now?|क्या अब मैं तुम्हें अच्छी नहीं लगती?
क्लैब्यं कुतो गच्छसि पुत्र।|Whence do you attain unmanliness, Son!|नपुंसकता को क्यों प्राप्त कर रहे हो, बेटा!
त्रिवेणीसङ्गमे निमज्ज्य मरिष्यामि।|Having plunged in the confluence of the Triveni, I will die.|त्रिवेणी के संगम में डूबकर मरूँगा।
यथा वदिष्यसि तथा श्रोष्यसि।|As you will speak, so you will hear.|जैसा बोलोगे वैसा सुनोगे।
तुरङ्गमम् आरुह्य कुत्र गच्छसि।|Having mounted the horse, where are you going?|घोड़े पर चढ़कर कहाँ जा रहे हो?
गोविन्दं दृष्ट्वा सखि पिप्रीषा तीव्रा भवति।|Having seen Govinda, Female friend! the desire to love becomes intense.|गोविन्द को देखकर, सखी! प्रेम करने की चाह तीव्र हो जाती है।
विचचाल स दिग्गजः।|That elephant of the quarters shook.|वह दिशाओं का हाथी डोल गया।
पौराः तम् अनुगच्छन्ति।|The citizens follow that one.|नगरवासी उस के पीछे-पीछे चलते हैं।
तात किञ्चित् जलं पायय।|Uncle! make me drink a little water.|बाबूजी! थोड़ा पानी पिला दो।
नीलं युतकं धृत्वा कुत्र गच्छसि।|Having worn the blue garment, where are you going?|नीला अंगरखा पहनकर कहाँ जा रहे हो?
अत्र यावन्ति हृदयानि सर्वाणि त्वया हृतानि।|As many hearts as there are here, all have been stolen by you.|यहाँ जितने हृदय हैं, वे सब तुमने हर लिए हैं।
नगरे चौरः आगन्ता।|In the city, a thief is to come.|नगर में चोर आने वाला है।
पुनः कथय पुनः पुनः कथय।|Tell again, tell again and again.|पुनः कहो, बार-बार कहो।
तव प्रियतमा विद्यालये जनानां पुरतो नृत्यति।|Your beloved dances in front of the people in the school.|तुम्हारी प्रियतमा पाठशाला में लोगों के आगे नाचती है।
मुमूर्षया पीडितोऽहं देवि।|By the desire to die, I am afflicted, lady!|मैं मरने की इच्छा से पीड़ित हूँ, देवि!
निर्धनोऽयं बहुपुत्रश्च।|This one is poor and with many sons.|यह निर्धन है और बहुत बेटों वाला है।
अरण्यं गत्वा किं करिष्यसि।|Having gone to the forest, what will you do?|जंगल जाकर क्या करोगे?
सत्येन्द्र अहं तादृशी स्त्री नास्मि।|Satyendra! I am not such a woman.|सत्येंद्र! मैं वैसी स्त्री नहीं हूँ।
सर्वं खादित्वा किमवोचत् सः।|Having eaten everything, what did he say?|सब कुछ खाकर उसने क्या कहा?
सा तु शनैः शनैः सोपानम् आरोहति।|She, indeed, slowly, slowly climbs the staircase.|वह तो धीरे-धीरे सीढ़ी चढ़ती है।
भोः तव भाविभार्य्या अपस्मारेण पीडिता।|Hey! Your future wife is afflicted with epilepsy.|अजी! तुम्हारी होने वाली पत्नी मिर्गी से पीड़ित है।
भुक्तं धनं कथं प्रतिदास्ये।|How will I return the consumed wealth?|भोगे हुए धन को कैसे लौटाऊँगा?
रामदेवः किम् ऋषिर्वा वणिग्वा।|Is Ramadeva a sage or a merchant?|रामदेव क्या ऋषि हैं या बनिया?
तव धनाभिमानं भणतीदम्।|Your arrogance of wealth speaks thus.|यह तुम्हारे धन के घमंड बोल रहा है।
विकासस्य नाम प्रकाशो भविष्यति।|The name of Vikasa will be Prakasha.|विकास का नाम प्रकाश होगा।
अदितिः विद्यालयं गन्तुं नेच्छति।|Aditi does not wish to go to the school.|अदिति पाठशाला जाना नहीं चाहती है।
पपात वृक्षात् वानरः।|The monkey fell from the tree.|पेड़ से बंदर गिरा।
सर्वे बालकान् अन्विच्छन्ति।|All search for the boys.|सब लड़कों को ढूँढ़ते हैं।
हूताशने घृतं मा निक्षिप।|Do not pour ghee into the fire.|आग में घी मत डालो।
विप्राः तस्य गृहं न गच्छन्ति।|Brahmins do not go to his house.|ब्राह्मण उसके घर नहीं जाते हैं।
ब्रुवतो गुरोर्वचनं शृणु।|Listen to the word of the speaking Guru.|बोलते हुए गुरु की बात सुनो।
चन्द्रिकायां मयूरो नृत्यति।|In the moonlight, the peacock dances.|चाँदनी में मोर नाचता है।
हृदयस्थितिं मा पृच्छ अधुना।|Do not ask the condition of the heart now.|अब हृदय की दशा मत पूछो।
स रुष्टो नास्ति।|He is not angry.|वह रूठा हुआ नहीं है।
एहि सायङ्कालः प्रवर्तते।|Come! It's evening time.|आओ! साँझ हो रही है।
तस्य ग्रीवायां सर्पो वेष्टितः।|A snake is coiled on his neck.|उसकी गर्दन पर साँप लिपटा है।
वर्षाजलमिव आवयोः कथा।|Like rain-water is the story of us two.|बरसात के पानी जैसी हम दोनों की कहानी है।
अम्ब अहं चन्द्रक्रीडनकं वाञ्छामि।|Mother! I desire the moon-toy.|माता! मुझे चन्द्र-खिलौना चाहिए।
मुरलीरव इव तस्या ध्वनिः।|Like the sound of a flute is her voice.|बाँसुरी की धुन जैसी उसकी बोली है।
त्वमसीति प्रमाणं कुत्र।|Where is the proof that "you exist"?|तुम हो, इसका प्रमाण कहाँ है?
रमणीयं नृत्यम् अकार्षीत् सा।|She performed a charming dance.|उसने मनमोहक नाच किया।
पूर्व्वं भवान् सदा माम् अभिनन्दति स्म।|Earlier, you always used to greet me.|पहले आप सदा मेरा अभिनन्दन करते थे।
मृगस्य अनुसरणं कः करोति।|Who does the following of the deer?|हिरण का पीछा कौन करता है?
अहम् आत्मानं न नियन्तुम् अशक्नवम्।|I was not able to control myself.|मैं अपने आप को रोक नहीं पाया।
यादृशी असि तादृशी एव स्थातुम् अर्हसि।|As you are, like that alone you deserve to remain.|जैसी हो, वैसी ही रहने योग्य हो।
हतोऽयन्तेऽनुरागी।|Slain is this lover of yours!|मारा गया यह तुम्हारा प्रेमी!
पिता पितृव्येन सह गच्छति।|The father goes with the uncle.|पिता चाचा के साथ जाते हैं।
कति पशवः सन्ति तव ग्रामे।|How many animals are there in your village?|तुम्हारे गाँव में कितने पशु हैं?
मञ्जरी विवाहं कर्तुम् इच्छति।|Manjari wishes to marry.|मंजरी ब्याह करना चाहती है।
स प्रतिदिनं तस्या गृहाद् अन्नम् आनयति।|He brings food from her house every day.|वह प्रतिदिन उसके घर से अन्न लाता है।
किं कुन्तलो न जानाति स पिशाचिनी अस्ति इति।|Does Kuntala not know that she is a female demon?|क्या कुंतल नहीं जानता कि वह पिशाचिनी है?
घोटकः कथं सरति क्रीडायाम्।|How does the horse move in the game?|घोड़ा खेल में कैसे चलता है?
आत्मानं हन्ति यः परान् हन्ति।|One who kills others kills the self.|जो दूसरों को मारता है, वह अपने आप को मारता है।
रहसि एका बालिका रोदिति।|In seclusion, a girl weeps.|एकांत में एक बालिका रोती है।
अस्मिन् भवने एका वृद्धा निवसति।|In this building, an old woman lives.|इस घर में एक बुढ़िया रहती है।
कृष्णवर्णः कुक्कुरः मार्गे मृतः।|The black-colored dog was dead on the path.|काले रंग का कुत्ता मारग में मरा था।
स्त्रीणां वाणीं को रोद्धुं क्षमः।|Who is capable of stopping the speech of women?|स्त्रियों की बोली रोकने में कौन समर्थ है?
प्रतिरात्रं त्वम् अत्र किमर्थम् आगच्छसि।|Why do you come here every night?|प्रत्येक रात तुम यहाँ किसलिए आते हो?
वाहनं मार्गमध्ये निष्क्रियम् अभूत्।|The vehicle became inactive in the middle of the path.|गाड़ी मारग के बीच में ठप हो गई।
शल्यो दुर्योधनपक्षं किमर्थम् आशिश्राय।|Why did Shalya take refuge in the side of Duryodhana?|शल्य ने दुर्योधन का पक्ष किसलिए लिया?
परस्त्रीभिः तव सम्भाषणं न रोचते मे।|Your conversation with other women does not please me.|पराई स्त्रियों से तुम्हारी बातचीत मुझे नहीं भाती।
अहं भार्य्यायाः धनस्य आश्रितो भवितुम् इच्छामि।|I wish to become dependent on the wealth of the wife.|मैं पत्नी के धन का आश्रित रहना चाहता हूँ।
त्वं मम वीरा बालिका खलु असि।|You indeed are my brave girl.|तुम निश्चय ही मेरी वीर बालिका हो।
एतद् अशेषं नगरम् अहं क्रेष्यामि।|I will buy this entire city.|इस पूरे नगर को मैं मोल लूँगा।
अद्यापि तां स्मयन्तीं स्मरामि।|Even today, I remember that smiling one.|आज भी मैं उस मन्द हँसती हुई को स्मरण करता हूँ।
सायङ्काले राजा अन्तःपुरं ययौ.|In the evening, the king went to the inner palace.|साँझ के समय राजा भीतरी महल को गए।
याच याच इति वावाच्यसे एव.|"Beg, beg!" thus you are indeed repeatedly told.|"माँग, माँग!" ऐसा आप बस बार-बार कहते ही हो।
तापसवेशं किमर्थं धरसि.|Why do you wear the ascetic attire?|तपस्वी का वेश किसलिए पहनते हो?
प्रपञ्चा मे न रोचन्ते भोः.|Sir! Complications do not please me.|महाशय! प्रपंच मुझे नहीं भाते।
आर्त्तवचनानि वदति तव अपराधी असौ.|This offender of yours speaks words of the distressed.|यह तुम्हारा अपराधी दुख-भरे वचन बोलता है।
पितुराज्ञां प्राप्य स जगाम.|Having received the father's command, he departed.|पिता की आज्ञा पाकर वह चला।
पितृव्या कदा आयास्यति.|When will the paternal aunt arrive?|चाची कब आएगी?
कामबाणं सतीमनो न बाधते.|The arrow of cupid does not torment the mind of a chaste woman.|कामदेव का बाण सती के मन को नहीं सताता।
पदप्रक्षालणाय मे अवसरं देहि.|Give me the opportunity for the washing of feet.|पाँव धोने के लिए मुझे अवसर दीजिए।
