नेत्रचिकित्सायै प्रयाति सा केरलम्।|She goes to Kerala for eye treatment.|वह नेत्र चिकित्सा के लिए केरल जा रही है।
भवती यथासुखमाचरतु।|You should behave yourselves as per convenience.|आप सुविधा अनुसार आचरण करें ।  
बहुभाषिकाः सन्ति केचन मित्रेषु।|Among friends, some are multilingual.|मित्रों में कुछ बहुभाषी हैं।  
वाचि शुद्धताम् आनयेः।|Let there be purity in the speech.|भाषण में शुद्धता लानी चाहिए।  
कोऽहं कस्त्वं कुत आयातः।|Who am I, who are you, and from where have you come?|मैं कौन हूँ तुम कौन हो और तुम कहाँ से आए हो। 
समस्यायाः न समाधानविषये विचिन्तय।|Dwell not on the problems, think about the solutions.|समस्याओं पर ध्यान मत दो समाधान पर ध्यान दो।  
वीरभोग्या वसुन्धरा।|The earth is meant for heroes.|पृथ्वी वीरों के लिए है।  
अग्रे नयति इति अग्निः।|One who carries (what we offer to celestials) is Agni.|जो आगे ले जाती वह अग्नि है।  
मनः इन्द्रियेयः परं भवति।|The mind is superior to the senses.|मन इन्द्रियों से श्रेष्ठ होता है।  
सत्यं वच्मि मातः।|I am speaking truth, mother.|मैं सत्य बोलता हूँ माँ।  
किं प्रश्नान् पृच्छेम।|Should we ask questions?|क्या हम प्रश्न पूछें।
किमर्थमत्र तव आश्चर्यभावः।|Why are you surprised here?|यहाँ तुम्हें आश्चर्य क्यों हो रहा है। 
मासे त्रिकिलोपरिमितं घृतमखादम्।|I consumed three kilograms of ghee in a month.|मैंने महीने में तीन किलो घी खा लिया।
सौरोर्जायाः प्रसारः कर्तव्यः।|Publicity of solar energy should be done.|सौर ऊर्जा का प्रसार करना चाहिए।
भवतीं दृष्ट्वैव प्रेरणा अवाप्यते।|Seeing you, by itself, is an inspiration.|आपको(महिला) देखकर ही प्रेरणा मिलती है।
कस्य का गतिः इति कर्माधारितम्।|Whose destiny is what, is based on karma.|किसकी गति क्या है यह कर्म पर आधारित है।
एनां वार्तां श्रुत्वा चिन्ताग्रस्तः सः।|On hearing this news, he was worried.|यह समाचार सुनकर वह चिंतित हो गया।  
भ्रातृप्रेम न्यूनं नास्ति आवयोः।|Brotherly love is no less between us.|हमारे बीच भ्रातृ प्रेम की कमी नहीं है।
कस्मिन् प्रदेशे वर्षाः अधिकाः जाताः।|Which state has received most rainfall?|किस प्रदेश में वर्षा अधिक हुई है।  
एकैकशः सर्वे गमिष्यन्ति।|One by one(one after the other), everyone will go.|एक-एक करके सब जाएंगे।  
जलपानाय अवतरेयं किम्।|Shall I descend, for snacks?|क्या मैं जलपान के लिए उतरूं।
किं त्वम् अस्य भूमेः स्वामी।|Are you the owner of this land?|क्या आप इस भूमि के स्वामी हैं। 
युक्त्या कृतं कृषिकार्यं महत् लाभप्रदं भवति।|Agriculture done with planning (expedience) is greatly profitable.|युक्ति के साथ किया गया कृषि कार्य अत्यंत लाभकारी होता है।
गभीराः कूपाः वर्तन्ते अत्र।|There are deep wells here.|यहाँ गहरे कुएं हैं।
तस्य मुखं कियत् प्रकाशते।|His face is so bright!|उसका चेहरा कितना चमकता है। 
महाकालेश्वरस्य प्रातः कालिकं दर्शनम् अभूत्।|Morning darshan of Mahakaleshwar happened.|महाकालेश्वर का सुबह का दर्शन हुआ।
मूषकान् अनुधावति मार्जारः खादितुम्।|The cat chases the mice to eat them.|बिल्ली चूहों को खाने के लिए पीछा करती है।
पक्षिणः पङ्क्त्या डयन्ते।|The birds fly in a line.|पक्षी एक पंक्ति में उड़ते हैं।
जिगमिषन् उत्साहे दूरवाणीमेव व्यस्मरम्।|In an excitement to leave, I forgot the phone itself.|प्रस्थान करते हुए उत्साह में मैं दूरवाणी को ही भूल गया।
केशाः अधिकाः पतन्तः सन्ति।|More hairs are falling out.|अधिक बाल गिर रहे हैं।
माता शिशुशरीरे तैलमर्दनं करोति।|The mother massages the baby’s body with oil.|माँ बच्चे के शरीर पर तेल मर्दन करती है।
वाक् इयं कुत्रचन श्रुता।|This voice has been heard somewhere by me.|यह वाणी कहीं सुनी गई है मेरे द्वारा।
सा कलायान् चाखाद्यते।|She eats groundnuts again again.|वह मूंगफली बार बार खाती है ।  
आमिदमेव ब्रह्मणः मन्दिरम्।|Yes, this is the temple of Brahma.|हाँ यह ब्रह्मा का मंदिर है।  
सत्यार्थप्रकाशस्य लेखकं जानाति किल भवान्।|You know the author of "Satyarth Prakash", don't you?|आप सत्यार्थप्रकाश के लेखक को जानते हो न। 
वितस्ता अस्ति झेलमनद्याः वास्तविकं नाम।|Vitasta is the original name of Jhelum river.|वितस्ता वास्तव में झेलम नदी का सही नाम है।  
वेदाः चतुर्षु भागेषु विभक्ताः।|The Vedas are divided into four parts.|वेद चार भागों में विभाजित हैं।  
भरताग्रजं श्रेष्ठं तं रघुनन्दनं वन्दे।|I salute the superior Raghunandan, elder brother of Bharata.|मैं रघुनंदन को नमस्कार करता हूँ जो भरत के बड़े भाई हैं।  
मार्गं व्यस्मरिषं तदापणस्य।|I forgot the way to that shop.|मैं उस दुकान का मार्ग भूल गया हूँ।  
अयं जनपदः अपरिचितः मम।|This district is unknown to me.|यह जनपद मेरे लिए अपरिचित है।  
मातामहस्य दूरवाणी आगच्छति।|I am getting a phone call from maternal-grandfather.|नाना की दूरवाणी आ रही है।
अद्यत्वे चिन्तनस्य पवित्रता न्यूना जाता।|Nowadays, purity of thought has decreased.|आजकल, विचारों की पवित्रता कम हो गई है।
भरतस्यान्तिके रामः हनूमन्तं व्यसर्जयत्।|Rama sent Hanuman to Bharata.|राम ने हनुमान को भरत के पास भेजा।
नासिकाछिद्रयोः मलं सङ्गृहीतमस्ति।|Dirt is collected in the nostrils.|नासिकाछिद्रों में मैल जमा हुआ है।
अधोमुखिनी भूत्वा शेते बाला।|The girl sleeps face-down.|बालिका उल्टी होकर सोती है।
तव वृषभः न दृश्यते अद्य।|Your ox is not seen today.|तुम्हारा बैल आज दिखाई नहीं दे रहा है।
शुष्ककासः अस्ति मम।|I have a dry cough.|मुझे शुष्क कास है।
सङ्घठितशक्त्या सर्वं शक्यम्।|Everything is possible with organised (collective) strength.|संगठित शक्ति से सब कुछ संभव है।
तव शब्दजाले न बद्धः भविष्यामि।|I will not be trapped in your web of words.|मैं तुम्हारे शब्दजाल में नहीं फँसूंगा।
अहं सर्वदा आनन्दे भवामि।|I am always in a bliss.|मैं हमेशा आनंद में रहता हूँ।
रामस्य माता न एवं वदेत्।|Rama's mother could not say like this.|राम की माता ऐसा नहीं बोल सकती।
म्लेच्छाः पितृव्यपुत्रीं न भगिनीम् अनुमन्यन्ते।|Muslims don't consider (paternal) uncle's daughter as sister.|मुस्लिम काका की बेटी को बहन नहीं मानते।  
अधुना अग्रजः चिन्तामुक्तः अभवत्।|Now, the elder brother is relieved.|अब बड़ा भाई चिंता मुक्त हो गया हैं।  
युवयुवतीषु चारित्र्यदोषाः न भवन्तु।|Let there be no character flaws in youngsters (young girls and boys).|युवाकों और युवतियों में चरित्र दोष न हों।  
दुर्विषयाणां विरोधः कर्तव्यः मनुजेन।|Man must oppose bad things(objects).|मनुष्य को अनुचित विषयों का विरोध करना चाहिए।  
विद्यमानेषु षट् जनाः दूरवाण्यां मग्नाः।|Among the people who are present here, six are busy with the mobile phone.|उपस्थित लोगों में से छह लोग फोन पर व्यस्त हैं।  
रामम् अनुस्मरन्ती सीता रोदिति।|Remembering Rama, Sita weeps.|सीता राम को याद करके रोती है।  
पादयोः शब्दं श्रुत्वा प्रधावति मूषकः।|Hearing the footsteps, the mouse runs away.|पाँवों की ध्वनि सुनकर चूहा भाग जाता है।  
सात्विकविचाराणां धनी सः।|He is a person of serene thoughts.|वह सात्विक विचारों वाला व्यक्ति है।
महिलाः सदा सौभाग्यशालिनः भवन्तु।|May women always be fortunate.|महिलाएँ हमेशा सौभाग्यशाली रहें।  
अपरिचितेभ्यः अपि परिचयं साधयति सः।|He makes acquaintances with strangers as well.|वह अपरिचित लोगों से भी परिचय कर लेता है।
प्रतिदिवसं जनाः कीटाः इव म्रियन्ते मार्गेषु।|Every day, people die like insects on the roads.|हर दिन लोग मार्गों पर कीड़ों के जैसे मर जाते हैं।  
उच्चन्यायालयेऽपि संस्कृतेन वादप्रतिविवादौ चलतः।|Even in High Court, debates take place in Sanskrit.|उच्च न्यायालय में भी संस्कृत में वाद और प्रतिवाद चलते हैं।  
उज्जैनस्य पुरातनं नाम अवन्तिका इति अस्ति।|The ancient name of Ujjain is Avantika.|उज्जैन का प्राचीन नाम अवन्तिका है।  
द्रोणगिरिपर्वतेऽस्ति सञ्जीवन्यौषधम्।|On the Dronagiri mountain, there is a life-saving herb (Sanjeevani).|द्रोणगिरी पर्वत पर सञ्जीवनी औषधि है।
अवकरपात्रस्य उपयोगः क्रियताम्।|Dustbin should be used.|कूड़ेदान का उपयोग किया जाए।  
भारवाहकः आदिवसं परिश्रमं कुरुते।|The coolie works hard for a living.|भारवाहक जीवन यापन के लिए परिश्रम करता है।
वातावरणं दृष्ट्वा वृक्षाणां महत्त्वम् अवगम्यते।|By observing the environment, the importance of trees is understood.|वातावरण को देखकर पेड़ों का महत्व समझ में आता है।  
पितुः सत्यवादिता त्वयापि परिपालनीया।|Your father's truthfulness must be upheld by you too.|तुम्हारे पिता की सत्यवादिता का पालन तुम्हें भी करना चाहिए।  
रामनगरे रावणसदृशः कुतः आगतः त्वम्।|From where did you, who resemble Ravana, come to Ram's place?| राम की नगरी में रावण जैसे तुम कहाँ से आ गए हो ।
पितुः अनुमतिः अस्ति किम्।|Is father's permission there?|पिता की अनुमति है क्या।
शुनः चत्वारः पादाः भवन्ति।|A dog has four legs.|एक कुत्ते के चार पैर होते हैं।  
सर्वकारियपरियोजनानां प्राप्तिः नास्त्यत्र।|Government projects do not reach this place.|यहाँ सरकार की परियोजनाएं नहीं पहुँच पाती हैं।  
अग्रजां भाययितुमत्र अस्मि।|I am here to frighten elder sister.|मैं यहाँ बड़ी बहन को डराने के लिए हूँ।  
सुदीर्घः अस्ति एषः सुरङ्गः।|This tunnel is very long.|यह सुरंग बहुत लंबी है।  
केशविन्यासकरणं कस्मै न रोचते।|Who does not like hairstyling?|केशविन्यास किसे अच्छा नहीं लगता है।  
भवतः का समस्या अत्र।|What is your problem here?|यहाँ आपकी समस्या क्या है। 
तासु लघुतमा नः धेनुः।|Among them, our cow is the smallest.|उनमें से हमारी गाय सबसे छोटी है।  
त्वां दृष्ट्वा बाला सा भीता।|Seeing you, that girl was scared.|तुम्हें देखकर वह लड़की डर गई।  
आम्रेषु आम्राणि सन्ति।|There are mangoes on the mango trees.|आम के पेड़ों पर आम हैं।  
वृक्षायुर्वेदं पिपठिषामः।|We desire to study the science of tree life (Botany).|हम वृक्षों के जीवन का विज्ञान (वनस्पति विज्ञान) पढ़ना चाहते हैं।
शीघ्रम् उदस्थास्यं चेत् यानम् अप्राप्स्यम्।|If I had gotten up sooner, I would have got the vehicle.|यदि मैं शीघ्र उठ गया होता तो वाहन मिल जाता।  
तस्याः शिरसि पपात गृहगोधिका।|A house lizard fell on her head.|उसके सिर पर एक छिपकली गिर गई।  
रोदनं विहाय किमपि जानासि।|Do you know anything other than crying?|क्या तुम रोने के अलावा कुछ जानते हो।  
मुखाकृतिः वानरवत्तस्याः।|Her face resembles that of a monkey.|उसका(महिला) चेहरा बंदर जैसा है।  
कुत्रचन दृष्टः अयं पुरुषः।|This man was seen somewhere.|यह पुरुष मेरे द्वारा कहीं देखा है।
बालस्मयनं हृदयं स्पृशति।|A child's smile touches the heart.|बच्चे का स्मित हास्य हृदय को छू जाता है।  
कामः संसारे सर्वान् दहति।|Desire burns everyone in the world.|काम संसार में सभी को जलाता है।  
सर्वजनमनसि फलाकाङ्क्षा सम्भवति।|The desire for results arises in everyone's mind.|फल की इच्छा सभी के मन में होती है।  
कार्यमारब्धम् इत्यतः सन्तुष्टः।|I am satisfied that the work has begun.|मैं संतुष्ट हूँ क्योंकि कार्य आरंभ हो गया है।  
अरेरे त्वं तु खल्वाटः जातः।|Oh, you got bald.|अरे तुम तो गंजे हो गए।
जनाः किमर्थं न परिश्रमं कुर्वते।|Why do people not work hard?|लोग परिश्रम क्यों नहीं करते। 
पर्वतोपरि तत् मन्दिरं दूरात् सुशोभते।|From far that temple on the mountain is splendid.|पर्वत के ऊपर वह मंदिर दूर से ही शोभायमान है।  
सुस्वभावेन मनुष्यः देवायते।|A person becomes divine through good nature.|अच्छे स्वभाव से मनुष्य देवत्व को प्राप्त कर लेता है।  
भवनविहीनमिदं मन्दिरमस्ति।|This temple does not have a (man-made) building.|यह मंदिर बिना भवन का है।  
निर्धनमन्दिरं सामान्यमस्ति।|Poor person's house is normal.|निर्धन का घर सामान्य होता है।  
कुतः पुनः पुनः दूरवाणीं पश्यसि।|Why do you look at the phone again and again?|तुम बार-बार दूरवाणी क्यों देखते हो। 
डयमानं पक्षिणं कः गृह्णीयात्।|Who would catch a flying bird?|उड़ते हुए पक्षी को कौन पकड़ेगा । 
प्रतिकूलानि समाधानानि नोत्तमानि।|Unfavorable solutions are not good.|प्रतिकूल समाधान उत्तम नहीं होते।  
तव मातुलपुत्रः राजनेता किल।|Your uncle's son is a politician, right?|तुम्हारे मामा का बेटा राजनेता है न। 
खलु इति अव्ययमस्ति।|"Khalu" is an indeclinable.|"खलु" एक अव्यय है।
प्रायः द्वादशवादने प्राप्स्यामि गृहम्।|I will probably reach home at twelve o'clock.|मैं सम्भवतः बारह बजे घर पहुँच जाऊँगा।  
वामपक्षिभिः दुर्विमर्शाः प्रसारिताः सर्वत्र।|Negative narratives have been spread everywhere by the leftists.|वामपंथियों द्वारा सब ओर दुर्विमर्श फैला रखे हैं।
भवती केन भावेन वदति इदं वचनम्।|In what sense are you saying this statement?|आप यह वचन किस भाव में कह रहीं हैं।  
सर्वे आह्लादिताः सन्ति मां दृष्ट्वा।|Everyone is delighted to see me.|मुझे देखकर सभी प्रसन्न हैं।  
गन्तुं सिद्धः अहम्।|I am ready to go.|मैं जाने के लिए सिद्ध हूँ।  
सः फलानि अधिकानि खादति।|He eats a lot of fruits.|वह बहुत सारे फल खाता है।  
मिष्टान्नन्तु अधिकं खादाम्यहम्।|I do eat a lot of sweets.|मैं तो बहुत सारी मिठाइयाँ खाता हूँ।  
हे विवदनपटो यथेच्छसि तथा कुरु।|Hey orator, do as you wish.|हे विवाद कुशल जैसा चाहो वैसा करो।  
भारतभूमिः देवैः अपि वन्द्यते।|The land of Bharat is revered even by the gods.|भारत भूमि देवताओं द्वारा भी वंदनीय है।
उज्जैननगरी दर्शनीया।|The city of Ujjain is worth seeing.|उज्जैन नगरी दर्शनीय है।
शयनं कल्पयति|Makes the bed|
अनादृत्य वचः पथ्यं गाङ्गेयस्य महात्मनः।|Disrespecting the beneficial advice of The great soul Bhishma|महात्मा भीष्म के हितकर वचनों की अवहेलना करके।
मनसि आगतः विचारः।|A thought came to my mind.|मन में विचार आया।  
कोऽहम्।|Who am I?|मैं कौन हूँ। 
केऽपि प्रश्नाः नावशिष्टाः।|No questions remain.|कोई भी प्रश्न अवशिष्ट नहीं हैं।  
कर्तव्यभावयोः कर्तव्यं प्रधानम्।|Among duty and emotion, duty has the priority.|कर्तव्य और भावना में कर्तव्य की प्रधानता है।  
सर्वभारतीयानां संस्कृतिः समाना।|The culture of all Bharatiyaas is the same.|सभी भारतीयों की संस्कृति समान है।  
भारतस्य आचार्यपरम्परा अत्युत्तमास्ति।|Bharat's legacy of scholars is exemplary.|भारत की आचार्य परंपरा अत्युत्तम है।  
परिवर्तनशीलः संसारोऽयम्।|This world changes constantly.|यह संसार निरंतर परिवर्तनशील है।  
मकराः सन्ति किमस्मिन् तडागे।|Are there crocodiles in this pond?|क्या इस तालाब में मगरमच्छ हैं। 
देवयज्ञं करोति राजा।|The king performs 'Deva-yagna' (a sacrifice ritual to the Gods).|राजा देवयज्ञ करता है।  
समाजशास्त्राध्ययनं करोमि।|I am studying social science.|मैं समाजशास्त्र का अध्ययन कर रहा हूँ।
श्लक्ष्णचीर्णीकृतानि|smooth powdered|
श्लक्ष्णम्|smooth|
श्लक्ष्नवाक्|smooth talker|
पञ्चलक्षरूप्यकाणि गृहात् चोरितानि चोरैः।|Five lakh rupees were stolen from the house by the thieves.|पाँच लक्ष रुपये चोरों द्वारा घर से चुराए गए।  
सम्पूर्णभारते मत्परिचिताः सन्ति।|I have acquaintances all over Bharat.|सम्पूर्ण भारत में मेरे परिचित हैं।  
वक्तुं बहु किमपि अस्ति।|There is quite a lot to say.|कहने के लिए बहुत कुछ है।  
किं पचते भवती।|What are you cooking?|आप क्या पका रही हैं । 
समयः स्यात् किल जल्पितुम्।|There is time to chat, right?|बातचीत के लिए समय है ना।  
परिशील्य एव क्रीणीते माता।|Mother buys only after having checked properly.|माता ठीक से परीक्षण करने पर ही क्रय करतीं हैं।  
लोहशृङ्खला इयम् अधिकभारवती अस्ति।|This iron chain is very heavy.|यह लोहे की शृखला बहुत भारी है।  
असमियाभाषां पिपठिषामि।|I want to learn Assamese.|मैं असमिया भाषा सीखना चाहता हूँ।
अद्य केवलं जलं पास्यामि।|Today I will drink water only.|आज मैं केवल जल ही पीऊँगा।  
भारतस्य सांस्कृतिकविविधता एव एकातां द्योतयन्ति।|The cultural diversity of Bharat indeed indicates unity.|भारत की सांस्कृतिक विविधताएं वास्तव में एकता को दर्शाती हैं।
षट्त्रिंशते सैनिकेभ्यः पुरस्काराः प्रदत्ताः।|Awards were given to thirty-six soldiers.|छत्तीस सैनिकों को पुरस्कार दिए गए।  
सततमवरोधाः आयान्ति मार्गे।|Constant hurdles are coming on the way.|सड़क पर लगातार अवरोध आते हैं।  
जीवने बहुधा अनिच्छन्नपि कार्याणि कर्तव्यानि।|Often tasks need to be done unwillingly in life.| जीवन में बहुधा कार्य अनिच्छा से भी करने पड़ते हैं।  
तिस्रः महिष्यः विद्यन्ते तद्गृहे।|There are three buffaloes in that house.|उस घर में तीन भैंसें हैं।
रामपुत्रयोः आश्रमः एषः।|This is the hermitage of Rama's sons.|यह राम के पुत्रों का आश्रम है।  
बाल्यकालः आनन्दकालः भवति।|Childhood is a time of joyfulness.|बचपन का समय आनंद का होता है।
जीवने अनुभवप्रधानता भवतु।|Let experience be the priority in life.|जीवन में अनुभव को प्रधानता मिले।  
सर्वदा हासो भवेत् मे मुखे।|May there always be a smile on my face.|मेरे मुख पर हमेशा प्रसन्नता रहे।  
षण्मासिकी पत्रिकेयम्।|This is a bi-annual magazine.|यह अर्धवार्षिक पत्रिका है।  
नलिकासु जलं नागमत् अद्य।|Water did not come in the taps today.|आज नलिका में जल नहीं आया।
बहवः सर्पाः स्युः वनेऽस्मिन्।|There may be many snakes in this forest.|इस वन में बहुत सारे सांप हो सकते हैं।  
नास्ति किं प्रतिदित्सा युवयोः।|Don't you(both) have desire to give it back?|क्या तुम दोनों की लौटाने की इच्छा नहीं।
तन्त्र्यां नैके कपोताः उपविष्टाः।|Many pigeons are sitting on the wire.|तार पर कई कबूतर बैठे हैं।  
पाकशालां गच्छानि मान्य।|Shall I go to the kitchen, Sir.|महोदय मैं रसोई में जाऊं ।  
मुस्लिमजनसङ्ख्यायाम् अवधानं दातव्यम्।|Attention should be paid to the Muslim population.|मुस्लिम जनसंख्या पर ध्यान दिया जाना चाहिए।  
कारयानं कस्येदम्।|Whose car is this?|यह कार किसकी है। 
विकीर्णानि बीजानि शीघ्रं चेतव्यानि।|The scattered seeds must be collected quickly.|बिखरे हुए बीजों को शीघ्र इकट्ठा करना चाहिए।  
मारकः कः अस्य पक्षिणः।|Who is the killer of this bird?|इस पक्षी का मारक कौन है। 
निष्पीड्य आनयेयं वस्त्राणि।|After wringing, I shall bring the clothes.|निचोड़ कर कपड़े लाऊं।  
यदा वदेः तदैव उत्थास्यामि।|When you say, only then I will get up.|जब तुम कहोगे तभी उठ जाउंगा।
मातुः मनः पुत्रीचिन्तायाम् अस्ति।|The mother's mind is occupied with thoughts of her daughter.| माँ का मन बेटी की चिंता में है।  
पिपठिषवे योग्यानि संसाधनानि दीयन्ताम्।|May the appropriate resources be provided to those who are interested to study.|पढ़ने की इच्छा रखने वाले के लिए उपयुक्त संसाधन प्रदान किए जाएं।
कः केन जितः।|Who was won over by whom?|कौन किसके द्वारा जीता गया। 
कृषिक्षेत्राणि हरितानि सन्ति।|The fields are green.|कृषिक्षेत्र हरे हैं।  
बहुना वेगेन चलन्ति रेलयानानि।|The trains move very fast.|रेलयान बहुत वेग से चलते हैं।  
अस्यां हस्तघटिकायां समयः नोचितः।|The time in this wristwatch is incorrect.|इस हस्त घड़ी में समय अनुचित है।  
५६ सोपानानि सन्ति।|There are 56 steps.|५६ सीढ़ियाँ हैं।  
तस्य काचापणमस्ति।|He has a glass shop.|उसकी एक कांच की दुकान है।  
टिट्टिभ्यौ शब्दङ्कृत्वा शुनकं धावयतः।|The River lapwings are making noise to chase the dog away.|दो टिटेहरी कोलहल मचाकर कुत्ते को भगा रहीं हैं।  
देवालयस्य वर्णः रक्तः अस्ति।|The temple's color is red.|मंदिर का रंग लाल है।
तव वचनानि मोदयन्ते माम्।|Your words make me happy.|तुम्हारे वचन मुझे प्रसन्न करते हैं।
श्लोकोऽयं विष्णुसहस्रनामस्तोत्रे स्यात्।|This verse might be in the Vishnu Sahasranama Stotram.| यह श्लोक विष्णु सहस्रनाम स्तोत्र में हो सकता है।
स्वविचारपरिशीलनेन मनश्शुद्धता प्रवर्धते।|Purity of mind increases through self-introspection.|आत्म-चिंतन से मन की शुद्धता बढ़ती है।
आनन्दिताः जाताः वयम्।|We have become joyful.|हम आनंदित हो गए हैं।
दिव्यचक्षुषा अपश्यमहं हनुमन्तम्।|With divine eyes, I saw Hanuman.|दिव्य दृष्टि से मैंने हनुमान को देखा।
क्वचित् एव त्वत्सदृशः मनुष्यः प्राप्यते।|A person like you is rarely found.|तुम्हारे जैसा मनुष्य कहीं-कहीं ही प्राप्त होता है।
परिवर्तनशालिनीयं प्रकृतिः।|This nature is ever-changing.|यह प्रकृति परिवर्तनशील है।
द्वित्रक्षणानन्तरम् निर्गमामः।|We will leave in few moments.|हम दो तीन क्षणों में निकलेंगे।
एकदा हृदयाघातः अनुभूतः मया।|Once, A heart attack was experienced by me.|एक बार मेरे द्वारा हृदयाघात का अनुभव किया गया। 
सत्यं प्रोच्य भारहीनः भवामि।|Having spoken the truth, I am feeling relieved.|सत्य बोल कर मैं भारहीन अनुभव कर रहा हूँ।
अन्यायाः भक्तायाः नाम किम्।|What is other devotee's(lady's) name?|दूसरी भक्ता का नाम क्या है। 
मयूरः नृत्यति।|The peacock dances.|मोर नृत्य करता है।  
ग्रामेऽस्मिन् जनाः प्रथमवारमुष्ट्रं पश्यन्ति।|The people in this village are seeing a camel for the first time.|इस गाँव में लोग पहली बार ऊँट देख रहे हैं।  
दुग्धं विक्रीय अर्जन्ति ते।|They earn by selling milk.|वे दूध बेचकर कमाते हैं।  
अन्यदेशात् बीजमिदमानीतम्।|This seed was brought from another country.|यह बीज दूसरे देश से लाया गया था।  
अस्याः शालायाः प्राचार्यः कः।|Who is the principal of this school?|इस विद्यालय के प्राचार्य कौन हैं। 
तव पितरं विवक्षामि।|I want to speak to your father.|मैं तुम्हारे पिता से बात करना चाहता हूँ।  
मरणं मम निश्चितमत्र।|My death is certain here.|यहाँ मेरी मृत्यु निश्चित है।  
शौचालये स्वच्छता आवश्यकी।|Cleanliness is necessary in the toilet.|शौचालय में स्वच्छता आवश्यक है।  
तमतिसारः बाधते।|He is suffering from diarrhea.|वह अतिसार से ग्रस्त है।
सव्यं पक्षम् अपालयन्|Defended the left flank|
आमिदं तात्पर्यं गृह्यताम्।|This meaning should be understood.|यह अर्थ समझा जाना चाहिए।
जनाः लघुषु विषयेषु एव मुह्यन्ति।|People get confused over trivial matters.|लोग तुच्छ विषयों पर ही भ्रमित हो जाते हैं।
श्रूयतां विषयः सर्वः।|Let the entire matter be heard.|पूरा विषय सुना जाए।
आमेषः भवनभागः निरीक्षितः।|This part of the house has been inspected.|घर के इस भाग का निरीक्षण किया गया है।
