Sanskrit|English|Hindi
तापेषु विरहः अतिरिच्यते।|Among torments, separation exceeds.|तापों में विरह सबसे बढ़कर है।
कः कृष्णे स्थिते मां स्पृशेत्।|Who could touch me on Krishna being present?|कृष्ण के रहने पर मुझको कौन छूए।
एष वानरः मम मित्रं भविष्यति।|This monkey will become my friend.|यह वानर मेरा मित्र बनेगा।
न तव अपि अर्हता त्वया सह संवादाय।|There is no need even of yours for a conversation with you.|तुम्हारे साथ संवाद के लिए तुम्हारी भी आवश्यकता नहीं है।
स्त्री असि चेत् स्त्रीवद् व्यवहर।|If you are a woman, behave like a woman.|यदि तुम स्त्री हो, तो स्त्री की भाँति व्यवहार करो।
तारकासुरः कः आसीत् पितामहि।|Who was Tarakasura, O grandmother?|तारकासुर कौन था दादी।
ते सर्व्वे शीघ्रम् अत्र सम्प्राप्स्यन्ति।|All of them will arrive here soon.|वे सभी शीघ्र यहाँ पहुँचेंगे।
स तु चार्व्वाकमतानुयायी।|He, however, is a follower of the Charvaka doctrine.|वह तो चार्वाक मत का अनुयायी है।
किमर्थं व्याकुल इव व्यवहरसि।|Why do you behave as if agitated?|तुम व्याकुल की भांति व्यवहार क्यों करते हो।
वृद्धा प्रतिरात्रं रामनाम रटति।|The old woman chants the name of Rama every night.|वृद्धा हर रात राम-नाम रटती है।
ब्राह्मणपुत्रस्य अस्य जिह्वायां सरस्वती प्रतिष्ठिता।|Saraswati is established on the tongue of this Brahmin's son.|इस ब्राह्मण के बेटे की जिह्वा पर सरस्वती विराजमान हैं।
त्वं खलु मम मातुलस्य‌ मित्रम्।|Indeed, you are the friend of my maternal uncle.|निश्चय ही तुम मेरे मामा के मित्र हो।
संसारस्य सीमानं कुत्र अन्विच्छेयम्।|Where should I search for the boundary of the world?|मैं संसार की सीमा कहाँ ढूँढूँ।
तव प्रेम्णि पागलोऽहं प्रिये।|In your love, O beloved, I am mad.|तुम्हारे प्रेम में मैं पागल हूँ प्रिये।
गतां तां कः प्रतीच्छेत्।|Who would desire the return of that gone female?|गई हुई उसकी वापस इच्छा कौन करे।
भीषणं भद्रं रूपस्ते नृसिंहस्य।|Narasimha's form of yours is terrible yet auspicious.|नृसिंह का आपका रूप भीषण और कल्याणकारी है।
नृत्यं न जानामीति सत्यम्।|It is true that I do not know dancing.|यह सत्य है कि मैं नृत्य नहीं जानता।
किं मां विचिन्त्य पुष्पम् आनीतम्।|Was the flower brought thinking of me?|क्या मुझे सोचकर फूल लाया गया।
अद्य तव वचनस्य सार्थकता अवबोधिता।|Today the meaningfulness of your statement was understood.|आज तुम्हारे वचन की सार्थकता समझ में आई।
गीताप्रेससंस्थाऽपि अनुत्तमं कार्यं करोति।|The Gita Press institution also does excellent work.|गीता प्रेस संस्था भी बहुत अच्छा कार्य करती है।
कथं भवान् ब्रह्मयोनेः पतितः।|How have you fallen from the Brahmin lineage?|आप ब्रह्म-योनि से कैसे गिर गए।
जन्म इदं मे मातृयौवनकुठाराघातम् एव।|This birth of mine is only an axe-blow to the mother's youth.|मेरा यह जन्म बस माँ के यौवन पर कुठार का आघात है।
नात्र किञ्चित् श्रोतव्यं मन्ये।|I do not think anything is to be heard here.|मैं नहीं समझता यहाँ कुछ सुनने योग्य है।
कथं शूद्रान् इव निवससि पुत्र।|How do you live like the Shudras, O son?|हे बेटे, तुम शूद्रों की भाँति कैसे रहते हो।
तव पितरं चिन्तयित्वा त्वां क्षमे।|Thinking of your father, I tolerate you.|तुम्हारे पिता का विचार करके मैं तुम्हें सहन करता हूँ।
नैतेषाम् इव भवितुमिच्छामि।|I do not wish to become like these.|मैं इन लोगों के जैसा नहीं बनना चाहता।
गुरुभिः अपरिचितैः वैव शालीनाऽहम्।|I am modest (fem.) only with the teachers or strangers.|गुरुजनों या अपरिचितों के साथ ही शालीन (स्त्री॰) हूँ।
धारणे अतिसुखदमिदं वस्त्रम्।|This garment is extremely comfortable in wearing.|पहनने में यह कपड़ा अति सुखद है।
त्वया पक्तं कथं न भक्षयाणि।|How should I not eat what is cooked by you?|तुम्हारे द्वारा पकाया हुआ मैं कैसे न खाऊँ।
इतः अपसार्यताम् एषः।|Let this person be removed from here.|इसे यहाँ से हटाया जाए।
अस्य ग्राम्यस्य एव प्रशंसको लोकः।|The world is the praiser of this rural person indeed.| लोक इस ग्रामीण का ही प्रशंसक है।
महानगराणां कन्यां सुपरीक्ष्य वरेत्।|One should choose a girl of the metropolitan cities after due examination.|महानगरों की कन्या को भली-भाँति परखकर ही वरन करना चाहिए।
पतिः मे सैन्यः अस्ति।|My husband is a soldier.|मेरा पति सैनिक है।
तेजस्वी अधुना किं करोति।|What is Tejasvi doing now?|तेजस्वी अब क्या करता है।
कृपया तव वाहनम् इतः अपनय।|Please take away your vehicle from here.|कृपया अपना वाहन यहाँ से हटा लो।
प्रतिदिनं किं विक्रीणाति।|What does he sell every day?|वह प्रतिदिन क्या बेचता है।
त्वं स्वार्थिषु प्रथमः असि।|You are the first among the selfish.|तुम स्वार्थियों में प्रथम हो।
सर्व्वे पण्डिताः कुत्र व्यपगताः।|Where have all the scholars gone away?|सभी पंडित कहाँ चले गए।
मम चित्तं सर्वथा व्याकुलं भवति।|My mind is becoming completely agitated.|मेरा चित्त सर्वथा व्याकुल हो रहा है।
मातुः चरणयोः मम स्थानं भवतु।|Let my place be at the feet of the mother.|माता के चरणों में मेरा स्थान हो।
तवोच्छिष्टं भुक्त्वा अवदिष्यन्ती जीविष्ये।|Eating your leftover food, being silent, I shall live.|तुम्हारा जूठन खाकर बिना बोले जी लूँगी।
श्यामं वरं परिणयेयं तद् अमृतम्।|I should marry the dark bridegroom, that would be eternal.|मुझे साँवरे वर को ब्याहना चाहिए, वह शाश्वत होगा।
माला विद्यालयं गत्वाऽपि न पठति।|Even having gone to the school, Mala does not read.|माला विद्यालय जाकर भी नहीं पढ़ती।
त्वां प्रणम्य सुखम् अनुभवामि।|Having bowed to you, I experience happiness.|तुम्हें प्रणाम करके मैं सुख अनुभव करता हूँ।
नायं ते धर्म्म आर्य्ये।|This is not your dharma, O lady.|यह तुम्हारा धर्म नहीं है आर्ये।
एषः अपि न असाधुः।|This one also is not wrong.|यह भी बुरा नहीं है।
कपोती कपोतं किमवादीत्।|What did the female pigeon say to the male pigeon?|कबूतरी ने कबूतर से क्या कहा।
सोमवासरे ते धनं प्रतिदास्यामि।|On Monday, I will give the money back to you.|सोमवार को मैं तुम्हें धन लौटा दूँगी।
किं शूद्रस्य विदुरस्य वचनेन मम।|What use do I have with the word of the Shudra Vidura?|शूद्र विदुर के वचन से मेरा क्या।
वरदानस्य मानम् अहं रक्षामि।|I protect the honor of the boon.|मैं वरदान का मान रखता हूँ।
छविः तस्मिन् युवके स्निह्यति।|Chhavi feels affection over that young man.|छवि उस युवक पर स्नेह रखती है।
अधुना यत्त्वं वदिष्यसि तदेव करिष्ये।|Now whatever you will say, that only will I do.|अब जो तुम बोलोगी, वही मैं करूँगा।
नन्दनन्दनस्य कृष्णस्य गृहं कुत्र गोपिके।|O Gopika, where is the house of Nanda's son Krishna?|हे गोपिका, नंद के पुत्र कृष्ण का घर कहाँ है।
देहं मर्त्यं मृतम् एव जानीहि।|Know the mortal body to be dead.|नश्वर देह को मृत ही जानो।
तव भार्य्या कुत्रास्ति इति वद।|Answer this — where is your wife?|यह बताओ, तुम्हारी पत्नी कहाँ है।
ज्वलन्तं हृदयं शीतलवचनैः उपशाम्य।|Pacify the burning heart with cool words.|जलते हृदय को ठंडी बातों से शांत करो।
त्रिविष्टपं प्राप्य ते मोदन्ते।|Having attained heaven, they rejoice.|स्वर्ग को पाकर वे आनंद करते हैं।
ताम् ऊढ्वा पापम् एव आश्रयिष्ये।|Having married her, I would have resorted only to sin.|उसको ब्याह कर मैंने पाप का ही आश्रय लिया होता।
कथं स्वपतिं वशे करवाणि कृष्णे।|O Krishna (Draupadi), how may I bring my husband under control?|हे कृष्णा, मैं अपने पति को वश में कैसे करूँ।
मोहो मा गम्यतां तात।|O Sir! do not fall into delusion.|हे तात, मोह में मत पड़ो।
यद्यपि सत्यं परन्तु न श्रुतिप्रियं तत्।|Although true, yet it is not pleasant to hear.|यद्यपि सत्य है, परंतु सुनने में प्रिय नहीं है।
वयं पुरुषेभ्यः कथमपि न ऊनाः।|We are in no way inferior to men.|हम पुरुषों से किसी भी प्रकार छोटें नहीं हैं।
माता सुवाहनाधिरूढा प्रस्थिता।|The mother, mounted on a good vehicle, departed.|माँ अच्छे वाहन पर चढ़कर प्रस्थान कर गईं।
होलिकायाः निष्पादनं कुत्र करिष्यसे।|Where will you celebrate the Holi?|तुम होली कहाँ मनाओगे।
राजकुलेभ्यो युद्धाधिकारः अपि व्यपहृतः।|Even the right to war was taken away from the royal families.|राजकुलों से युद्ध का अधिकार भी छीन लिया गया।
मद्यपः प्रतिदिनं अपभषन् याति।|The drunkard goes daily, speaking abusively.|बेवड़ा प्रतिदिन अपशब्द बोलता हुआ जाता है।
वयं तव पुराणाः प्रेमिणः प्रिये।|We (I) are your old lovers, dear!|हम तुम्हारे पुराने प्रेमी हैं प्रिये।
मुकेशस्य रक्षापुरुषा अपि अनल्पाः।|Mukesh's security guards are also not few.|मुकेश के रक्षक पुरुष भी कम नहीं हैं।
न स्वपत्युः गूह्यं परिरक्षितुम् अर्हसि आर्य्ये।|O lady! you should not keep a secret from your husband.|आर्ये! तुम्हें अपने पति से रहस्य छिपाने नहीं चाहिए।
नेत्रमुखविकारैः अन्तर्गतं मनः लक्ष्यते।|The inner mind is indicated by changes in the eyes and face.|आँख और मुख के बदलावों से भीतर का मन जाना जाता है।
विद्वान् राजानं संश्रित्य जयति।|The learned man shines by taking refuge in the king.|विद्वान् राजा का आश्रय लेकर बड़ा होता है।
त्वाम् एव स्वकां साचिव्यपदवीं समासादयिष्यामि।|I will make you alone obtain my own secretariat.|मैं तुम्हें ही अपना सचिव पद दिलवाऊँगा।
चित्तं मे त्वाम् एव परिभ्रमति।|My mind wanders around you alone.|मेरा चित्त केवल तुम्हारे चारों ओर घूमता है।
पिता नैव मे नैव माता न जन्म।|Neither indeed is there a father for me, nor indeed a mother, nor birth.|न तो मेरे पिता ही हैं, न ही माता, न जन्म।
शुद्धं वद यतो नाहं प्रतिबोधामि।|Speak clearly because I do not understand.|स्पष्ट बोलो क्योंकि मैं समझ नहीं रहा हूँ।
कैषा माम् अवेक्षते।|Who is this (feminine) looking at me?|यह कौन मुझे देख रही है।
अवश्यं तव गृहे एव मम भगिनी अस्ति।|Certainly, my sister is in your house alone.|निश्चय ही मेरी बहन तुम्हारे घर में ही है।
एषा कन्या अपि न पवित्रा।|This girl is also not pure.|यह कन्या भी पवित्र नहीं है।
कस्य तुण्डं वक्रम् अम्ब।|Whose snout is crooked, O mother?|किसका सुंड टेढ़ा है माँ।
शृणु दुर्गास्तवनं पार्थ।|Listen to the Durga-stavana, O Partha.|दुर्गा के स्तवन को सुनो हे पार्थ।
शान्तक्षेत्त्रे गन्तुम् अर्हामि।|I should go to a peaceful place.|मुझे शांत क्षेत्र में जाना चाहिए।
मम माता त्वाम् आह्वयति प्रिय।|My mother is calling you, dear!|मेरी माता तुम्हें बुलाती है, प्रिय।
अहं वाल्मीकेः मुनेः उपाख्यानं शृणोमि।|I listen to the story of the sage Valmiki.|मैं वाल्मीकि मुनि का उपाख्यान सुनता हूँ।
सा कन्या उदारधीः आसीत्।|That girl was generous-minded.|वह कन्या उदार बुद्धि वाली थी।
मूकोऽसि किं रे मूढ।|Are you mute, O fool?|क्या तुम गूँगे हो रे मूर्ख।
अम्बा न्याय्यार्थं पुनः पुनः भीष्मसाल्वौ उपजगाम।|Amba approached Bhishma and Salva again and again for the sake of justice.|अम्बा न्याय के लिए बार-बार भीष्म और साल्व के पास गई।
सत्यं ब्रवीति त्वयि अपि न विश्वसेल्लोकः।|Even on your speaking the truth, the world would not believe.|तुम्हारे सत्य बोलने पर भी लोग विश्वास नहीं करेंगें।
न कूपे अवक्षेपणीया नारायणी।|The Narayani should not be thrown into the well.|नारायणी कुएँ में नहीं फेंकनी चाहिए।
राजनीतिकर्म्मणि धनाभावो नास्ति।|In political job, there is no lack of money.|राजनीति के कार्य में धन का अभाव नहीं है।
अत्र तु तत् सूत्रं न प्रवर्तते।|Here, however, that rule does not apply.|यहाँ तो वह सूत्र नहीं लगता।
केचन जनाः पादताडनैः एव विनीता भवन्ति।|Some people become humble only by kicks.|कुछ लोग लातों से ही विनयी होते हैं।
भोः लक्ष्मणपुर्यां ते को वसति।|Hey, who of yours lives in Lucknow.|अजी लक्ष्मणपुरी में तुम्हारा कौन रहता है।
