Sanskrit|English|Hindi
भुजङ्गासनं कुर्वन्नस्मि।|I am doing the bhugangasana.|मैं भुजङ्गासन कर रहा हूँ।
तस्य अनुजः दिवं जगाम।|His younger brother went to heavenly abode.|उसका छोटा भाई दिवंगत हो गया।
महदाश्चर्यकरी घटना अभूदद्य।|A surprising event occurred today.|आज एक बहुत आश्चर्यकरी घटना हुई।
साम्प्रतम् अधिकरणं गत्वा व्यवहारं लेखयामि।|Now I go to court and get a report written.|अब कचहरी जाकर रपट लिखवाता हूँ।
वाताली|a strong gust of wind.|हवा के तेज झोंका
कर्पटं गालयति|strains the cloth|कपडे को गारता है
संज्ञां लब्ध्वा उत्तिष्ठति|gets up after gaining consciousness|होश पाकर उठता है
अधिकरणिकः|Judge|
अधिकरणम्|Court|
अधिकरणभोजकः|Officer of the court|
अधिकरणम्|Court|
अधिकरणभोजकः|Officer of the court|
चत्वरम्|crossroads|चौराहा/चबूतरा|
अत्र विचारणा न अस्ति।|This is without doubt.|इसमें कोइ सन्देह नहीं।
अ ह ह। अस्य भवनस्य परा श्रीः।|Oho, this building has a different lustre.|अहह। इस भवन की अलग ही शोभा है।
मां तुच्छयति|demeans me|मुझे हीन करता है
मां सुखयति|pleases me|मुझे सुख देता है
आच्छिनत्ति|tear away from|खींच लेना
कस्मिन् मार्गे वर्तमाना नारी कामिनीभ्यो भर्तारम् आच्छेत्स्यसि।|By what path could a lady tear away her husband from the other woman who desire him.|किस मार्ग में वर्तमान नारी प्रेमिकाओं से पति को खींच लायेगी।
विष्टिकर्ता|bonded labour = बेगार
विमुक्तराजतनयः|One who has left his kingdom to his son|जिसने अपना राज्य अपने बेटे को छोड़ दिया है
प्रोञ्झिताशेषबान्धवः |One who has left all his relatives|जिसने अपने सभी रिश्तेदारों को छोड़ दिया है
अभिषेकार्थं नदीं जगाम |went to the river to bathe|नहाने के लिए नदी गया
अवलम्बस्व दारकम्|catch the kid|बच्चे को पकडो
क्रकचेन दारुः पाट्यताम्|cut wood with a saw |आरी से लकडी काटी जाय
पश्चाद्बाहुबद्धः|one whose hands are tied from behind|जिसका हांथ पीछे कर के बांधा हुआ है
मां न प्रत्यभिजानासि?|don't you recognise me?|मुझे नहीं पहचानते हो?
अकारणबन्धुः|one who helps selflessly|निःस्वार्थ भाव से सहायता करने वाला
जातिमहत्तरः|chief  of the tribe|जाति का मुखिया
वस्त्रान्तनिरुद्धवक्त्रा|hiding the face with the pallu|आंचल से मुँह छुपाये हुये
लोप्त्रम्|the looted money|लूट का माल
वातायनेन विनिःसृतास्यः जनः |Man with his face out of the window| खिडकी से मुँह निकाला हुआ मनुष्य
अनभ्रे पतति वज्रम्|there is lightning without clouds|बिना बादल के बिजली गिर रही है
मन्दस्नेहो दीपः स्तोकं स्तोकं क्षयं याति।|A lamp with low oil goes out slowly.|कम तेल का दीपक धीरे धीरे बुझता है।
अपश्चिमम्|final|जिसके बाद कुछ नहीं , अन्तिम
स्थाने खलु|he is alright isn't he?|ठीक ही तो है
कृतहस्तता|dexterousness|हाँथ की सफाई
किमर्थं भूतार्थो न निवेद्यते |Why don't you tell the truth?|क्यों सच्ची बात नहीं बताते
टङ्कारध्वनिः आयाति वाद्यात्।|Twang emanates from the musical instrument.|  वाद्य से टंकार की ध्वनि आती है।
तेन आवां यष्टिकाभ्यां ताड्यावहे।|We (two) were beaten with (two) sticks by him.|उसके द्वारा हम(दो) दो डण्डियों से मारे गए।
साधुः प्रयासः कृतः बालेन।|Proper effort has been made by the boy.|बच्चे ने अच्छा प्रयास किया है।
ऊष्णवायुः सर्वत्र प्रवहति।|Hot wind blows everywhere.|ऊष्ण हवा सभी जगह चल रही है।
ते देवाः भावयन्तु वः।|Let those devas/deities bless you.|उन देवताओं की कृपा हो आप पर।
सम्यक् श्रुत्वा लिखतु विद्यार्थी।|The student should write after listening well.|विद्यार्थी को सही से सुनकर लिखना चाहिए।
सूत्रे पुष्पाणि ग्रथितानि सन्ति।|Flowers are strung on the thread.|सूत्र में फूल गूंथे गए हैं।
मम भार्यां रक्षतु भैरवी।|Bhairavi, please protect my wife.|भैरवी मेरी पत्नी की रक्षा करना।
तेषां परिणामः आगतः किल।|Their result came possibly.|उनका परिणाम आ गया है लगता है।
हस्तरेखादर्शनं केन कारितं भवता।|Your palm-reading was done by whom?|हस्तरेखा किसने द्वारा देखी गई।
तर्पणार्थम् अस्ति इदं संस्कारितं जलम्।|This purified water is for tarpan.|तर्पण के लिए यह संस्कारित जल उपयुक्त है।
सुखं दुःखं कल्पनामात्रमेवास्ति अस्माकम्।|Happiness and sorrow are merely our perceptions.|सुख और दुःख केवल हमारी कल्पना मात्र हैं।
अहो कर्णप्रियमिदं सङ्गीतम्।|Oh, this music is delightful to the ears.|आह यह संगीत कर्णप्रिय है।
शिवरञ्जनीरागे निबद्धमिदं गीतम्।|This song is composed in the Raag Shivaranjani.|यह गीत राग शिवरञ्जनी में रचा गया है।
जननी जन्मभूमिश्च स्वर्गादपि गरीयसी।|Mother and motherland are greater than heaven.|माँ और मातृभूमि स्वर्ग से भी महान् हैं।
अश्वत्थः अहर्निशम् प्राणवायुं ददाति।|The peepal tree provides oxygen day and night.|पीपल का पेड़ रात और दिन प्राणवायु प्रदान करता है।
रोहिणी प्रियतमा पत्नी चन्द्रस्य।|Rohini is the beloved wife of the moon.|रोहिणी चन्द्र की प्रिय पत्नी है।
शनिदेवस्य वाहनः काकः अस्ति।|Crow is the vaahana of Lord Saturn.|कौवा भगवान शनि का वाहन है।
वृक्षकारणेन अत्र तापमानमधिकं नास्ति।|Because of trees, the temperature here is not high.|यहाँ पेड़ों के कारण तापमान अधिक नहीं  है।
नैतिकचरित्रस्य वर्धनमेव शिक्षा।|Education is nothing but enhancement of moral character.|शिक्षा नैतिक चरित्र का विकास है।
तं कण्डूयनं बाधते।|Itching troubles him.|उसे खुजली सताती है।
सः शिरसः वेदनया त्रस्तः।|He is terrified by the pain in his head.|वह सिर की वेदना से त्रस्त है।
सपत्नीकः रामः वनं गच्छति।|Raama, along with his wife, goes to the forest.|राम अपनी पत्नी के साथ वन जा रहा है।।
तस्य अहङ्कारः एव पराजयकारणम्।|His pride alone is the cause of his defeat.|उसका अहंकार ही उसकी पराजय का कारण है।
कथं दूरवाणी रक्षणीया चोरेभ्यः।|How can mobile be safeguarded from the thieves?|दूरवाणी को चोरों से कैसे रक्षित किया जा सकता है।
कार्यकर्तॄणां नामसूचिं कदा दद्यात् सः।|When will he possibly give the list of the workers' names?|वह श्रमिकों की सूची कब देगा।
चित्तरञ्जकमस्ति भवत्याः गीतम्।|Your song is delightful.|तुम्हारा गीत बहुत ही मनोहारी है।
प्रातःकाले शीघ्रम् उत्थितः अहम्।|I woke up early in the morning.|मैं सुबह शीघ्र उठ गया।
कर्गदे वाक्यानि अलिखम्।|I wrote sentences on the paper.|मैनें कागज पर वाक्य लिखे।
कति देशाः समाहूताः उपवेशने।|How many countries are invited to the conference?|सम्मेलन में कितने देशों को आमंत्रित किया गया है।
तव महिमानं न अहं जाने।|I do not know your greatness.|मुझे आपकी महिमा का पता नहीं है।
नमस्तस्यै नमो नमः।|Salutations to her, salutations again and again.|उन्हें (महिला) नमस्कार, बार-बार नमस्कार।
अस्य गीतस्य लिपिं जानीथ।|Know the script of this song.|इस गीत की लिपि को जानो।
भवतु नाम तव जनकः आरक्षकाधिकारी।|Your father may be a security officer, so what?|हों भले हि आपके पिताजी आरक्षक अधिकारी।
भवत्याः परिश्रमम् अनुकर्तुं न सरलम्।|It is not easy to emulate your effort.|आपके परिश्रम का अनुकरण करना सरल नहीं है।
कैलाशवर्यस्य भाषणमासीदद्य।|Today was the speech of Mr. Kailash.|आज कैलाश का भाषण था।
अभवन् किं नाटकानि ते।|Are your dramas over?|तुम्हारे नाटक हो गए क्या।
मुखावरणम् अधृत्वैव अगमत् सः।|He went without even wearing the mask.|वह मुखावरण लगाए बिना ही चला गया।
श्मश्रु शोभते तस्य।|His beard looks good.|उसकी श्मश्रु अच्छी दिखती है।
विश्वरूपदर्शनं कर्तुमिच्छामि प्रभो।|Hey, Prabhu, I desire to see your vishwaroopa.|हे प्रभो मैं आपके विश्वरूप का दर्शन करना चाहता हूँ।
मम गुरवः अत्रैव विराजन्ते।|My teachers are present right here.|मेरे शिक्षक यहीं उपस्थित हैं।
प्रचारः न कृतः तेन।|No publicity was not given by him.|उसके द्वारा कोई प्रचार नहीं किया।
रामनाम विना वाणी न शोभते।|Speech without Raamanaama lacks grace/beauty.|रामनाम के बिना वाणी शोभा नहीं पाती।
द्वे अङ्गुलीयके धृतवान् सः।|He wore two rings.|उसने दो अंगूठियां पहन रखीं हैं।
तस्य नेत्रे प्रकाशेते।|His eyes are shining.|उसकी आंखें प्रकाशित हैं।
विंशतिः व्यजनानि चलन्ति।|Twenty fans are on.|बीस पंखे चल रहे हैं।
सरस्वत्याः विग्रहः स्थापितः विद्यालये।|An idol of Saraswati is set up in the school.|विद्यालय में सरस्वती की मूर्ति स्थापित की गई है।
परधने नास्ति मे अधिकारः।|I have no right over others' wealth.|मेरे पास दूसरों की संपत्ति पर कोई अधिकार नहीं है।
नवपुष्पनिर्मिता माला इयम्।|This garland is made of fresh flowers.|यह माला नए फूलों से बनाई गई है।
केशविन्यासं करोति सः।|He does hairstyling.|वह बालों का विन्यास करता है।
अन्वयं कुरु अस्य श्लोकस्य।|Please do anvaya of this verse.|इस श्लोक का अन्वय करो।
भवत्याः जनकोऽपि मे आपणात् क्रीणाति।|Your father also buys from my shop.|आपके पिताजी भी मेरी दुकान से वस्तु क्रय करते हैं।
बालः स्ववस्त्रस्य सीवनम् अकार्षीत्।|The child sewed his clothes himself.|बच्चे ने आज अपने कपड़ों की सिलाई स्वयं की।
कंसे निपातयतु सूपम् वितरकः।|Let the server pour the soup into the bowl.|वितरक सूप को कटोरी में डाले।
भवान् एवमाचरेत् इति आश्चर्यम्।|It's surprising that you behave like this.|यह आश्चर्य है कि आप ऐसा व्यवहार करते हैं।
तस्य एकः पादः कृत्रिमः अस्ति।|His one leg is artificial.|उसका एक पैर कृत्रिम है।
रामम् अनुकरोति लक्ष्मणः।|Lakshmana imitates Raama.|लक्ष्मण राम का अनुकरण करता है।
चलनसमये तस्य उदरं कम्पते।|His stomach trembles while walking.|उसका पेट चलते समय हिलता है।
कुतः ओष्ठरागं लिम्पन्ति महिलाः।|Why do women apply lipstick?|महिलाएँ ओष्ठराग क्यों लगातीं हैं।
अद्यतनीयं समाचारपत्रं कुत्रास्ति।|Where is today's newspaper?|आज का समाचार पत्र कहाँ है।
सकलभुवनजनहिताय एव अहमत्रास्मि।|I am here only for the welfare of all beings.|मैं यहाँ सभी जीवों के हित के लिए हूँ।
सः महान् तुन्दिलः अस्ति।|He is one with a paunch.|वह बड़ी तोंद वाला है।
अस्मिन् क्षेत्रे कस्य बीजानि उप्तानि।|Whose seeds have been sown in this field?|इस क्षेत्र में किसके बीज बोए गए हैं।
मशकः ऊर्णनाभजाले बन्धितः कदाचित्।|Mosquito was trapped in the spider's web at sometime.|कदाचित् मच्छर मकड़ी के जाल में फंस गया।
म्लेच्छानां सशस्त्रविरोधाय सिद्धो भव।|Be prepared to fight against the barbarians with weapons.| शस्त्रों के साथ म्लेच्छों से लड़ने के लिए सिद्ध रहो।
मम तु सन्ति कानिचन मित्राणि अत्र।|I, however, have some friends here.|मेरे यहाँ कुछ मित्र हैं।
ध्वनिवर्धकस्य साहाय्येन भाषन्ते नेतारः।|Leaders speak with the help of microphone.|नेता ध्वनिवर्धक की सहायता से भाषण देते हैं।
वेङ्कटेशोऽस्ति तस्य महोदयस्य नाम।|That Gentleman's name is Venkatesha.|उन महोदय का नाम वेङ्टेश है।
अनुभवः सर्वोत्तमः शिक्षकः भवति।|Experience is the best teacher.|अनुभव सबसे अच्छा शिक्षक होता है।
तपः आवश्यकं सिध्यर्थम्।|Austerity is necessary for achievement.|सफलता के लिए तप आवश्यक है।
वज्राङ्गी स्यात् सः।|He should be robust.|वह वज्राङ्गी होना चाहिए।
कर्णयोः कुण्डले शोभेते।|Earrings shine in the ears.|कानों में कुंडल चमक रहे हैं।
अस्य छन्दसः नाम किम्।|What is the name of this meter?|इस छंद का नाम क्या है।
अस्मिन् स्तोत्रे फलश्रुतिः नास्ति।|There is no mention of benefits of listening in this hymn.  इस स्तोत्र में फलश्रुति नहीं है।
माहात्म्यश्लोकान् अपि वदिष्यथ यूयम्।|You all will recite the praise verses.|तुम सभी माहात्म्यश्लोकों को भी बोलोगे।
तत्पाठनं मया एकदा श्रुतमस्ति।|I have heard his teaching once.|मैंने उसका पढाना एक बार सुना है।
पुरा अधिकपरिश्रमशालिनः भवन्ति स्म मनुजाः।|People used to be very hardworking in the past.|पहले लोग बहुत परिश्रमी होते थे।
पुनरागमनाय सर्वे देवाः यान्तु।|May all gods depart for return.|सभी देव पुनः आने के लिए प्रस्थान करें।
भारतविषये सर्वं मङ्गलमस्तु।|May everything be auspicious regarding Bharat.|भारत के संबंध में सब मंगल हो।
सज्जनगणचित्तं निर्भयमस्तु।|May the minds of the virtuous be fearless.|सज्जनों के मन निर्भय हों।
समानं चिन्तनं कदाचित् उभयत्र अपि दृश्यते|great minds think alike|
शौर्येण विना जयः न भवति।|There is no victory without courage.|साहस के बिना जीत नहीं होती।
नवमकक्षायाम् आगतः अहम्।|I have reached/come to ninth class.|मैं नौंवीं कक्षा में आया हूँ।|
एकादशः अध्यायः पूर्णः।|The eleventh chapter is complete.|ग्यारहवां अध्याय पूरा हुआ।
पञ्चरुद्राक्षमालाः कण्ठे विद्यन्ते।|There are five Rudraksha beads in the neck.|गले में पांच रुद्राक्ष मालाएं हैं।
सत्कार्याणि न पर्याप्तानि मोक्षाय।|Good deeds are not sufficient for liberation.|मोक्ष के लिए अच्छे कार्य पर्याप्त नहीं होते।
अनुमीयताम् अस्य कूपस्य दैर्घ्यम्।|Estimate the depth of this well.|इस कुए की गहराई का अनुमान लगाओ।
इदं कार्यं महदावश्यकमस्ति।|This task is very essential.|यह कार्य बहुत जरुरी है।
भक्तिं विना मोक्षः न सिध्यति।|Without devotion, liberation is not achieved.|भक्ति के बिना मोक्ष नहीं हो सकता।
कार्यक्रमस्य महत्त्वम् अवगमनीयम्।|Importance of the program must be understood.|कार्यक्रम का महत्त्व समझना चाहिए।
गच्छत्सु साधनेषु इदम् अन्ते गच्छेत्।|Among vehicles which are going, this one will go at the end.|सभी साधनों में यह अंत में जाएगा।
नैकदुर्गविजेतारं शिवराजं नमामि।|I salute King Shivraj, the conqueror of many forts.|मैं उन शिवराज को नमस्कार करता हूँ, जो कई किलों को जीत चुके हैं।
उपलब्धान् शिष्यान् एव आह्वय।|Call only the available disciples.|उपलब्ध शिष्यों को ही बुलाओ।
श्वशुरः गां पयः दोग्धि।|Father-in-law is milking the cow.|ससुर गाय का दूध निकालता है।
सर्वजन्तूनां ध्वनिम् अनुवक्तुं शक्नोति सः।|He can imitate the sound of all the animals.|वह सभी पशुओं की ध्वनि निकाल सकता है।
चतस्रः मयूर्यः डयमानाः केकायन्ते।|Four flying peacocks are squawking.|चार उडते हुए मोर केका रहे हैं।
संघर्षं विना नास्ति सफलता।|There is no success without struggle.|संघर्ष के बिना कोई भी सफलता नहीं होती।
अनुकूलता न सर्वदा तिष्ठति।|Convenience does not remain all the time.|अनुकूलता हमेशा नहीं बनी रहती।
ऊर्जायाः नाशः न भवति।|Destruction of energy does not happen.|ऊर्जा का नाश नहीं होता।
ईषद् रोदिति ईषच्च हसति शिशुः।|The child cries a bit and laughs a bit.|बच्चा थोड़ा रोता है और थोड़ा हंसता है।
श्यालाः कति सन्ति भवतोः।|How many brothers-in-law are there for you two?|तुम दोनों के कितने श्याल हैं।
एकोनविंशतिः बकाः सन्ति समूहे।|There are nineteen storks in the group.|समूह में उन्नीस बगुले हैं।
पर्वतोऽपरि नर्मदेश्वरः इति नामकं मन्दिरम् अस्ति।|On the mountain there is a temple called Narmadaeshwar.|पहाड़ के ऊपर नर्मदेश्वर नामक एक मंदिर है।
लाङ्गूलम् सः अधः अपातयत्।|He put the tail down.|उसने पूंछ नीचे डाल दी।
अन्येषां सेवायां रतः स्यात् मनुष्यः।|A person should indulge in serving others.|व्यक्ति को दूसरों की सेवा में लगना चाहिए।
सर्वाणि दुष्कार्याणि तस्मै तु सरलानि एव।|All difficult tasks are nevertheless simple for him.|उसके लिए सभी कठिन कार्य सरल हैं।
उच्छिष्टभोजनं कुतः भवद्भिः अत्र अस्थाप्यत।|Why did you keep the leftover food here?|तुमने यहाँ झूठा भोजन क्यों रखा है। 
तस्य विशिष्टं वादनं श्रुत्वा प्रसन्नोऽहम्।|Having heard his special instrumental music, I am pleased.|उसके विशेष वादन को सुनकर मैं प्रसन्न हुआ।
पवित्रं मनः एव सन्मार्गं प्रति नयेत्।|Pure mind alone leads towards right path.|शुद्ध मन ही सही मार्ग की ओर प्रेरित करता है।
रामकार्ये सदा निरतः हनुमान्।|Hanuman is always devoted to Raama's work.| हनुमान लगातार राम के कार्य में लगे रहते हैं।
स तु आसन्दे एव अस्वपत्।|He fell asleep on the chair itself.|वह आसन्द पर ही सो गया।
बहुभ्यः स्थानेभ्यः जनाः नेत्रचिकित्सार्थम् आगच्छन्ति।|People come from several places for eye treatment.|लोग कई स्थानों से नेत्र चिकित्सा के लिए आते हैं।
आत्मना सह षट् कर्मकरान् नीतवान् सः।|He took six workers with him.|वह अपने साथ छह कामगारों को ले गया।
मम स्तरानुगुणं भवेयुः प्रश्नाः।|The questions should be as per my level.|प्रश्न मेरे स्तर के अनुसार होने चाहिए।
भगवतः दृष्ट्या सर्वे समानाः।|In the eyes of the Lord, all are equal.|भगवान की दृष्टि में सभी समान हैं।
अद्य प्रातः एव भ्रमणार्थम् उद्यानं प्रति गता सा।|She went to the garden for a walk this morning itself.|वह आज सुबह ही घूमने के लिए बगीचे में चली गई ।
सर्वाणि वस्तूनि सुव्यवस्थितानि भवेयुः तदेव मम सुविधायै।|All things should be well-organized, that is for my convenience only.|सब कुछ सुव्यवस्थित होना चाहिए यही मेरी सुविधा के लिए है।
बहवः बाधाः अनुभूयन्ते।|Many obstacles are being experienced.|कई बाधाओं का अनुभव हो रहा है।
अति सर्वत्र वर्जयेत्।|Excess should be avoided everywhere.|अति सर्वत्र वर्जित करना चाहिए।
रघुवंशे अस्ति एषः संवादः।|This conversation is in the Raghuvamsha.|यह संवाद रघुवंश में है।
भवतीम् अनुसृत्य आगमिष्यामि।|I will follow you and come.|मैं आपका अनुसरण करके आऊँगा।
अतिनिद्रापि हानिकारिका भवति।|Excessive sleep is also harmful.|अति निद्रा भी हानिकारक होती है।
भवता सह कार्यकरणे मया बहु सौख्यम् अनुभूतम्।|Much comfort/happiness was experienced by me by working with you.|आपके साथ कार्य करने में मैंने बहुत सुख का अनुभव किया।
सर्वं स्मृत्वा वदेयम्।|I will speak remembering everything OR I will remember everything and speak.|सब कुछ याद करके कहूँगा।
परीक्षार्थं शुभकामनाः।|Best wishes for the examination.|परीक्षा के लिए शुभकामनाएँ।
अहमपि लघ्वीं सूक्तिं वदामि।|I will also say a short verse.|मैं भी एक लघु सूक्ति कहता हूँ।
सर्षपस्य क्षेत्रमिदम्।|This is a mustard field.|यह सरसों का खेत है।
रज्जुं गृहीत्वा आरोढुं शक्नुयाः त्वम्।|You can climb by holding the rope.| तुम रस्सी पकड़कर चढ़ सकते हो।
कैश्चित् योधृभिः मिलित्वा अभिमन्युः हतः।|Abhimanyu was jointly killed by many warriors.|अभिमन्यु कुछ योद्धाओं द्वारा मिलकर मारा गया था।
कमपि संस्कृतसम्बन्धितं विषयं वदेम।|Let's talk about some topic related to Sanskrit.|किसी संस्कृत से संबंधित विषय पर बात करें।
प्रणामाः हे गुरुवर्य।|Greetings, oh! revered teacher.|प्रणाम हे गुरुवर्य।
काष्ठनिर्मितां पाञ्चालिकाम् आनय।|Bring the wooden doll.|लकड़ी की गुड़िया लाओ।
अहमिति पदेन सह उत्तमपुरुषः भवति।|First-person is formed with the word 'aham'.|'अहम्' शब्द के साथ उत्तम पुरुष होता है।
शिवोपासकाः शिवम् ईप्सन्ति।|Devotees of Shiva desire Shiva.|शिव के उपासक शिव की कामना करते हैं।
गणकः रूप्यकाणि गणयति।|The accountant counts the coins.|लेखाकार सिक्के गिनता है।
गृहपालकः स्वदायित्वं पालयेत्।|The housekeeper should fulfill/discharge his responsibility.|गृहपालक को अपने दायित्व का पालन करना चाहिए।
कति दर्शकाः आगताः इदानीं यावत्।|How many spectators have arrived so far?|अब तक कितने दर्शक आ चुके हैं। 
यावन्तः अतिथयः तावतः चायचषकान् आनय।|Bring as many cups of tea as there are guests.|जितने अतिथि हैं उतने चाय के कप लाओ।
कियत् गभीरं जलमस्ति तडागे।|How deep is the water in the pond?|तालाब में पानी कितना गहरा है। 
मृतसैनिकानां स्मरणार्थम् इदं भवनम्।|This building is in memory of the fallen soldiers.|यह भवन मृत सैनिकों की स्मृति में है।
परिस्थितिम् अजानता मया तथा आचरितम्।|I acted thus without knowing the situation.|स्थिति को न जानकर मैंने ऐसा आचरण किया।
विवक्षा अस्ति मयि अपि विषयेऽस्मिन्।|I also have an intention to speak on this matter.|मेरी भी इस विषय में कुछ कहने की इच्छा है।
एकेन शब्देन द्वौ अर्थौ प्रतिपादितौ।|Two meanings are conveyed through one word.|एक शब्द से दो अर्थ व्यक्त किये हैं।
पक्षपाती न भव।|Do not be biased.|पक्षपाती मत बनो।
संस्कृतरक्षणम् एव धर्मरक्षणम्।|Preservation of Sanskrit is in fact preservation of dharma.|संस्कृत का संरक्षण ही धर्म का संरक्षण है।
अहमेतानि पुस्तकानि दित्सामि।|I want to give these books.|मैं ये पुस्तकें देना चाहता हूँ।
विवेकः पुस्तकपठनेन नायाति।|Discernment does not come from reading books.| विवेक पुस्तक पढ़ने से नहीं आता।
ईशानदिशि वर्तते अस्मद्देशः।|Our country is situated in the northeast direction.|हमारा देश ईशान दिशा में स्थित है।
तदुद्वाहस्य दशवर्षाणि जातानि।|Ten years have passed since his marriage.| उसके विवाह को दस वर्ष हो चुके हैं।
माता देवालयात् प्रत्यागच्छति।|Mother is returning from the temple.|माँ मंदिर से लौट रही है।
त्वयि विश्वस्यैव ददामि गृहकुञ्चिकाम्।|Trusting in you, I am giving you the key of the house.|मैं तुम पर विश्वास करके तुम्हें घर की कुञ्चिका देता हूँ।
दक्षिणे जानुनि व्रणः जातः पतनेन।|A wound occured on the right knee due to a fall.|दाहिने घुटने पर गिरने से व्रण हो गया।
रे मूढ पिपतिषसि किम्।|Hey, fool! do you want to fall?|अरे मूर्ख क्या तुम गिरना चाहते हो। 
३। नारिकेलतैलं दक्षिणभारते अधिकम् उपयुज्यते।|Coconut oil is used more in Southern Bhaarat.|दक्षिण भारत में नारियल तेल अधिक उपयोग में लिया जाता है।
तस्मै पाणिनये नमः।|Salutations to Panini.|पाणिनि को प्रणाम।
कृताञ्जलिः भक्तः देवं नमति।|A devotee with folded hands bows to the deity.|हाथ जोड़कर भक्त देवता को प्रणाम करता है।
मनुष्यः भावपूर्णः भवेत्।|A person should be full of emotions/feelings.|मनुष्य भावपूर्ण होना चाहिए।
अङ्कनीं तीक्ष्णां कृत्वा पुनः लिख।|Sharpen the pencil and write again.|अंकनी को छील करके पुनः लिखो।
भूयो भूयो नमाम्यहं भवतीम्।|Again and again, I bow to you.|मैं बार-बार आपको प्रणाम करता हूँ।
यः त्यागी सः पूज्यते लोके।|The one who is renunciant is revered in the world.|जो त्यागी होता है, उसे दुनिया में पूजा जाता है।
वैराग्यं न भवति सारल्येन।|Detachment does not happen easily.|वैराग्य सरलता से नहीं आता।
त्वमपि तादृशः भवितुं वाञ्छसि इति संशयः।|I doubt if you also want to become like that.|तुम भी वैसा बनना चाहते हो ऐसा मुझे संदेह है।
वीणावादिन्यै सरस्वत्यै नमः।|Salutations to Saraswati, the player of the veena.|वीणा बजाने वाली सरस्वती को नमस्कार।
आरक्षकैः रामभक्तेषु गोलिकाः चालिताः।|The police fired on Rama devotees.|आरक्षकों ने राम भक्तों पर गोलियाँ चलाईं।
श्रीबलरामः नामके विद्यामन्दिरे अस्मि।|I am in the school named Shri Balaram.|मैं श्री बलराम नामक विद्यालय में हूँ।
कतीनां क्रान्तिकारीणां नामानि जानाति भवती।|Names of how many revolutionaries do you know?| तुम्हें कितने क्रांतिकारीयों के नाम पता है। 
भवान् यत् वदति तत् लेखितुमपि शक्नुयान्ननु।|Whatever you are speaking you can write it also, isn’t it?|जो कुछ बोला जाता है, वह लिख भी सकते हो ना।
इदं शरीरं राष्ट्राय इदं न मम।|This body is for nation, not for me.|यह शरीर राष्ट्र के लिए है मेरे लिए नहीं।
राममन्दिरं भारतस्य पुनरुत्थानस्य सङ्केतमस्ति।|The temple of Ram is a symbol of Bharat’s resurgence.|राम मंदिर भारत के पुनरुत्थान का प्रतीक है।
व्यक्तिगतजीवनस्य प्रभावः सामाजिकजीवने भवति एव।|The influence of personal life indeed exists on social life.|व्यक्तिगत जीवन का प्रभाव सामाजिक जीवन पर अवश्य रहता है।
लघुः दर्पणः नास्ति स्नानगृहे।|There is no small mirror in the bathroom.|स्नानघर में छोटा दर्पण नहीं है।
