Sanskrit|English|Hindi
बालवचनानि न व्यथन्ते कमपि।|Children's words do not disturb anyone.|बच्चों की बातें किसी को कष्ट नहीं देतीं।|बाधां विक्रम्य गच्छन्ति पर्वतारोहिणः।|The mountain climbers go ahead, overcoming obstacles.|पर्वतारोही बाधाओं को पार करते हुए आगे बढ़ते हैं।
अनाधृष्यं काममपि पराजयति ब्रह्मचारी।|The celibate conquers even the most insatiable desires.| ब्रह्मचारी सबसे तीव्र इच्छाओं को भी पराजित करता है।
भुषुण्डीमुक्तेन ध्वनिना कर्णे भवति वेदना।|The sound from the gun causes pain in the ears.|भुशुंडी की ध्वनि से कानों में वेदना हो रही है।
ग्लानिः अनुभूयते तं तर्जयित्वा।|After scoulding him, I feel regret.| उसे डांटकर ग्लानि का अनुभव हो रहा है।
धन्विनः तस्य रथः न दृश्यते।|The chariot that archer cannot seen.|उस धनुर्धर का रथ दिखाई नहीं देता।
त्रिविष्टपम् अत्रैव वर्तते भोः।|Heaven is right here, Sir.|स्वर्ग यहीं पर है भाई।
बद्धवैरं हन्तुमिच्छति सः।|He wishes to kill his sworn enemy(archenemy).|वह अपने शत्रु को मारना चाहता है।
रामशासनात् हनूमान् सीतान्वेषणाय याति।|By Rama's command, Hanuman goes in search of Sita.|राम के आदेश से हनुमान सीता की खोज के लिए जाते हैं।
ऊर्ध्वमधश्च वर्धमाना वल्लरी।|The creeper grows both upwards and downwards.|बेल ऊपर और नीचे दोनों दिशाओं में बढ़ती है।
अनुसृतास्रकण्ठः जातः तातः अपत्ये दिवं गते।|Father's throat was choked, when the child passed away.|पुत्र के स्वर्गवास के बाद पिता का गला आंसूयों से भर गया।
वाहनस्य पञ्जीकरणं कृतं किल।|The vehicle registration is done, isn’t it?|वाहन का पंजीकरण हो गया ना। 
त्वां दृष्ट्वा मकरस्य स्मरणं भवति।|Seeing you reminds me of the crocodile.|तुम्हें देखकर मुझे मगरमच्छ की याद आती है।
समासस्य कति भेदाः सन्ति।|How many types of Samasas (Compound scentences) are there?|समास के कितने भेद होते हैं।
सञ्चलनाभ्यासं कुर्वाणाः सन्ति सैनिकाः।|The soldiers are practicing parade.|सैनिक सञ्चलन का अभ्यास कर रहे हैं।
ह्रस्वकर्णः सः व्याघ्रः।|That tiger is short-eared.|वह छोटे कानवाला बाघ हैं।
पिता इव सोऽपि धूम्राक्षः।|He too is smoky-eyed, like his father.|वह भी अपने पिता की तरह धूम्र आंखों वाला है।
कति सन्ति गजसादिनः।|How many elephant riders are there?|कितने गजारोही हैं। 
महायशाः रामः सर्वत्र पूज्यते।|Glorious Rama is worshipped everywhere.|यशस्वी राम सर्वत्र पूजे जाते हैं।
परर्द्धिं दृष्ट्वापि नेर्ष्यति सज्जनः।|Even after seeing progress of others virtuous person does not fell envy(towards them).|सज्जन व्यक्ति अन्य लोगों की वृद्धि को देखकर भी ईर्ष्या नहीं करता।
विकृतेक्षणः जातः सः अपघातेन।|He became defective-eyed due to the accident.| वह दुर्घटना के कारण विकृत आंखों वाला हो गया।
महाजवाः कियता वेगेन धावन्ति।|Sprinters run so fast!|धावक कितनी गति से दौड़ते हैं। 
आसवपः पतति चलनसमये।|The alcoholic trips/falls while walking.|मदिरा पीने वाला चलते समय गिरता है।
समाजजागरां विना संस्कृतिविकासः असाध्यः।|Without societal awakening,
cultural development is impossible.|समाज की जागृति के बिना संस्कृति का विकास असंभव है।
दुर्धर्षा अस्ति इयं सेना।|This army is hard to defeat.|यह सेना कठिनाई से हराई जा सकती है।
समन्ततः गहमावृतम् आरक्षकैः।|The house is surrounded by guards on all sides.|घर सब ओर से रक्षकों द्वारा घिरा हुआ है।
अद्यत्वे न विद्यते इच्छा बहिर्गन्तुम्।|Nowdays, there is no desire to go out.|आजकल बाहर जाने की कोई इच्छा नहीं होती।
तलेन अताडयत्।|He hit with (his) palm.|उसने हथेली से प्रहार किया।
पतनेन सा विह्वलाङ्गी जाता।|Due to fall, she became disoriented.|गिरने से वह असहज हो गई।
विलम्बनाय क्षम्यः अहम्।|I am pardonable for the delay.|विलंब के लिए मैं क्षमाप्रार्थी हूँ।
ज्ञानविनियमः भवतु सदा।|May there be knowledge sharing always.|ज्ञान का सदैव विनिमय हो।
सूर्यः ऊष्णताम् उद्वमति।|The sun emits heat.|सूर्य ऊष्णता प्रक्षिप्त करता है।
अंशुमन्तं न पश्य दिवसे।|Do not see the sun during the day.|दिन के समय सूर्य को मत देखो।
माम् अभियाय शुनकः घ्रायते।|After approaching the dog sniffs me.|कुत्ता पास आकर मुझे सूंघता है।
निशाकरः उदितः किमम्बरे।|Has the moon risen in the sky?|क्या आकाश में चंद्रमा उदित हो गया।
कनकत्सरुयुक्तान् खड्गान् आनयत।|You all bring the swords adorned with golden handles.|तुम लोग स्वर्ण मूठ वाली खड्गों को लाओ।
सस्मिताः बालाः ऊर्जापूर्णाः दृश्यन्ते।|The smiling children look energetic.|स्मयमान बच्चे ऊर्जावान दिखते हैं।
शस्त्रसहिताः योद्धारः युद्ध्यन्ते।|Warriors with weapons are fighting.|शस्त्रयुक्त योद्धा युद्ध कर रहे हैं।
अम्बरे विमले विहगाः डयन्ते।|Birds are flying in the clear sky.|पक्षी स्वच्छ आकाश में उड़ रहे हैं।
तितीर्षति कः एतं सरोवरम्।|Who wants to cross this lake?|इस सरोवर को पार करना चाहता है। 
वरुणालयं नमस्कृत्यैव प्रविश तस्मिन्।|Only after bowing to the ocean (abode of Varuna), you should enter.|सागर को प्रणाम करके ही उसमें प्रवेश करो।
दुष्प्रापं लक्ष्यम् ईप्सन्ति क्रीडालवः।|The players desire  to achieve a difficult target.|खिलाड़ी कठिन लक्ष्य को साधने की इच्छा रखते हैं।
रमणैः व्यञ्जनैः स्थालिका शोभते।|The plate with delicious food items looks good.|रम्य भोज्य पदार्थों से वह थाली सुंदर लगती है।
गतसप्ताहे आतङ्कवादिनः अत्र तस्थुः।|The terrorists were present here last week.|पिछले सप्ताह आतंकवादी यहाँ उपस्थित थे।
लेह्यपदार्थान् नेच्छामः।|We do not like lickable items.|हमें लेह्य पदार्थ नहीं चाहिए।
कन्दरस्थस्य सिंहस्य गर्जनं उच्चैः श्रूयते।|The roar of the lion, that lives in the cave, is heard loudly.|गुफा में स्थित सिंह की गर्जना ऊची सुनाई देती है।
ककुति व्रणः अस्ति अस्य वृषभस्य।|On the hump of the bull there is a wound.|इस बैल के कूबड़ पर व्रण है।|र्ध्वग्रीवः सर्पः मां दंष्टुमायाति।|The snake with raised hood approaches to bite me.|फन उठाए सर्प मुझे काटने के लिए आ रहा है।
निशीथे न जागृतः स्यात् कश्चन।|At midnight, none might be awake.| मध्यरात्रि में कोई जागृत नहीं होगा।
उन्मत्तः प्रलापान् अधिक्षिपति।|The lunatic utters nonsense.|उन्मत्त व्यक्ति व्यर्थ बातें करता है।
कृष्णेक्षण्याः राधायाः मन्दिरमिदम्।|This is the temple of Radha, who is the Apple of Krishan's eyes.|यह मन्दिर राधा का है जो कृष्ण की आखों की तारा है।
नगरेऽस्मिन् नैकानि हर्म्यानि सन्ति।|In this city, there are many palatial buildings.|इस नगर में कई मूल्यवान् घर हैं।
पीनाः जनाः न धावितुं योग्याः।|plumpy people are not fit to run.|मोटे लोग दौड़ने के योग्य नहीं होते।
गुरुवाक्ये संश्रद्दधानः एव बुद्धिमान् भवति।|Only the one who has shraddhaa in the teachings of the guru becomes wise.|केवल वही व्यक्ति बुद्धिमान बनता है जो गुरु के वचनों पर श्रद्धा रखता है।
सक्तभावः न भवेत् कस्मिंश्चित्।|Attachment should not be there towards anything.|किसी भी वस्तु के प्रति लगाव नहीं होना चाहिए।
मम वाचं कदर्थीकृत्य|having mocked what I said|मेरी बात की अवहेलना करके
त्वं मम षोडशीं कलाम् अपि न अर्हसि।|You do not deserve my 16th art.|तुम मेरी सोलहवीं कला के समान भी नहीं हो।
त्वम् अत्यन्तसुखसंवृद्धः|You grew up in happiness|तुम सुख में बड़े हुए हो
द्रोणस्य मिषतो व्यूहं भित्त्वा प्राविशदार्जुनिः।|With Drona watching Abhimanyu penetrated the formation.|द्रोण के देखते ही देखते व्यूह भेद कर अभिमन्यु घुस गये।
मुखभावः ते न वाणीम् अन्वेति।|Your facial expressions do not match your words.|तुम्हारे मुख के भाव तुम्हारी वाणी के अनुरूप नहीं हैं।  
गीतस्य ध्रुवपदं सहैव ब्रुवन्तु सर्वे।|Let everyone recite the refrain of the song together.|सभी मिलकर गीत का ध्रुवपद बोलें।  
समानमस्तु वो मनः।|May your minds be alike.|तुम्हारे मन समान हों।  
केन कारणेन मह्यम् ईर्ष्यति।|For what reason does (s)he envy me?|वह किस कारण मुझसे ईर्ष्या करता करती है।  
मत्पिता महान् परिश्रमशाली अस्ति।|My father is a great hard-worker.|मेरे पिता बहुत परिश्रमी हैं।  
वानप्रस्थाश्रमे प्रविष्टः सः।|He has entered Vaanaprasthaashrama(retirement to the forest).|वह वानप्रस्थ आश्रम में प्रवेश कर चुका है।  
पलिताः केशाः केचन मम।|Some of my hairs have turned grey.|मेरे कुछ बाल श्वेत हो गए हैं।  
उपकृतः अहं भवतीभ्याम्।|I am grateful to you both ladies.|मैं आप दोनों (महिलाओं) द्वारा उपकृत हूँ।  
त्वमेव शरणं मम।|You are my only refuge.|तुम ही मेरी एकमात्र शरण हो।  
अर्धमार्गः व्यतितः।|Half the journey is over.|आधी यात्रा समाप्त हो चुकी है।
शिक्षकः बोधितवान् यत् धरा वर्तुलाकारा अस्ति।|The teacher taught that the earth is round.|शिक्षक ने बताया कि पृथ्वी गोल है।
धरा वर्तुलाकारा अस्तीति शिक्षकः पाठितवान्।|The teacher taught that the earth is round.|शिक्षक ने बताया कि पृथ्वी गोल है।
दार्शनिकः कथयति यत् सर्वे मरणशीलाः।|The philosopher says that no one in the world is immortal.|दार्शनिक सर्वे मरणशीलाः सन्तीति यत् दार्शनिको भणति।||कहता है कि दुनिया में कोई भी अमर नहीं है।||
नियुक्तिपत्रे लिखितं यत् भवान् संस्कृतशिक्षकः चयनितः।|It is written in the joining letter that you have been selected as Sanskrit teacher.|ज्वाइनिंग लेटर में लिखा है कि आपका चयन संस्कृत शिक्षक में हो गया।
भवतः चयनं संस्कृतशिक्षकेन भूतमिति नियुक्तिपत्रे लिखितम्।|It is written in the joining letter that you have been selected as Sanskrit teacher.|ज्वाइनिंग लेटर में लिखा है कि आपका चयन संस्कृत शिक्षक में हो गया।
शिक्षकः छात्रान् अभणत् यदहं वर्गमूलं शिक्षयितुं यथाशक्यं साहाय्यं करिष्यामि।|The teacher told the student that I will provide full help in teaching the square root.|शिक्षक ने छात्र से कहा कि मैं वर्गमूल सिखाने में पूरी सहातया करुंगा।
अहं वर्गमूलं पाठयितुं यथाशक्यं साहाय्यं करिष्यामीति अध्यापकः छात्रान् भणितवान्।|The teacher told the student that I will provide full help in teaching the square root.|शिक्षक ने छात्र से कहा कि मैं वर्गमूल सिखाने में पूरी सहातया करुंगा।
भार्या भर्तां कथयति यत् अहं त्वां विना जीवितुं न शक्नोमि।|The wife tells the husband that I cannot live without you.|पत्नी पति से कहता है कि मैं तुम्हारे बिना नहीं रह सकता।
मम जीवनं त्वां विना नीरसमिति जाया पतिं भणति।|The wife tells the husband that I cannot live without you.|पत्नी पति से कहता है कि मैं तुम्हारे बिना नहीं रह सकता।
मार्जारी मूषकमं भणितवान् यत् अहं त्वां भक्षिष्यामि।|The cat said to the mouse, “I will eat you.”|बिल्ली ने चूहा से कहा कि मैं तुझे खा जाऊंगा।
अहं त्वां भक्षिष्यामीति विडाली मूषकमभणत्।|The cat said to the mouse, “I will eat you.”|बिल्ली ने चूहा से कहा कि मैं तुझे खा जाऊंगा
दार्शनिकः कथितवान् यत् जीवनं क्षणभङ्गुरं भवति।||दार्शनिक ने कहा कि जिन्दगी कुछ ही दिनों की मेहमान होती है।
जीवनं क्षणभङ्गुरमीति दार्शनिकः कथितवान्।||दार्शनिक ने कहा कि जिन्दगी कुछ ही दिनों की मेहमान होती है।
वक्ता उक्तवान् यत् समानशीलेषु जनेषु व्यसनं सौख्यम्।|The speaker said that thieves are cousins.|वक्ता ने कहा कि चोर-चोर मौसेरे भाई।
समानशीलेषु जनेषु व्यसनं सौख्यमीति वक्ता उक्तवान्।|The speaker said that thieves are cousins.|वक्ता ने कहा कि चोर-चोर मौसेरे भाई।
एषः सन्दिष्टः सर्वत्र प्रसारितः यत् अमेरिकायाः सैनिकाः गुप्तसूचनामाधृत्य सद्दाम-हुसैनम् अन्विष्य निगृहीतवन्तः।|The news spread around that Saddam Hussein had been tracked down and arrested by the U.S. military on a tip-off.|यह खबर चारों तरफ फैल गई कि सद्दाम हुसैन को अमेरिकी सेना ने गुप्त सूचना के आधार पर तलाश कर गिरफ्तार कर लिया।
अमेरिकायाः सैनिकाः गुप्तसूचनामधृत्य सद्दाम हुसैनम् अन्विष्य निगृहीतवन्तः इति एषः सन्देशः सर्वत्र प्रसारितः।|The news spread around that Saddam Hussein had been tracked down and arrested by the U.S. military on a tip-off.|यह खबर चारों तरफ फैल गई कि सद्दाम हुसैन को अमेरिकी सेना ने गुप्त सूचना के आधार पर तलाश कर गिरफ्तार कर लिया।
अस्माकं राज्यस्य मुख्यामात्यः स्वपदं त्यक्ष्यतीति ह्यरेव अस्माभिः सन्दिष्टम्।|We received only yesterday the news that our state's chief minister will resign.|हमलोगों को कल ही यह खबर मिली कि हमारे राज्य के मुख्यमंत्री त्याग पत्र देंगे।
ह्यरेव अस्माभिः सन्दिष्टम् यत् अस्माकं प्रान्तस्य मुख्यमंत्री त्यागपत्रं दास्यति।|We received only yesterday the news that our state's chief minister will resign.|हमलोगों को कल ही यह खबर मिली कि हमारे राज्य के मुख्यमंत्री त्याग पत्र देंगे।
महानौः न कदापि दृष्टा मया।|I have never seen a ship.|मैंने कभी भी एक बड़ी नौका नहीं देखी।
बलाहकाः एव न सन्ति अम्बरे।|There are no clouds at all in the sky.|आकाश में मेघ ही नहीं हैं।
समभिद्रवत् शुनकः मां दंष्टुम्।|The dog attacks to bite me.|कुत्ता मुझे काटने के लिए आक्रमण करता है।
सिंहसंहननः अहं न त्वत्तः बिभेमि।|I, who has lion-like body, am not scared of you.|सिंह के सदृश शरीर वाला मैं तुमसे नहीं डरता।
उत्कृत्यैव दुर्विचारान् सद्गतिं प्राप्नुयात्।|Only by eliminating  bad thoughts can one attain sadgati.|बुरे विचारों का नाश करके ही कोई सद्गति प्राप्त कर सकता है।
गरुडसम्पातः अतुलनीयः।|The flight of Garuda is incomparable.|गरुड़ की उड़ान अतुलनीय है।
दिष्टाधारिताः सदा क्षीणतां यान्ति।|Those who depend on fate always suffer decline.|जो लोग भाग्य पर निर्भर रहते हैं वे सदा पतन का प्राप्त होते हैं।
दाक्षिण्येन संवादं जनैः साकं कुर्यात्।|One should talk to people with grace.|लोगों के साथ विनम्रता से बातचीत करनी चाहिए।
मरणासन्नोऽपि सः न जहाति अभिमानम्।|Even on the deathbed, he does not let go of pride.|मरणासन्न भी वह अभिमान को नहीं छोड़़ता।
भज धृतिं त्यज भीतिम् अहेतुकाम्।|Inculcate courage and abandon baseless fear.|साहस को भजो तथा निराधार भय को त्यजो।
सन्न्यासिनि सूर्यशङ्काशं तेजः वर्तते।|The ascetic has sun like brilliance.|सन्न्यासी में सूर्य के जैसा तेज है।
तव परिवारेण अहं सम्यक् सत्कृतः।|I am being treated well by your family.|तुम्हारे परिवार द्वारा मेरा उचित सम्मान किया गया है।
आननं ते मर्कटः इव दृश्यते।|Your face appears like that of a monkey.|तुम्हारा मुंह बंदर जैसा दिखता है।
न प्रत्यक्षं घटिता सा घटना मे।|That incident did not happen in front of me.|वह घटना मेरे सामने नहीं घटी।
सत्वरा कृता क्रिया क्लेशोत्पादिनी न भवेत्।|Let the hurried action not create trouble.|शीघ्रता में की गई क्रिया पीड़ा उत्पन्न न करे।
प्रहृष्टवदनां तां दृष्ट्वा शुभशकुनं जातम्।|Seeing her joyful face, results in an auspicious omen.| उसके प्रसन्न मुख को देख कर शुभ शकुन हुआ।
दाशरथिना सह सदा लक्ष्मणः वर्तते।|Lakshmana is always along with Ram.|लक्ष्मण सदा राम के साथ रहते हैं।
यशस्विनी भविष्यति बालैषा।|This girl will be famous.|यह लड़की यशस्विनी होगी।
प्रतिश्रुत्वा रामाज्ञां न हनुमान् विलम्बायते।|Having received Rama's command, Hanuman does not delay.|राम की आज्ञा पाकर हनुमान विलंब नहीं करते।
अङ्गुष्ठमात्रकः कीटः एषः।|This insect is the size of a thumb.|यह कीड़ा अंगूठे के बराबर है।
तिब्बतस्य एका पुरातना कथा अस्ति यत् दिवान्धौ एकस्मिन्नेव वृक्षे आगत्य उपाविष्टाम्।|There is an old Tibetan tale about two owls coming and sitting in the same tree.|एक पुरानी तिब्बती कथा है कि दो उल्लू एक ही वृक्ष पर आ कर बैठे।
एकः स्वमुखे सर्पम् अगृह्णात्।|One caught a snake with its mouth|एक ने साँप अपने मुँह में पकड़ रखा था।
सर्पः तस्य भोजनमासीत्, प्रातराशस्य सिद्धता आसीत्।|It fed on snakes, preparing for breakfast.|सांप भोजन था उनका, सुबह के नाश्ते की तैयारी थी।
अन्यः एकं मूषिकं ग्रहीत्वा आनीतवान् आसीत्।||दूसरा एक चूहा पकड़ लाया था।
उभौ एकस्मिन्नेव वृक्षे आगत्य एकस्यां शाखायां समीपतया उपाविष्टाम्।|Both came to the same tree and sat near on the same branch.|दोनों एक ही वृक्ष पर पास-पास आकर बैठे। 
एकस्य मुखे सर्पः, एकस्य मुखे मूषः।|One with a snake in its mouth, the other a mouse.|एक के मुँह में साँप, एक के मुँह में चूहा ।
यदा सर्पो मूषं दृष्ट्वान् तदा स एतत् विस्मृतवान्नेव यत् स दिवान्धस्य मुखे अस्ति मृत्योः च समीपोऽस्ति।|When the snake saw the mouse it forgot that it was in the mouth of an owl and near death.|साँप ने चूहे को देखा तो वह यह भूल ही गया कि वह उल्लू के मुँह में है और मौत के करीब है।
मूषं दृष्ट्वा तस्यानने रसधारो प्रवहितुमारभत।|The snake's mouth started watering when it saw the mouse.|चूहे को देख कर उसके मुँह में लार बहने लगी।
स विस्मृतवान्नेव यत् स मृत्योः मुखे अस्ति।|He forgot that he was in the jaws of death.|वह भूल ही गया कि मौत के मुँह में है।
तस्य जीजीविषा तं गृहीतवती तथा मूषः यथैव सर्पं दृष्टवान्, स भीत्वा कम्पितुमारभत।|His desire to live caught him and so when the mouse saw the snake, it started to shake with fear.|उसको अपनी जीवन जीने की इच्छा ने पकड़ लिया और चूहे ने जैसे ही देखा साँप को, वह भयभीत हो गया, वह काँपने लगा।
एवं मृत्योः समीपम् उपविष्टोऽस्ति, परन्तु सर्पं दृष्टवा कम्पितुमारभत।|He was on the brink of death, but started trembling upon seeing the snake.|ऐसे मौत के मुँह में बैठा है, मगर साँप को देख कर काँपने लगा।
उभौ दिवान्धौ भृशम् आश्चर्यचकितौ अभवताम्।|Both the owls became surprised.|वे दोनों उल्लू बड़े हैरान हुए।
एको दिवान्धः अपरं दिवान्धं पृष्टवान् यत् भ्रातः!भवान् अस्य किमपि रहस्यम् अवगतवान् वा?|One owl asked the other owl, "Brother, do you understand some secret behind this?"|एक उल्लू ने दूसरे उल्लू से पूछा कि भाई, इसका कुछ राज समझे ?
अपरोऽवदत् , "मया पूर्णतः अवगतम्।"|The other one said, I completely understood it.|दूसरे ने कहा, बिलकुल समझ में आया।
जिह्वायाः रसस्य स्वादस्य च इच्छा एतावती प्रबला अस्ति यत् समक्षं मृत्युः उपस्थितोऽस्ति चेदपि न दृश्यते तथा एतदपि अवगतो यत् भयं मृत्योरपि महत्तरम् अस्ति।|The desire of the tongue, of juice, of taste, is so strong that even if death is standing in front of us, it is not visible and I also understood that fear is bigger than death.|जीभ की, रस की, स्वाद की इच्छा इतनी प्रबल है कि सामने मृत्यु खड़ी हो तो भी दिखाई नहीं पड़ती और यह भी समझ में आया कि भय मौत से भी बड़ा है।
मृत्युः समीपे उपस्थितोऽस्ति, एष मूषः तस्मात् भयभीतो नास्ति, परन्तु भयात् भीतोऽस्ति यत् कदाचित् सर्पः ममोपरि आक्रमणं न कुर्यात्।|Death is standing in front of him, this mouse is not afraid of it, but he is scared that the snake might attack him.|मौत सामने खड़ी है, उससे  भयभीत नहीं है यह चूहा, लेकिन भय से भयभीत है कि कही सांप मुझ पर हमला न कर दे।
मृत्योः वयं भीताः न स्मः, वयं भयात् अतीव भीताः स्मः।|We are not afraid of death, we are more afraid of fear.|मौत से हम भयभीत नहीं हैं, हम भय से ज्यादा भयभीत है।
अपिच लोभेन सह स्वादस्य, इन्द्रियाणां च जिजीविषायाः च एतावान् प्रगाढः सम्बन्धोऽस्ति यत् मृत्युः अस्माकं समक्षं सदैव उपस्थितः भवति, तथापि अस्माभिः न दृश्यते।|And greed has such a strong connection with taste, senses, desire to live that even though death is standing there 24 hours a day, we cannot see it.|और लोभ के साथ स्वाद का, इन्द्रियों का, जीवन जीने की इच्छा का इतना मजबूत सम्बन्ध है कि मौत चौबीसों घंटा खड़ा है, तो भी हमें दिखाई नहीं देता।
इदानीं वयं अन्धसदृशाः स्मः।|We are becoming like blind people.|हम अंधे की तरह बने हुए है।
माम् अन्तरा एव यानयोः घट्टनमभवत्।|There was a collision between the two vehicles in front of me.| मेरे पास ही दो वाहनों के बीच टकराव हुआ।
सङ्ग्रहालये नालभते किमपि वस्तु।|Nothing is found in the museum.|संग्रहालय में कोई वस्तु नहीं मिली।
ताम्रनासिका कथं जाता ते।|How did your nose become red?|तुम्हारी नाक कैसे लाल हो गई। 
मातरम् आसाद्य न बिभेति बालः।|The child does not fear when he is near his mother.|बच्चा अपनी माँ के पास होने पर नहीं डरता।
तव पितामहस्य ज्येष्ठमः सूनुरहम्।|I am the eldest son of your grandfather.|मैं आपके दादा का सबसे बड़ा बेटा हूँ।
सगद्गदः तातः पुत्रम् आलिङ्गति।|The father embraces his son with great emotion.|पिता अपने पुत्र को भावुक हो कर गले लगाता है।
प्रहर्षः जातः त्वां दृष्ट्वा।|Glad to see you.|तुम्हें देखकर हर्ष हुआ।
उपपन्नः पितृगुणैः एषः।|This person is endowed with the qualities of his father.|यह व्यक्ति अपने पिता के गुणों से संपन्न है।
पिङ्गाक्षः हनुमान् सीतां पश्यति।|Hanuman with red eyes (angrily) sees Sita.|लाल नेत्र हनुमान सीता को देखता है।
पुत्र्योत्कर्षं श्रुत्वा मातुः नयने विप्रकाशेते।|Hearing about the excellence of her daughter, mother's eyes shine.||अपनी पुत्री की श्रेष्ठता के बारे में सुनकर माता की आँखें चमक उठती हैं।
अयोविच्छुरिता शिला|A rock inlaid with iron|
स्वर्शवत् वसनम्|Soft garments|
इति मे वितर्कः|ऐसा मेरा मानना है|
सम्मिमानयिषुः|Desirous of giving respect|
कुलाधिवासनाम श्रावय||अपने कुल एवं वासस्थान का परिचय दो
तिष्ठ तिष्ठेति चाब्रवीत्||और ठहर ठहर इति बोला
के एनं समवारयन्||इसको किन्होनें रोका
स्वचिते कार्ये दाक्ष्यं प्राप्तव्यम्।|Skill should be acquired in one's selected area of work.| अपने चुने हुए कार्य में कौशल प्राप्त करना चाहिए।
दर्दुराशनः बकः मत्स्यान् गृहीतुं वृक्षायते।|The frog eater crane, stands still like a tree, to catch fish.|मेढकभोजी बगुला मछलियाँ पकड़ने के लिए वृक्ष के समान स्थिर खड़ा है।
पत्रवितरकः श्वः प्रतिपद्येत।|The post man should reach tomorrow.|डाकिया सम्भवतः कल पहुँचेगा।
सर्वतः परिलोकयन् सैनिकः पदमग्रे स्थापयति।|The soldier, observing from all sides, places his marches forward.|सैनिक चारों ओर देखकर पैर आगे रखता है।
पर्वतस्था वनराजी कियती शोभते।|The long path of the forest on the mountain looks so beautiful.| पहाड़ पर स्थित वनराजी बहुत सुंदर लगती है।
द्वीपं परितः जलमेव भवति।|The island is surrounded only by water.|द्वीप के चारों ओर जल ही होता है।
अनूपजान्वृक्षान् न जलं क्लेदयितुं शक्नोति।|Aquatic plants do not decay, being in water.|जल में उगने वाले पौधों को जल गला नहीं सकता।
द्रुमान् न कर्तय।|Do not cut the trees.|वृक्षों को मत काटो।
