sanskrit|english|hindi
परेषाम् अन्नं न भोक्तव्यम्।|The food of others should not be eaten.|दूसरों का अन्न नहीं खाना चाहिए।
कदाचित् मम कथितमपि शृणु।|Sometime listen to what is spoken of my part as well.|कभी मेरी कही भी सुनो।
अहं मम पत्या सह तीर्थं गच्छामि।|I go to the pilgrimage with my husband.|मैं अपने पति के साथ तीर्थ जाती हूँ।
सिंहस्य पुत्रः मृगं हन्तुमिच्छति।|The son of the lion wishes to kill the deer.|सिंह का बेटा हिरण को मारना चाहता है।
गर्त्ते बालः कथं पतितः।|How did the boy fall into the pit?|गड्ढे में बालक कैसे गिरा।
सरसि बकः मत्स्यान् मृगयते।|In the lake, the crane searches for the fish.|ताल में बगुला मछलियों को ढूँढता है।
तस्मिन् वने अङ्गुलिमारो निवसति।|In that forest, Angulimara dwells.|उस जंगल में अंगुलिमाल रहता है।
सरयूनदीतीरे काचिद् वृद्धा निवसति।|On the bank of the Sarayu river, a certain old woman dwells.|सरयू नदी के किनारे कोई बुढ़िया रहती है।
सूर्य्यमण्डलमिदं पुण्यकर्म्मणां लोकः।|This orb of the sun is the world of those with meritorious deeds.|सूरज का यह मंडल पुण्य करने वालों का लोक है।
स्वर्णं नेच्छामि तस्य निष्क्रयं देहि।|I do not wish for gold, give the redemption-price of that.|मैं सोना नहीं चाहता, उसका मोल दे दो।
भीतिं त्यजत यूयम्।|Abandon fear, you people.|तुम लोग डर छोड़ दो।
भद्रं वः भवतु।|May auspiciousness happen to you all.|तुम सब का भला हो।
त्वया विष्णुमर्चयता इदमद्य प्राप्तम्।|By you, worshipping Vishnu, this was obtained today.|विष्णु की पूजा करते हुए तुम्हारे द्वारा आज यह पाया गया।
त्वं सुन्दरीं पत्नीं लप्स्यसे।|You will obtain a beautiful wife.|तुम सुंदर पत्नी पाओगे।
तस्य भार्या प्ररूढगर्भा अभवत्।|His wife became advanced in pregnancy.|उसकी पत्नी गर्भिणी हुई।
प्रशस्तं कर्म करणीयं बुधैः।|Praise-worthy work should be done by the wise.|बुद्धिमान् लोगों द्वारा अच्छा काम किया जाना चाहिए।
सदा निरामयो भव।|Always be free from disease.|सदा नीरोग रहो।
भरतो रामपादुकां शिरसा प्रतिगृह्णाति।|Bharata receives Rama's sandals with the head.|भरत राम की खड़ाऊँ को सिर पर धारण करते हैं।
स्वागतं तेऽस्तु किमहं करवाणि ते।|May welcome be to you; what shall I do for you?|आपका स्वागत हो, मैं आपके लिए क्या करूँ।
त्वं वृन्दावनगमनाय मम अनुयात्रो भव।|You become a travelling companion of me for the going to Vrindavan.|तुम वृन्दावन जाने के लिए मेरे सहचर बनो।
पितृव्यो मम दाराक्रियां चिन्तयति।|The paternal uncle thinks of my marriage.|चाचा मेरे ब्याह की चिंता कर रहें हैं।
पितरं प्राप्तं मात्रे सूचयति बालः।|The child informs the mother of the arrived father.|बच्चा पिता के आने की बात माँ को बताता है।
यथा वर्षमनूदके तथेदं ते दर्शनम्।|Just as rain in a waterless land, so is this sight of you.|जैसे बिना पानी की धरती में वर्षा होती है, वैसा ही तुम्हारा यह दर्शन है।
तव प्रार्थितं कार्य्यमहमशेषेण करिष्ये।|I will do your requested work completely.|मैं तुम्हारा प्रार्थना किया हुआ काम पूरा करूँगा।
न जानामि पतिं विना मम दैवतमन्यम्।|I do not know any other deity of me without the husband.|पति के बिना मैं अपना कोई दूसरा देव नहीं जानती।
व्याघ्रभयाद् साधुः वनाद् अपाक्रमते।|From fear of the tiger, the ascetic comes out from the forest.|बाघ के डर से साधु वन से आ भागता है।
कालपाशवशं गतेयं ते पुत्री।|This daughter of yours has gone under the control of the noose of Time.|तुम्हारी यह बेटी काल के फंदे में चली गई है।
भार्य्यागतं स्नेहं न कर्तुमर्हसि आर्य्य।|You ought not to show the affectionate attachment to a wife, noble one.|आर्य, पत्नी स्नेह रखना आपको नहीं सोहता।
विवाहमूहूर्त्तम् अत्येति श्रीमन्।|The marriage auspicious-time is passing away, prosperous one.|विवाह का मुहूर्त निकला जा रहा है, श्रीमन्।
सहसा हृद्गतम् उक्त्वा सा सलज्जं विरराम।|Having spoken the feelings of the heart spontaneously, she had paused blushingly.|सहसा मन की बात कहकर वह लज्जित होकर चुप हो गई।
पतिं सन्न्यस्तं दृष्ट्वा रमा निस्संज्ञा अभूत्।|Seeing the husband as renunciated, Ramaa became unconscious.|पति को संन्यासी रूप में देखकर रमा मूर्छित हो गई।
मध्यरात्रं झिल्लिकानादः श्रूयते।|At midnight, the sound of crickets is heard.|आधी रात को झींगुरों की आवाज़ सुनाई देती है।
श्वापदेभ्योऽपि न बिभेषि।|You do not fear even the beasts of prey.|तुम हिंसक पशुओं से भी नहीं डरते हो।
कस्यचित् कालस्य शकुन्तला पुत्रमजायत।|After some time, Shakuntala gave birth to a son.|कुछ समय पश्चात शकुंतला ने एक पुत्र को जन्म दिया।
हिडिम्बः पुरुषादः आसीत्।|Hidimba was a man-eater.|हिडिम्ब नरभक्षी था।
वाहनानि रज उद्धून्वानानि गच्छन्ति।|The vehicles go blowing up dust.|वाहन धूल उड़ाते हुए जाते हैं।
शाधि किं करवाम ते।|Command, what may we do for you?|आज्ञा दीजिए, हम आपके लिए क्या करें।
सर्वं मे शंस पुत्र केन प्रहतोऽसि।|Tell me everything, son, by whom were you struck?|पुत्र, मुझे सब कुछ बताओ, तुम्हें किसने आहत किया है?
तौ वनमार्गे सिंहं ददृशतुः।|The two of them saw a lion on the forest path.|उन दोनों ने वन के मार्ग में एक सिंह को देखा।
निद्राम् अभ्येहि अधुना त्वम्।|Now go to sleep, you!|अब तुम नींद को जाओ!
जगतः सेतुः कः कथ्यते।|Who is called the bridge of the world?|जगत् का पुल कौन कहा जाता है?
पितृपितामहभ्रातॄणां सर्वेषां प्रतीकारं करिष्यामि।|I will take revenge for all – the father, the grandfather, and the brother.|पिता, दादा और भाई, सबका बदला लूँगा।
पितरं गत्वा वैदेहीहरणं सकुलो रावण एवावेदयिता।|Having gone to the father, Ravana along with the family himself will inform of the abduction of Vaidehi.|पिता के पास जाकर पूरे कुल के साथ रावण स्वयं ही वैदेही के हरण की बात बताएगा।
उद्धव किं त्वं योगं वा वियोगं वा ज्ञापयितुमागतः।|Uddhava! Did you come to teach yoga or separation?|उद्धव! क्या तुम योग बताने आए हो या वियोग?
तव गृहे मकरः किमर्थं पाल्यते।|Why is the crocodile reared in your house?|तुम्हारे घर में मगरमच्छ किसलिए पाला जाता है?
समुद्रे मत्स्याः सन्ति।|There are fish in the ocean.|समुद्र में मछलियाँ हैं।
परं त्वं सत्यवादी कदाऽऽरभ्य अभवः।|But since when did you become a speaker of truth?|पर तुम सच बोलने वाले कब से बन गए?
अग्रजे एतत् पश्य।|Elder sister! See this.|दीदी! यह देखो।
महतां चरित्रं कः अशेषेण वक्तुं शक्तः।|Who is capable of telling the character of the great ones fully?|बड़ों का चरित कौन पूरा-पूरा बताने में समर्थ है?
त्वं वरार्होऽसि न ते अग्रजः।|You are worthy of the boon, not your elder brother.|तुम वरदान के योग्य हो, तुम्हारा बड़ा भाई नहीं।
ममापि पुत्र एष यथा तव।|This one is my son also, just as yours.|यह मेरा भी बेटा है, जैसे तुम्हारा।
युद्धाय यत्तो भव युधिष्ठिर।|Become prepared for war, Yudhishthira.|युद्ध के लिए उद्यत हो जाओ, युधिष्ठिर।
यूयं सर्व्वाः मम भार्य्या भवत।|May you all become my wives.|तुम सब मेरी पत्नियाँ बनो।
क्षुद्रो भावो त्यज्यतां वीर।|Let the petty thought be abandoned, hero.|तुच्छ भाव त्याग दो, वीर।
अस्माकं पिता हि परमं दैवतम्।|Indeed, our father is the supreme deity.|हमारे पिता ही सबसे बड़े देवता हैं।
ऊर्मिलायाः पुत्री सोमदा आसीत्।|Urmila's daughter was Somada.|ऊर्मिला की बेटी सोमदा थी।
कथाः कथयत्याः तस्याः गतोऽर्धरात्रः।|Telling stories, her half-night passed.|कहानियाँ सुनाते हुए उसकी आधी रात बीत गई।
अहं तव प्रभावं जानामि महर्षे।|I know your influence, great sage.|मैं आपका प्रभाव जानता हूँ, महर्षि।
कथञ्चिदपि तां दुःखं न दातुमर्हसि।|You should not give sorrow to her in any way.|किसी भी प्रकार तुम्हें उसे दुःख नहीं देना चाहिए।
भैरवाय नमस्करोति बालिका।|The girl bows to Bhairava.|लड़की भैरव को प्रणाम करती है।
मार्गे एकः साधुरभ्यागतः।|A saint came at front upon the path.|मार्ग में एक साधु सामने आया।
कदाचित् तस्याः क्रोधः प्रभवति।|Sometimes her anger arises.|कभी-कभी उसका क्रोध जागता है।
उभौ बालकौ क्रीडतः।|Both boys are playing.|दोनों लड़के खेल रहे हैं।
कार्यं समाप्य मम कक्षम् एहि।|Having finished the work, come to my room!|काम पूरा करके मेरे कमरे में आओ!
प्रिया शिक्षिकायाम् असूयति।|Priya envies the female teacher.|प्रिया शिक्षिका से घृणा करती है।
अन्तः प्रविश्य स किम् अपश्यत्।|Having entered inside, what did he see?|भीतर जाकर उसने क्या देखा?
गर्जनं श्रुत्वा सर्वे चकम्पिरे।|Having heard the roar, all trembled.|गर्जन सुनकर सब काँप उठे।
ऐरावतेन रावणो युध्यते।|Ravana fights with Airavata.|ऐरावत से रावण लड़ता है।
रज्जुं गृहीत्वा कूपाद् बहिः आगच्छेः।|Having held the rope, you should come out from the well!|रस्सी पकड़कर कुएँ से बाहर सकोगे!
तत् हि त्वया कर्तव्यं यत् लिखितम् अत्र।|Indeed, that should be done by you which is written here.|तुम्हारे द्वारा वही किया जाना चाहिए जो यहाँ लिखा है।
सदाऽस्य कार्यं शेषं प्रवर्तते।|Always his work remains unfinished.|सदा इसका काम बचा हुआ ही रहता है।
आवाभ्यां स पूजितः।|By the two of us, he was worshipped.|हम दोनों द्वारा वह पूजा गया।
कथं कस्यचिदपि गृहं गन्तव्यं मया।|How should the house of anyone be gone to by me?|मेरे द्वारा किसी के भी घर कैसे जाया जाए?
अवश्यं त्वम् अप्सरस्सु काचिद्।|Surely you are someone among the celestial nymphs.|निश्चय ही तुम अप्सराओं में से कोई एक हो।
गदां धृत्वा कं भाययसि।|Holding the mace, whom do you frighten?|गदा पकड़कर किसको डराते हो?
दिग्गजस्य अस्य नाम विरूपाक्षः।|The name of this direction-elephant is Virupaksha.|इस दिग्गज का नाम विरूपाक्ष है।
मया त्वदर्थं किञ्चिद् आनीतम्।|By me, something was brought for your sake.|मेरे द्वारा तुम्हारे लिए कुछ लाया गया है।
असत्यं वदेः चेत् काक आगच्छेत्।|If you would speak untruth, the crow would come.|यदि तुम झूठ बोलोगे तो कौवा आ जाएगा।
प्राप्य त्वां न प्राप्तव्यम् अन्यत्।|Having obtained you, nothing else is to be obtained.|तुम्हें पाकर कुछ और पाने योग्य नहीं रहा।
कृष्णो मार्गं पश्यति।|Krishna looks at the path.|कृष्ण मार्ग देखता है।
धृत्वा तस्या बाहुलतां स उवाच।|Having held her creeper-like arm, he spoke.|उसकी लता जैसी बाँह पकड़कर वह बोला।
कुत्रास्ति तव कङ्कणम्।|Where is your bracelet?|तुम्हारा कंगन कहाँ है?
जानाम्यहं निगूढमपि सत्यम्।|I know even the deeply hidden truth.|मैं छिपा हुआ सच भी जानता हूँ।
तैर्यद् अहम् उक्तः तद् वच्मि।|Whatever I was told by them, that I speak.|उनके द्वारा जो मुझसे कहा गया, वही मैं कहता हूँ।
पितामहो नानाकथा जानाति।|The grandfather knows various stories.|दादा जी कई प्रकार की कहानियाँ जानते हैं।
पश्य वृक्षस्य उपरि का अस्ति।|See who is on top of the tree.|देखो पेड़ के ऊपर कौन है।
कदा गन्तासि हरिद्वारम्।|When will you go to Haridwar?|तुम हरिद्वार कब जाओगे?
मम वस्त्रं मूल्यवद् अस्ति।|My cloth is valuable.|मेरा कपड़ा बड़े मोल का है।
कुत्रचिद् धनं पतितं न प्राप्यते।|Fallen money is not found anywhere.|कहीं गिरा हुआ धन नहीं मिलता।
मधुः केन सूदितो मुने।|By whom was Madhu slain, Sage!|मुनि! मधु किसके द्वारा मारा गया?
वनाद्‌ वनं विचरामि।|From forest to forest, I wander.|एक वन से दूसरे वन मैं घूमता हूँ।
प्रभुत्वसम्पन्नं राजानं गत्वा याच।|Having gone to the power-endowed king, ask.|अधिकार-संपन्न राजा के पास जाकर माँगो।
कुटुम्बस्य अन्तरं विदित्वा चौरो गृहं प्राविशत्।|Having known the absence of the family, the thief entered the house.|परिवार की अनुपस्थिति जानकर चोर घर में घुस गया।
वरं प्राप्यापि विपर्य्यो जातः।|Even having obtained the boon, the opposite happened.|वर पाकर भी उलटा ही हो गया।
बुधवासरे अहं कान्यकुब्जं गन्तास्मि।|On Wednesday, I will go to Kanyakubja.|बुधवार को मैं कान्यकुब्ज जाऊँगा।
सदा क्रुद्धा सती अन्नं पचसि।|Being always angry, you cook the food.|सदा क्रोध में रहकर तुम अन्न पकाती हो।
धनलिप्सा कुत्र नेष्यति त्वाम्।|Where will the greed for wealth lead you?|धन का लालच तुम्हें कहाँ ले जाएगा?
सर्वाणि अस्त्राणि मम तेन ग्रसितानि।|All the weapons of mine were swallowed by him.|मेरे सभी अस्त्र उसके द्वारा निगल लिए गए।
किं सत्यं महादेवम् अपश्यः।|Did you truly see Mahadeva?|क्या सचमुच तुमने महादेव को देखा?
पतितस्य पतनं नास्ति।|Of the fallen one, there is no fall.|गिरे हुए का गिरना नहीं होता।
सुमित्रा कथं शिवा बभूव।|How did Sumitra become Shiva?|सुमित्रा कैसे शिवा बनी?
मनोजस्य गर्व्वः केन मोचितः।|By whom was the pride of Manoja broken?|मनोज का घमंड किसके द्वारा छुड़ाया गया?
अन्यत् सर्व्वं प्राप्नुयाः परं न तां त्वम्।|You may obtain everything else, but not her!|तुम और सब कुछ पा लोगे, पर उसे नहीं।
शुक्लं वस्त्रं ते भासते।|Your white garment shines.|तुम्हारा श्वेत कपड़ा चमकता है।
रोगकारणाद् अहङ्काराद् मुच्यते।|One is freed from ego, due to disease.|रोग के कारण अहंकार से छुटकारा मिलता है।
तद् अद्भुतं दृष्ट्वा स विस्मयं गतः।|Seeing that wonder, he went into astonishment.|उस अचरज को देखकर वह विस्मय में पड़ गया।
योगी गजेन्द्रस्य कृत्तिं वस्ते।|The Yogi wears the hide of the king-elephant.|योगी गजराज की खाल पहनता है।
तस्य हुङ्काराद् सर्व्वे भस्मीभूताः।|By his roar, all were reduced to ashes.|उसकी हुंकार से सब राख हो गए।
वृद्धां गां कथं धोक्षि।|How do you milk the old cow?|बूढ़ी गाय को कैसे दुहते हो?
सा स्वगृहं गत्वा भृशं रुरोद।|Having gone to her own house, she wept bitterly.|वह अपने घर जाकर फूट-फूट कर रोई।
