Sanskrit|English|Hindi
यदा तेषां वृक्षाणां शिलानां शस्त्राणां च दारुणं तद् वर्षं यमसैन्येषु पतित्वा धरणीतले अपतत्।|When the terrible rain of trees stones and weapons fell on the armies of Yama it fell on the ground.|जब यम की सेना पर वृक्षों, पत्थरों और हथियारों की भयानक वर्षा हुई तो वह भूमि पर गिर पड़े।
ततः ते शतसहस्रशः यमसैनिकाः तानि सर्वाणि अस्त्राणि विनिर्भिद्य तं घोरमेकं राक्षसं रावणं प्रहर्तुम् आरभन्त।|Then those hundreds and thousands of Yama's soldiers broke all those weapons and started striking that one terrible demon Ravana.|तब उन सैकड़ों और हजारों यम के सैनिकों ने उन सभी हथियारों को तोड़ दिया और उस एक भयानक राक्षस रावण पर प्रहार करना शुरू कर दिया।
यमसैनिकानां प्रहारेण विमुक्तकवचः क्रुद्धः रावणः विमानं त्यक्त्वा भूम्याम् अतिष्ठत्।|Enraged Ravana, whose armor had been loosened by the blows of the soldiers of Yama, left the aerial vehicle and stood on the ground.|क्रोधित रावण, जिसका कवच यम के सैनिकों के प्रहार से ढीला हो गया था, हवाई वाहन छोड़कर जमीन पर खड़ा हो गया।
मुहूर्तेन लब्धसंज्ञः दशग्रीवः चापम् उद्यम्य तिष्ठ तिष्ठेति तान् यमसैनिकान् उक्त्वा तच्चापं व्यपकर्षत्।|Regaining consciousness in a moment the ten-headed Ravana raised his bow and drew it away saying to the soldiers of Yama 'Stand still'.|क्षण भर में होश में आकर दस सिरों वाले रावण ने अपना धनुष उठाया और यम के सैनिकों से कहा, 'रुखो रुखो'।
राक्षसः रावणः आकर्णात् चापं विकृष्य शरम् अमुञ्चत् यस्य शरस्य रूपं सधूमज्वालमण्डलम् आसीत्।|The demon Ravana drew his bow from his ear and released an arrow in the form of a circle of smoke and flames.|राक्षस रावण ने अपने कान से अपना धनुष निकाला और धुएं और आग की लपटों के रूप में एक तीर छोड़ा।
रावणस्य चापात् मुक्तः सः शरः गुल्मान् द्रुमान् च भस्म कृत्वा प्राधावत्।|The arrow released from Ravana's bow burned the bushes and trees and ran away|रावण के धनुष से छूटा बाण झाड़ियों और पेड़ों को जला कर भाग गया।
तस्य शरस्य तेजसा यमस्य सैनिकाः दग्धाः भूत्वा निपातिताः अभवन्।|The soldiers of Yama were burnt and defeated by the effulgence of his arrow.|उनके बाण के तेज से यम के सैनिक जल गये और परास्त हो गये
ततः सचिवैः सह निशाचरः रावणः मेदिनीं कम्पयन् इव सुमहानादम् अकरोत्।|Then the demonic Ravana with his secretaries made a loud noise as if shaking the earth.|तभी रात्रिचर रावण ने अपने गुप्तचरों के साथ बड़े जोर से शोर मचाया मानो पृथ्वी हिल रही हो।
गजः शुण्डेन जलं पिबति।|The elephant drinks water with the trunk.|हाथी सूंड से पानी पीता है।
सीता हनुमता सह न जिगमिषति।|Sita does not want to go with Hanuman.|सीता हनुमान के साथ जाना नहीं चाहती।
सा सपत्न्यै न ईर्ष्यति।|She does not envy the co-wife.|वह सौतन से ईर्ष्या नहीं करती।
क्लान्ताय श्रमिकाय जलं देहि।|Give water to the tired worker.|थके हुए श्रमिक को पानी दो।
अहम् अपि तत्रैव गच्छामि।|I also go there.|मैं भी वहाँ जाता हूँ।
सखि पतिः न वशे मे।|Oh dear! The husband is not under my control.|हे सखि पति मेरे वश में नहीं है।
मम पुत्राय दास्यामि सर्वम्।|I will give everything to my son.|मैं अपने बेटे को सब कुछ दूंगा।
प्रभाकरः दयालुः अस्ति।|Prabhakar is kind.|प्रभाकर दयालु है।
किं वक्तुकामा असि।|What do you want to say?|तुम्हें क्या कहना है?
मोहनः सुष्ठु भणति।|Mohan speaks well.|मोहन ठीक बोलता है।
यस्य गृहात् अतिथिः दुःखितः भूत्वा गच्छति तस्य पितरः पञ्चदशवर्षाणि यावत् न किमपि भुञ्जन्ति।|From whose house the guest has to return disappointed, his ancestors do not eat food for fifteen years.|जिसके घर से अतिथि को निराश होकर लौटना पड़ता है, उसके पितर पंद्रह वर्षों तक भोजन नहीं करते।
अतिथिर्यस्य भग्नाशो गृहात् प्रतिनिवर्तते पितरः तस्य न अश्नन्ति दशवर्षाणि पञ्च च।|From whose house the guest has to return disappointed, his ancestors do not eat food for fifteen years.|जिसके घर से अतिथि को निराश होकर लौटना पड़ता है, उसके पितर पंद्रह वर्षों तक भोजन नहीं करते।
