Sanskrit|English|Hindi
वार्त्तां श्रुत्वा सा स्तब्धा अभवत्।|Having heard the news, she became stunned.|समाचार सुनकर वह स्तब्ध हो गई।
शल्यं मम हृदयात् निष्कासय।|Remove the arrow-head from my heart.|मेरे हृदय से शूल निकालो।
दीपनिर्वाणानन्तरं गन्धः अवशिष्यते।|After the lamp is extinguished, a smell remains.|दीपक बुझने के पश्चात् गंध शेष रहती है।
भवतः साहाय्यम् अपेक्षितम्।|Your help is needed.|आपकी सहायता अपेक्षित है।
तप्ततैले जलं मा पातय।|Do not drop water into hot oil.|गर्म तेल में जल मत गिराओ।
किं भवान् संगीतं श्रोतुम् इच्छति।|Do you wish to listen to music?|क्या आप संगीत सुनना चाहते हैं।
चक्रवाकौ परस्परं वियुक्तौ।|The Chakravaka birds are separated from each other.|चकवा-चकवी एक दूसरे से बिछड़े हैं।
सा करुणया आर्द्रहृदया अभवत्।|She became wet-hearted (melted) with compassion.|वह करुणा से आर्द्रहृदय हो गई।
सः स्वकार्येषु एव निमग्नः।|He is engrossed only in his own tasks.|वह अपने कार्यों में ही डूबा है।
मम पुरतः एवं मा भाषस्व।|Do not speak like this in front of me.|मेरे सामने इस प्रकार मत बोलो।
जीर्णे गृहे कोऽपि न वसति।|No one lives in the dilapidated house.|टूटे-फूटे घर में कोई नहीं रहता।
एष केवलः कालक्षेपः अस्ति।|This is merely a time-pass.|यह केवल समय काटना है।
सः निपुणः मायावी अस्ति।|He is a skilled illusionist.|वह एक निपुण मायावी है।
तस्य मनसि किञ्चित् कपटं वर्तते।|There is some deceit in his mind.|उसके मन में कुछ कपट है।
मार्गे चलन् वामभागं न त्यज।|While walking on the road, do not leave the left side.|मार्ग पर चलते हुए बायें ओर को मत छोड़ो।
सा पुत्रस्य आगमनं प्रतीक्षते।|She is awaiting the son's arrival.|वह बेटे के आने की प्रतीक्षा कर रही है।
असत्यं वदन् त्वं न लज्जसे।|You aren't ashamed, speaking a lie.|असत्य बोलते हुए तुम्हें लज्जा नहीं आती।
मषकाणां शब्दः श्रूयते।|The (buzzing) sound of mosquitoes is heard.|मच्छरों का भिनभिनाना सुनाई दे रहा है।
त्वम् एकम् अपि पदं अग्रे न यास्यसि।|You will not go even a single step forward.|तुम एक भी पग आगे नहीं जाओगे।
वृद्धायाः नेत्रयोः जलम् आगतम्।|Water came into the old woman's eyes.|वृद्धा के आँखों में पानी आ गया।
कूपस्य अन्धकारे किं पश्यसि।|What do you see in the darkness of the well?|कुएँ के अंधकार में क्या देखते हो।
तव मुखस्य कान्तिः कुत्र गता।|Where has the glow of your face gone?|तुम्हारे मुख की कांति कहाँ चली गई।
वृश्चिकस्य दंशस्थाने ज्वलनं भवति।|There is a burning sensation at the place of the scorpion's sting.|बिच्छू के डंक के स्थान पर जलन होती है।
सः सर्वान् समानदृष्ट्या पश्यति।|He sees everyone with an equal viewpoint.|वह सबको समान दृष्टि से देखता है।
अङ्गारेषु रोटिकां पच।|Cook the roti on the embers.|अंगारों पर रोटी पकाओ।
मम वचनं व्यर्थं न भविष्यति।|My word will not go in vain.|मेरा वचन व्यर्थ नहीं जाएगा।
कृपया इदानीम् अत्र आगच्छ।|Please come here right now.|कृपया अभी यहाँ आओ।
शिशुः हस्तौ उत्क्षिप्य नृत्यति।|The child is dancing, having thrown up the hands.|शिशु हाथ उठाकर नाच रहा है।
वृद्धस्य हस्ते तुला कम्पते।|The scale trembles in the old man's hand.|वृद्ध के हाथ में तराजू काँपता है।
नद्याः जलं कलुषम् अस्ति।|The water of the river is murky.|नदी का जल मलिन है।
भवान् कथम् एतत् ज्ञातवान्।|How have you come to know this?|आपने यह कैसे जाना।
सूर्यकिरणान् दृष्ट्वा कुमुदं निमीलति।|Seeing the sun's rays, the night-lotus closes.|सूर्य की किरणें देखकर कुमुद बंद हो जाता है।
हिमपातेन सर्वे मार्गाः अवरुद्धाः।|All paths are blocked by the snowfall.|हिमपात से सभी मार्ग बंद हैं।
इदं कार्यं कर्तुं कः समर्थः।|Who is capable of doing this task?|यह कार्य करने में कौन समर्थ है।
नूनम् अद्य वृष्टिः भविष्यति।|Surely, it will rain today.|निश्चय ही आज वर्षा होगी।
किं त्वं मां विस्मरसि।|Are you forgetting me?|क्या तुम मुझे भूल रहे हो।
सा शिरसि कुम्भं धृत्वा चलति।|She is walking holding a pot on the head.|वह सिर पर घड़ा रखकर चल रही है।
कस्मा अपि अविचार्य धनं मा देहि।|Do not give money to anyone without thinking.|किसी को भी बिना सोचे धन मत दो।
बालकः कर्णे कथयति।|The child is speaking in the ear.|बालक कान में कह रहा है।
स्मितायाः एकः एव पुत्रः।|Smitā has only one son.|स्मिता का एक ही पुत्र है।
नद्याः तटे उपविश्य किं चिन्तयसि।|Sitting on the bank of the river, what are you thinking?|नदी के किनारे बैठकर क्या सोच रहे हो।
त्वं पुनः पुनः तदेव वदसि।|You are saying that again and again.|तुम बार-बार वही कह रहे हो।
गच्छता कालेन स्मृतिः मन्दायते।|With the passing of time, memory fades.|समय के बीतने के साथ स्मृति मंद हो जाती है।
त्वया एवं वक्तुं न युज्यते।|It is not proper to be spoken thus by you.|तुम्हारे द्वारा ऐसा बोला जाना उचित नहीं है।
सः मां दृष्ट्वापि अदृष्टमिव करोति।|Even after seeing me, he acts like unseen.|वह मुझे देखकर भी अनदेखा जैसा करता है।
स्वर्णकारः निकषे स्वर्णं परीक्षते।|The goldsmith is testing the gold on the touchstone.|सुनार कसौटी पर सोने की परीक्षा कर रहा है।
इक्षुदण्डं चर्वयन् सः रसम् आस्वादयति।|Chewing the sugarcane stalk, he is savoring the juice.|गन्ने की डंडी को चबाते हुए वह रस का स्वाद ले रहा है।
शुकस्य पञ्जरद्वारम् उद्घाटय।|Open the door of the parrot's cage.|तोते के पिंजरे का द्वार खोलो।
किमपि कथयितुम् उद्यता सा तूष्णीम् अभवत्।|About to say something, she became silent.|कुछ कहने को उद्यत वह चुप हो गई।
श्मशानस्य नीरवतां को भेत्स्यति।|Who will break the silence of the cremation ground?|श्मशान की शोरहीनता को कौन भेदेगा।
मेघेषु गर्जत्सु मयूराः ननृतुः।|While the clouds were thundering, the peacocks had danced.|बादलों के गरजने पर मोरों ने नृत्य किया था।
सः स्वल्पेन एव सन्तुष्टः अस्ति।|He is content with just a little.|वह थोड़े से ही संतुष्ट है।
सत्य चित्तं विचारशून्यम् अभवत्।|His mind became empty of thoughts.|उसका चित्त विचारशून्य हो गया।
तव मौनेन अहं व्याकुलः अस्मि।|I am distressed by your silence.|तुम्हारे मौन से मैं व्याकुल हूँ।
ऊर्णनाभस्य जाले तुषारबिन्दवः शोभन्ते।|Dewdrops are shining on the spider's web.|मकड़ी के जाले पर ओस की बूँदें शोभ रही हैं।
त्वं किञ्चिद्विश्रामं स्वीकृत्य पुनः कार्यं कुरु।|Having taken a little rest, do the work again.|तुम थोड़ा विश्राम करके पुनः कार्य करो।
तया मया सह किमपि न उक्तम्।|Nothing was said by her with me.|उसके द्वारा मुझसे कुछ भी नहीं कहा गया।
प्रथमवृष्ट्या वसुधा तृप्यति।|The earth is satiated by the first rain.|पहली वर्षा से धरती तृप्त होती है।
किं त्वम् अद्यापि तत्रैव तिष्ठसि।|Are you still standing in that very same place?|क्या तुम आज भी वहीं खड़े हो।
लेखनी तालपत्रे अक्षरम् उत्कीर्णति।|The stylus is incising a letter on the palm leaf.|लेखनी ताड़पत्र पर अक्षर उत्कीर्ण कर रही है।
मार्गे चलन् इतस्ततः मा पश्य।|While walking on the path, do not look here and there.|मार्ग पर चलते हुए इधर-उधर मत देखो।
पाषाणहृदयः सः कथं रोदिष्यति।|How will that stone-hearted person cry?|वह पत्थर-हृदय वाला कैसे रोएगा।
तव साहाय्यम् अन्तरेण कथम् इदं सेत्स्यति।|Without your help, how will this be accomplished?|तुम्हारी सहायता के बिना यह कैसे सिद्ध होगा।
सः मन्दं मन्दं शिरः चालयति।|He is shaking the head slowly.|वह धीरे-धीरे सिर हिला रहा है।
इदं रहस्यं त्वया गोप्यम्।|This secret is to be kept hidden by you.|यह रहस्य तुम्हें गुप्त रखना है।
मक्षिका भोजने अपतत्।|The fly fell into the food.|मक्खी भोजन में गिर गई।
अस्य रज्जोः ग्रन्थिं विमोचय।|Untie the knot of this rope.|इस रस्सी की गाँठ खोल दो।
आकाशः अतसीपुष्पस्य कान्तिम् इव भाति।|The sky shines like the lustre of a flax flower.|आकाश अलसी के फूल की कांति जैसा चमकता है।
मुकुलितानि कमलानि प्रातः विकसिष्यन्ति।|The budded lotuses will bloom in the morning.|कली बने हुए कमल प्रातः खिलेंगे।
असत्यं वदतः तव जिह्वा न कम्पते किम्।|Does your tongue not tremble while telling a lie?|असत्य बोलते हुए क्या तुम्हारी जीभ नहीं काँपती।
आमघटात् आर्द्रमृदः गन्धः प्रसरति।|The scent of wet earth is spreading from the unbaked pot.|कच्चे घड़े से गीली मिट्टी की गंध फैल रही है।
त्वया मयि विश्वासः कर्तव्यः।|Trust must be placed in me by you.|तुम्हें मुझ पर विश्वास करना चाहिए।
भवतः आगमनेन सर्वं मङ्गलम् अभवत्।|By your arrival, everything became auspicious.|आपके आगमन से सब मंगल हो गया।
तस्य स्मितं गूढार्थपूर्णम् अस्ति।|The smile is full of mystical meaning.|उसकी मुस्कान गूढ़ अर्थ से भरी है।
इदानीम् अत्र स्थित्वा किं करिष्यसि।|Staying here now, what will you do?|अभी यहाँ रहकर क्या करोगे।
मया गतस्य स्मरणं न क्रियते।|The past is not remembered by me.|मेरे द्वारा बीते हुए का स्मरण नहीं किया जाता।
चुल्ल्यां काष्ठानि प्रक्षिप्य अग्निं प्रज्वालय।|Having thrown firewood into the hearth, light the fire.|चूल्हे में लकड़ियाँ डालकर अग्नि जलाओ।
बालकस्य हठः दिने दिने वर्धते।|The child's stubbornness is increasing day by day.|बालक का हठ दिन-प्रतिदिन बढ़ रहा है।
सा स्वनेत्रयोः कज्जलरेखां करोति।|She is drawing a line of kohl on her eyes.|वह अपनी आँखों में काजल की रेखा बना रही है।
तस्य वचनेषु व्यङ्ग्यं निहितम्।|Sarcasm is contained in his words.|उसके वचनों में व्यंग्य डला है।
नद्याः जलं पाषाणान् क्षालयत् प्रवहति।|The river's water flows, washing the stones.|नदी का जल पत्थरों को धोता हुआ बहता है।
सः निर्निमेषनेत्राभ्यां मां पश्यति।|He is looking at me with unblinking eyes.|वह एकटक आँखों से मुझे देख रहा है।
जातिस्मृतिः केनचित् पुण्येन लभ्यते।|The memory of a past life is obtained by some merit.|पूर्वजन्म की स्मृति किसी पुण्य से मिलती है।
तव वाचालतायाः कोऽपि पारः नास्ति।|There is no limit to your talkativeness.|तुम्हारी वाचालता का कोई पार नहीं है।
अयं न्यायः त्वया एव करणीयः।|This justice is to be done by you alone.|यह न्याय तुम्हारे द्वारा ही किया जाना है।
किं त्वं मां विस्मर्तुं शक्नोषि।|Can you forget me?|क्या तुम मुझे भूल सकते हो।
सः दुःखभारेण अवनतः अस्ति।|He is bowed down by the weight of sorrow.|वह दुःख के भार से झुका हुआ है।
चक्रवाकी स्वसहचरं विना क्रन्दति।|The female Chakravaka bird is crying without her companion.|चकवी अपने साथी के बिना रो रही है।
वस्त्रं स्यूत्वा सा विश्राम्यति।|Having sewn the cloth, she is resting.|कपड़ा सीकर वह विश्राम कर रही है।
कुत्र गतोऽसि इति वदतु भवान्।|Tell me, where have you gone?|आप कहाँ गए हुए हैं, यह बताइए।
पादात् कण्टकं निष्कासय।|Remove the thorn from the foot.|पाँव से काँटा निकालो।
तेन किमपि उत्तरं न दत्तम्।|No answer was given by him.|उसके द्वारा कोई भी उत्तर नहीं दिया गया।
प्रतिध्वनिः मूलशब्दस्य अनुकरणम्।|An echo is an imitation of the original word.|प्रतिध्वनि मूल शब्द का अनुकरण है।
अहं तव छाया इव त्वया सह भविष्यामि।|I will be with you like your shadow.|मैं तुम्हारी छाया की भांति तुम्हारे साथ रहूँगा।
सः मां किमपि वक्तुम् इच्छति इव।|He wishes to tell me something, it seems.|वह जैसे मुझसे कुछ कहना चाहता है।
अद्य आकाशः निर्मेघः अस्ति।|Today the sky is cloudless.|आज आकाश बिना बादलों का है।
त्वम् उच्चासनात् भूमौ उपविश।|From the high seat, sit on the ground.|ऊँचे आसन से भूमि पर बैठो।
यजमानः हविः अग्नौ जुहोति।|The sacrificer is offering the oblation into the fire.|यजमान हवि को अग्नि में डाल रहा है।
तया स्वभर्तुः कृते किमपि न कृतम्।|Nothing was done by her for her husband.|उसके द्वारा अपने पति के लिए कुछ भी नहीं किया गया।
अस्य विवादस्य कोऽपि अन्तः नास्ति।|There is no end to this dispute.|इस विवाद का कोई अंत नहीं है।
जीर्णपत्रेषु भ्रमन् पवनः शब्दयते।|The wind, wandering in the old papers, is making a sound.|पुराने पत्रों में घूमता हुआ पवन शब्द कर रहा है।
इदानीं पश्चात्तापेन को लाभः।|What is the use of repentance now?|अब पश्चात्ताप से क्या लाभ है।
नकुलः युधिष्ठिरस्य अनुजः।|Nakula is the younger brother of Yudhishthira.|नकुल युधिष्ठिर के अनुज हैं।
त्वम् आत्मनः कार्यं पश्य।|You look at your own work.|तुम अपना कार्य देखो।
तस्य वचनेषु द्व्यर्थः अस्ति।|There is a double meaning in his words.|उसके वचनों में दो अर्थ हैं।
शिशुः अकारणमेव हसति।|The child is laughing unreasonably.|शिशु बिना कारण ही हँस रहा है।
वृद्धा मञ्चे उपविष्टा।|The old woman is seated on the platform.|वृद्धा मंच पर बैठी है।
सा स्वपतिं क्रुद्धदृष्ट्या अपश्यत्।|She looked at her husband with an angry gaze.|उसने अपने पति को क्रुद्ध दृष्टि से देखा।
एषः मम अन्तिमः प्रयासः।|This is my final attempt.|यह मेरा अंतिम प्रयास है।
कृपया अत्र मा तिष्ठ।|Please do not stand here.|कृपया यहाँ मत खड़े रहो।
सः मर्मान्तिकां पीडां सहते।|He is enduring a heart-rending pain.|वह मर्मान्तक पीड़ा सह रहा है।
इयं कथा केवला कपोलकल्पिता।|This story is merely a fanciful fabrication.|यह कथा केवल मनगढ़ंत है।
दुर्योधनः भीमाय विषम् अददात्।|Duryodhana gave poison to Bhima.|दुर्योधन ने भीम को विष दिया।
सः आत्मानं धन्यं मन्यते।|He considers himself blessed.|वह स्वयं को धन्य मानता है।
किमर्थम् एवं विलपसि।|Why are you lamenting like this?|तुम इस प्रकार क्यों विलाप कर रहे हो।
शिशुः मात्रे स्वव्यथां कथयति।|The child is telling its pain to the mother.|शिशु माता को अपनी व्यथा कह रहा है।
सा पुत्रस्य अदर्शनेन खिन्ना।|She is sad due to the non-sighting of the son.|वह बेटे के न दिखने से खिन्न है।
भवान् कदाचित् सत्यं वदति।|You sometimes speak the truth.|आप कभी-कभी सत्य बोलते हैं।
मार्गे एकः भिक्षुकः अदृश्यत।|A beggar was seen on the road.|मार्ग में एक भिखारी दिखा।
वृद्धायाः करयोः कम्पनम्।|The trembling in the old woman's hands.|वृद्धा के हाथों में कंपन।
कृपया मम उपरि विश्वासं कुरु।|Please have faith in me.|कृपया मेरे ऊपर विश्वास करो।
वृक्षात् च्युतं पुष्पं शुष्यति।|A flower fallen from the tree withers.|पेड़ से गिरा फूल सूख जाता है।
सः मां वञ्चयित्वा कुत्रापि गतः।|Having deceived me, he has gone somewhere.|वह मुझे ठगकर कहीं चला गया है।
त्वं कथम् एवं निश्चिन्तः स्वपिषि।|How are you sleeping so free of care?|तुम कैसे इतने निश्चिंत होकर सो रहे हो।
प्रस्तरखण्डेषु निर्झरस्य संगीतम्।|The music of the waterfall is in the pieces of stone.|पत्थर के टुकड़ों में झरने का संगीत है।
तव हस्ते किं चकास्ति।|What is shining in your hand?|तुम्हारे हाथ में क्या चमक रहा है।
पक्वान्नस्य गन्धः मम क्षुधां वर्धयति।|The smell of cooked food is increasing my hunger.|पके हुए अन्न की गंध मेरी भूख बढ़ा रही है।
अस्य रहस्यस्य भेदनं दुष्करम्।|The piercing (unveiling) of this secret is difficult.|इस रहस्य का भेदन दुष्कर है।
वृष्टिः शाम्यतु ततः परं गमिष्यामि।|Let the rain stop, after that I will go.|वर्षा शांत हो जाए उसके पश्चात् जाऊँगा।
तस्य नयनयोः अश्रुबिन्दवः तरलिताः।|Teardrops quivered in his eyes.|उसके नेत्रों में आँसू की बूँदें बह रही थीं।
त्वया एवं न करणीयम् आसीत्।|This should not have been done by you.|तुम्हें ऐसा नहीं करना चाहिए था।
शय्यायां पतितः सः ज्वरेण कम्पते।|Fallen on the bed, he is trembling with fever.|शय्या पर पड़ा वह ज्वर से काँप रहा है।
तेन दत्तं वचनं विस्मर्तुं न शक्यते।|The promise given by him cannot be forgotten.|उसके द्वारा दिया गया वचन भुलाया नहीं जा सकता।
सः आत्मानं चतुरं मन्यमानः वञ्चितः।|He, thinking himself clever, was deceived.|वह स्वयं को चतुर मानता हुआ ठगा गया।
यथा जलं निम्नं प्रति प्रवहति तथा भाग्यम्।|As water flows towards a low place, so does fate.|जैसे जल नीचे की ओर बहता है, वैसे ही भाग्य।
शिशुं निद्रितं ज्ञात्वा माता शनैः चलति।|Knowing the child to be asleep, the mother walks slowly.|शिशु को सोया हुआ जानकर माता धीरे-धीरे चलती है।
त्वं किमर्थं स्वदोषान् अन्येषु आरोपयसि।|Why do you impose your own faults upon others?|तुम अपने दोष दूसरों पर क्यों मढ़ते हो।
इक्षुदण्डस्य ग्रन्थिः नीरसः भवति।|The knot of the sugarcane stalk is without juice.|गन्ने की डंडी की गाँठ नीरस होती है।
वृद्धा घटितान् पुनः पुनः वदति।|The old woman says past incidents again and again.|वृद्धा बीती हुई घटनाएँ बार-बार कहती है।
तव हस्तरेखाः बहु वदन्ति।|Your palm lines say a lot.|तुम्हारी हस्तरेखाएँ बहुत कुछ कहती हैं।
जतुगृहात् पाण्डवाः कथं पलायन्त।|How did the Pandavas escape from the lac-house?|लाख के घर से पांडव कैसे बच निकले।
अयं कूपः पङ्केन आवृतः।|This well is covered with mud.|यह कुआँ कीचड़ से ढका है।
