sanskrit|english|hindi
कीटाः दीपं परितः उड्डयन्ते।|Insects fly around the lamp.|कीड़े दीपक के चारों ओर उड़ते हैं।
यदा अहं वदामि त्वं शृणु।|When I speak, you listen.|जब मैं बोलता हूँ, तुम सुनो।
दुर्योधनस्य ऊरुः भग्नः।|Duryodhana's thigh was broken.|दुर्योधन की जाँघ टूट गई।
शरीरं जीर्णं वस्त्रमिव।|The body is like a worn-out cloth.|देह फटे कपड़े के समान है।
वृद्धः सोपानं शनैः आरोहति।|The old man climbs the stairs slowly.|वृद्ध सीढ़ी धीरे चढ़ता है।
बालिका सूत्रेण पुष्पं बध्नाति।|The girl ties a flower with a thread.|बालिका धागे से फूल बाँधती है।
सः पादाभ्याम् एव चलति।|He walks only with the feet.|वह पाँवों से ही चलता है।
चक्रं निरन्तरं भ्रमति।|The wheel rotates continuously.|पहिया निरंतर घूमता है।
पाकशालायां कटुगन्धः अस्ति।|There is a pungent smell in the kitchen.|रसोई में तीखी गंध है।
कोकिलः पञ्चमे स्वरे गायति।|The cuckoo sings in the fifth note.|कोयल पाँचवे स्वर में गाती है।
दर्पणः कदापि असत्यं न वदति।|A mirror never tells a lie.|दर्पण कभी असत्य नहीं बोलता।
तस्य उदरं बृहद् अस्ति।|His stomach is large.|उसका पेट बड़ा है।
बालकः पतित्वा न रोदिति।|The child, having fallen, does not cry.|बालक गिरकर नहीं रोता।
नकुलः सर्पेण सह युध्यति।|The mongoose fights with the snake.|नेवला साँप के साथ लड़ता है।
पाञ्चाली पञ्चानां पत्नी आसीत्।|Draupadi was the wife of the five.|पांचाली पाँचों की पत्नी थी।
रज्जुसर्पभ्रमः प्रसिद्धः अस्ति।|The illusion of a snake in a rope is famous.|रस्सी में साँप का भ्रम प्रसिद्ध है।
सा भर्तारं पत्रं लिखति।|She writes a letter to the husband.|वह पति को पत्र लिखती है।
नाविकः नौकां तटं नयति।|The boatman takes the boat to the shore.|नाविक नाव को किनारे ले जाता है।
अनुभवः श्रेष्ठः गुरुः कथ्यते।|Experience is said to be the best teacher.|अनुभव श्रेष्ठ गुरु कहा जाता है।
वृद्धा एकाकिनी उपविशति।|The old woman sits alone.|बुढ़िया अकेली बैठती है।
कृषकः वृष्टिं प्रतीक्षते।|The farmer waits for the rain.|किसान वर्षा की प्रतीक्षा करता है।
अहल्या गौतमस्य पत्नी।|Ahalya was Gautama's wife.|अहल्या गौतम की पत्नी थीं।
सूर्यप्रकाशेन पद्मं विकसति।|The lotus blooms due to the sunlight.|सूर्य के प्रकाश से कमल खिलता है।
सः तूष्णीं तिष्ठति।|He stays quiet.|वह चुप रहता है।
शिशुः चन्द्रं याचते।|The child asks for the moon.|शिशु चन्द्रमा माँगता है।
सा धान्यानि कूटयति।|She is pounding the grains.|वह धान कूटती है।
किं भवान् मम मित्रं भविष्यति।|Will you be my friend?|क्या आप मेरे मित्र बनेंगे।
सत्यं वद धर्मं चर।|Speak the truth, practice Dharma.|सत्य बोलो, धर्म करो।
पुष्करे बहवः मत्स्याः सन्ति।|There are many fish in the pond.|पोखर में बहुत सी मछलियाँ हैं।
सः स्वस्य भाग्यं निन्दति।|He curses his own fate.|वह अपने भाग्य को कोसता है।
वार्धक्यं चिन्तनस्य कालः।|Old age is the time for reflection.|बुढ़ापा चिंतन का काल है।
सा द्वारस्य पृष्ठतः तिष्ठति।|वह द्वार के पीछे खड़ी है।|She is standing behind the door.
अद्य भोज्यं स्वादु अस्ति।|आज भोजन स्वादिष्ट है।|Today the food is delicious.
कर्णः स्वकवचं दानम् अददात्।|कर्ण ने अपना कवच दान में दे दिया।|Karna gave away his armor in charity.
शून्यं सर्वत्र विद्यते।|शून्य सर्वत्र विद्यमान है।|Emptiness exists everywhere.
अश्वः द्रुतं धावति।|घोड़ा तेज दौड़ता है।|The horse runs fast.
सः स्वकर्तव्यं जानाति।|वह अपना कर्तव्य जानता है।|He knows his duty.
बालकः मातृभोज्यम् इच्छति।|बालक माँ से भोजन चाहता है।|The child wants food from his mother.
समयस्य कोऽपि स्वामी नास्ति।|समय का कोई स्वामी नहीं है।|Time has no master.
जीर्णानि पत्राणि वृक्षात् पतन्ति।|पुराने पत्ते पेड़ से गिरते हैं।|Old leaves fall from the tree.
सः स्वल्पेन तुष्यति।|वह थोड़े से संतुष्ट हो जाता है।|He gets satisfied with little.
अहं विद्यालयं गच्छामि।|I am going to school.|मैं विद्यालय जा रहा हूँ।
सूर्यः पूर्वस्यां दिशि उदयति।|The sun rises in the east.|सूर्य पूर्व दिशा में उगता है।
सिंहः वनस्य राजा अस्ति।|The lion is the king of the forest.|शेर जंगल का राजा है।
भवतः नाम किम्?|What is your name?|आपका नाम क्या है?
कृपया मह्यं जलं ददातु।|Please give me water.|कृपया मुझे जल दीजिए।
आकाशः नीलः अस्ति।|The sky is blue.|आकाश नीला है।
सत्यमेव जयते।|Truth alone triumphs.|सत्य की ही विजय होती है।
अश्वः शीघ्रं धावति।|The horse runs fast.|घोड़ा तेज़ दौड़ता है।
पुष्पम् सुन्दरम् अस्ति।|The flower is beautiful.|फूल सुन्दर है।
मम गृहं ग्रामे अस्ति।|My house is in the village.|मेरा घर गाँव में है।
तस्य वचनं प्रस्तरलेखः इव।|His word is like an inscription on stone.|उसकी बात पत्थर के लेख जैसी है।
वानराः वृक्षात् वृक्षं कूर्दन्ते।|Monkeys jump from tree to tree.|बंदर एक पेड़ से दूसरे पेड़ पर कूदते हैं।
द्रौपदी कृष्णं सखायम् अमन्यत।|Draupadi considered Krishna a friend.|द्रौपदी ने कृष्ण को सखा माना।
सः प्रतिदिनं व्यायामं करोति।|He exercises every day.|वह प्रतिदिन व्यायाम करता है।
माता पुत्रं ताडयति।|The mother beats the son.|माता पुत्र को पिटती हैं।
कोऽपि अमरः नास्ति।|No one is immortal.|कोई भी अमर नहीं है।
मार्गे वृषभः उपविशति।|A bull is sitting on the road.|मार्ग में साँड़ बैठा है।
एतत् कथं सम्भवति।|How is this possible?|यह कैसे संभव है।
वृद्धः कथाम् आरभते।|The old man begins the story.|बुढ़ा कथा आरंभ करता है।
प्रश्नः सरलः उत्तरं कठिनम्।|The question is simple, the answer is difficult.|प्रश्न सरल है, उत्तर कठिन।
घटोत्कचः भीमस्य पुत्रः।|Ghatotkacha was Bhima's son.|घटोत्कच भीम का बेटा था।
सः केवलम् अन्नं चिन्तयति।|He only thinks about food.|वह केवल अन्न की चिंता करता है।
ज्ञानस्य प्रकाशः सर्वत्र।|The light of knowledge is everywhere.|ज्ञान का प्रकाश सब ओर है।
पर्जन्यः धरां सिञ्चति।|The rain cloud waters the earth.|बादल धरती को सींचता है।
बाला पाठशालां प्रति धावति।|The girl runs towards the school.|बच्ची पाठशाला की ओर दौड़ती है।
सा स्वपतिं देवं मन्यते।|She considers her husband a god.|वह अपने पति को देव मानती है।
सः प्रतिदिनं किञ्चित् पठति।|He reads a little every day.|वह प्रतिदिन थोड़ा पढ़ता है।
एकाकिनी सा किमपि विरौति।|Alone, she hums something.|अकेली वह कुछ गुनगुनाती है।
श्वः कः आगमिष्यति।|Who will come tomorrow?|कल कौन आएगा।
अस्य गृहस्य द्वारं लघु।|The door of this house is small.|इस घर का द्वार छोटा है।
गरुडस्य दृष्टिः तीक्ष्णा।|Garuda's vision is sharp.|गरुड़ की दृष्टि तीक्ष्ण है।
जटायू रावणं न्यवारयत्।|Jatayu had stopped Ravana.|जटायु ने रावण को रोका था।
बालकः निद्रया वशीकृतः।|The child is hypnotised by sleep.|बच्चा नींद द्वारा वशीभूत है।
सा तण्डुलान् चालयति।|She is sifting the rice grains.|वह चावल चालती है।
पितामही पौत्रं कथां श्रावयति।|The Grandmother tells a story to the grandson.|दादी पोते को कथा सुनाती है।
वटवृक्षस्य छाया सघना।|The shade of the banyan tree is dense.|वटवृक्ष की छाया सघन है।
अहं किं करोमि इति न जाने।|I do not know what am I doing.|मैं क्या कर रहा हूँ यह नहीं जानता।
सः काष्ठं कुठारेण छिनत्ति।|He splits the wood with an axe.|वह लकड़ी को कुल्हाड़ी से काटता है।
जठराग्निः अन्नं पचति।|The digestive fire digests the food.|जठराग्नि अन्न पचाती है।
ईश्वरः कणे कणे वसति।|God resides in every particle.|ईश्वर कण-कण में बसता है।
तस्य हस्ते वेणुः शोभते।|The flute suits in his hand.|उसके हाथ में वंशी शोभती है।
सा रोटिकां वर्तुलयति।|She is making the roti round.|वह रोटी गोल कर रही है।
शनिः मन्दगतिः ग्रहः।|Saturn is a slow-moving planet.|शनि धीमी गति का ग्रह है।
किं भवतः नाम।|What is your name?|आपका क्या नाम है।
इक्षुरसः अतीव मधुरः।|Sugarcane juice is very sweet.|गन्ने का रस बहुत मीठा है।
मार्गे पाषाणखण्डः अस्ति।|There is a piece of stone on the path.|मार्ग में पत्थर का टुकड़ा है।
भीष्मस्य प्रतिज्ञा कठोरा।|Bhishma's vow was severe.|भीष्म की प्रतिज्ञा कठोर थी।
वृद्धस्य देहः कम्पते।|The old man's body trembles.|वृद्ध का देह काँपता है।
आकाशः शब्दस्य गुणः।|Sound is the quality of ether (space).|आकाश शब्द का गुण है।
शशकः पलायनं करोति।|The rabbit is escaping.|शशक निकल भागता है।
सा नदीतः जलम् आनयति।|She brings water from the river.|वह नदी से जल लाती है।
काकः कर्कशं शब्दयते।|The crow caws harshly.|कौवा कर्कश शब्द करता है।
तस्य मतिः भ्रान्ता अस्ति।|His mind is confused.|उसकी मति भटकी हुई है।
इन्द्रः वृष्टिं करोति।|Indra causes the rain.|इंद्र वर्षा करते हैं।
पित्तदोषे कटु हितकरम्।|In a Pitta imbalance, bitter is beneficial.|पित्त दोष में कड़वा हितकर है।
शिशुः हठं करोति।|The child is being stubborn.|शिशु हठ कर रहा है।
तस्य नेत्रे दूरं पश्यतः।|His eyes look far away.|उसकी आँखें दूर देखते हैं।
अद्य मम मौनव्रतम्।|Today is my vow of silence.|आज मेरा मौन व्रत है।
द्यूते युधिष्ठिरः सर्वं हारितः।|In the gamble, Yudhishthira lost everything.|जुए में युधिष्ठिर सब हार गए।
शिल्पी काष्ठे रूपं करोति।|The craftsman creates a form in the wood.|शिल्पकार लकड़ी में रूप बनाता है।
स स्वकार्यं निष्ठया करोति।|He does his work with dedication.|वह अपना कार्य निष्ठा से करता है।
बाल्यं पुनः न आगच्छति।|Childhood does not come again.|बचपन पुनः नहीं आता।
कर्णः दानवीरः आसीत्।|Karna was a hero of charity.|कर्ण दानवीर थे।
आम्रस्य रुचिः मधुरा।|The taste of a mango is sweet.|आम का स्वाद मीठा है।
कस्यचन साहाय्यं कुरु।|Help someone.|किसी की सहायता करो।
सा अङ्गणे अल्पनां लिखति।|She is drawing a design in the courtyard.|वह आँगन में अल्पना बना रही है।
शुकः मधुरं वदति।|The parrot speaks sweetly.|तोता मीठा बोलता है।
राहुः सूर्यं ग्रसति।|Rahu (the demon representing the shadow of earth) eclipses the sun.|राहु (भूच्छाया रूपी दानव) सूरज को ग्रसता है।
तस्याः हस्ते मेन्धिका शोभते।|Henna looks beautiful on her hand.|उसके हाथ में मेंहदी शोभती है।
धेनोः वत्सः धावति।|The cow's calf is running.|गाय का बछड़ा दौड़ता है।
हरिश्चन्द्रः सत्यम् अवदत्।|Harishchandra spoke the truth.|हरिश्चंद्र ने सत्य कहा।
अहं किमपि न उक्तवान्।|I have not said anything.|मैंने कुछ भी नहीं कहा।
नवनीतं मथनेन जायते।|Butter is produced by churning.|मक्खन मथने से बनता है।
बालकः धूल्या क्रीडति।|The child plays with dust.|बालक धूल से खेलता है।
कूपस्य जलं गभीरम्।|The water of the well is deep.|कुएँ का जल गहरा है।
समयः केनापि न स्थग्यते।|Time is not stopped by anyone.|समय किसी से नहीं रुकता।
सः स्वल्पाहारी अस्ति।|He is a mild-eater.|वह थोड़ा-सा खानेवाला है।
सा तुलसीं पूजयति।|She worships the holy basil.|वह तुलसीजी को पूजती है।
जीर्णस्य पत्रस्य शब्दः।|The sound of a withered leaf.|मुरझाये पत्ते का शब्द।
चन्द्रस्य कलाः भिन्नाः।|The phases of the moon are different.|चंद्रमा की कलाएँ भिन्न हैं।
सायङ्काले गृहे दीपः प्रज्वाल्यते।|In the evening, a lamp is lit in the house.|सांझ को घर में दीपक जलाया जाता है।
नकुलः सहदेवस्य भ्राता।|Nakula is Sahadeva's brother.|नकुल सहदेव का भाई है।
वृद्धस्य हस्ते यष्टिः अस्ति।|There is a stick in the old man's hand.|वृद्ध के हाथ में लाठी है।
शिशुः मातुः हस्तं गृह्णाति।|The child holds the mother's hand.|शिशु माँ का हाथ पकड़ता है।
गजः शनैः चलति।|The elephant walks slowly.|हाथी धीरे चलता है।
इदं कार्यं कठिनम् अस्ति।|This work is difficult.|यह कार्य कठिन है।
तस्य मनसि शान्तिः नास्ति।|There is no peace in his mind.|उसके मन में शांति नहीं है।
सः आपणं प्रति गच्छति।|He goes towards the market.|वह हाट की ओर जाता है।
गोमाता पूज्या मन्यते।|The mother cow is considered venerable.|गोमाता पूज्य मानी जाती है।
केन प्रकारेण भवान् जानाति।|How come do you know?|आप किस प्रकार जानते हैं।
सः स्वहस्तेन पाकं करोति।|He cooks with his own hand.|वह अपने हाथ से भोजन पकाता है।
हिडिम्बा भीमस्य पत्नी।|Hidimba was Bhima's wife.|हिडिम्बा भीम की पत्नी थी।
वृद्धायाः स्मरणशक्तिः क्षीणा।|The old woman's memory is weak.|बुढ़िया की स्मरणशक्ति क्षीण है।
शिशुः करुणं क्रन्दति।|The child is crying pitifully.|शिशु करुणापूर्वक रो रहा है।
मृगः तृणं चरति।|The deer grazes on a blade of grass.|हिरण तिनका चरता है।
ग्रामस्य जीवनं सरलम्।|The village life is simple.|गाँव का जीवन सरल है।
इदं भवनं कस्य।|Whose building is this?|यह भवन किसका है।
वृश्चिकः दशति।|A scorpion stings.|बिच्छू डसता है।
नृपस्य आज्ञा पालयितव्या।|The king's order must be obeyed.|राजा की आज्ञा पालनी चाहिए।
सः स्वस्य दोषान् न पश्यति।|He does not see his own faults.|वह अपने दोष नहीं देखता।
बालिका दोलायां दोल्यते।|The girl is swinging on the swing.|बालिका झूले पर झूल रही है।
ऋषिः गुहायां ध्यायति।|The sage meditates in the cave.|ऋषि गुफा में ध्यान करते हैं।
तस्य ध्वनिः मेघः इव।|His voice is like a cloud.|उसकी ध्वनि बादल जैसी है।
शकुन्तला दुष्यन्तम् व्यस्मरत्।|Shakuntala forgot Dushyanta.|शकुंतला दुष्यंत को भूली गईं।
किमपि कथय।|Say something.|कुछ कहिए।
कृषकः बीजं वपति।|The farmer sows the seed.|किसान बीज बोता है।
तस्याः धैर्यं प्रशंसनीयम्।|Her patience is praiseworthy.|उसका धैर्य प्रशंसनीय है।
भवान् कदा प्रत्यागमिष्यति।|When will you return?|आप कब लौटेंगे।
मन्दिरस्य घण्टानादं श्रूयते।|The sound of the temple bell is heard.|मंदिर के घंटे का नाद सुनाई देता है।
सर्वे स्वार्थं चिन्तयन्ति।|Everyone think self-interest.|सब स्वार्थ सोचते हैं।
परशुरामः क्षत्रियान् अमारयत्।|Parashurama killed the kshatriyas.|परशुराम ने क्षत्रियों को मारा।
कफदोषे मधु लाभकरम्।|In a Kapha imbalance, honey is beneficial.|कफ दोष में मधु लाभकारी है।
बालकः चित्रं रङ्गयति।|The child is coloring the picture.|बालक चित्र में रंग भर रहा है।
वृद्धः काष्ठानि सञ्चिनोति।|The old man is gathering wood.|वृद्ध लकड़ियाँ बटोर रहा है।
सा शिरसि घटं वहति।|She carries a pot on the head.|वह सिर पर घड़ा ढोती है।
सर्पः वल्मीकात् निर्गच्छति।|The snake comes out of the anthill.|साँप बाँबी से निकलता है।
एषा वार्ता सत्यं किम्।|Is this news true?|यह समाचार सत्य है क्या।
कृपया मह्यं जलं देहि।|Please give me water.|कृपया मुझे जल दीजिए।
सः स्वप्रतिज्ञां न त्यजति।|He does not abandon his promise.|वह अपनी प्रतिज्ञा नहीं छोड़ता है।
चतुराः जनाः अल्पं वदन्ति।|Clever people speak little.|चालाक लोग थोड़ा बोलते हैं।
नृपस्य भ्रुकुटिः कुटिला जाता।|The king's brow has become crooked.|राजा की भौंहें टेढ़ी हो गईं।
प्रहेलिकायाः गूढार्थम् अन्विच्छ।|Search for the hidden meaning of the riddle.|पहेली का गूढ़ अर्थ ढूँढो।
अरण्ये शिखी केकां करोति।|In the forest, the peacock makes its cry.|वन में मोर केका करता है।
शिशुः स्मितेन जगत् जयति।|The child conquers the world with a smile.|शिशु मुस्कान से संसार जीतता है।
इन्द्रगोपाः धरण्यां विचरन्ति।|The red velvet mites wander on the earth.|मखमली कीड़ें धरती पर विचरते हैं।
द्रोण्यां काष्ठानि सन्ति।|There is firewood in the trough.|काठ की नाँद में लकड़ियाँ हैं।
सा स्वप्रियं हृदि निधाय शेते।|She sleeps, having kept her beloved in the heart.|वह अपने प्रिय को हृदय में रखकर सोती है।
जात्यन्धः सूर्यं न पश्यति।|One blind from birth does not see the sun.|जन्मांध व्यक्ति सूरज को नहीं देखता।
हनूमतः पराक्रमः अचिन्त्यः।|Hanuman's valor is unimaginable.|हनुमान् का पराक्रम अचिन्त्य है।
सः तूष्णींभावेन उपविशति।|He sits in a state of silence.|वह मौन भाव से बैठ रहा है।
गरुडः पन्नगान् रिपून् मन्यते।|गरुड़ साँपों को शत्रु मानता है।|Garuda considers serpents as enemies.
वाग्देवी वीणां वादयति।|वाणी की देवी वीणा बजाती हैं।|The Goddess of Speech plays the Indian lute.
प्रावृषि मण्डूकाः क्रोशन्ति।|(सावन-भादो की) वर्षा में मेंढक टर्राते हैं।|In the rains (of Śravaṇa-Bhādrapada), frogs croak.
तूलिकायाः एकरेखया चित्रं स्फुटम्।|कूची की एक रेखा से चित्र स्पष्ट हुआ।|The painting is clear with one stroke of the brush.
त्वयि गते मम कः आधारः।|तुम्हारे जाने पर मेरा कौन आधार (बनेगा)।|With you gone, who is my support?
शिशुः जानुभ्यां विचरति।|शिशु घुटनों से विचरता है।|The baby wanders on its knees.
मुक्ताफलं शुक्तौ निलीयते।|मोती सीप में छिप जाता है।|The pearl lies hidden in the oyster shell.
पौराणिकाः कथाः सरसाः सन्ति।|पुराणों की कथाएँ सरस हैं।|The Puranic stories are juicy.
अवधानं दत्त्वा कार्यं कुरु।|ध्यान देकर कार्य करो।|Do the work having given attention.
सः निर्निमेषं पश्यति।|वह बिना पलक झपकाए देखता है।|He gazes without blinking.
अर्जुनः गाण्डीवस्य टङ्कारमकरोत्।|Arjuna twanged the Gandeeva (bow).|अर्जुन ने गाण्डीव का टंकार किया।
वात्या वृक्षान् उन्मूलयति।|The gale uproots the trees.|आँधी वृक्षों को उखाड़ देती है।
मुनेः हस्ते कमण्डलुः अस्ति।|There is a water-pot in the ascetic's hand.|मुनि के हाथ में कमंडलु है।
नवोढा व्रीडया मुखं नमति।|The newlywed (bride) bows the head with modesty.|नई दुल्हन लज्जा से मुख झुकाती है।
प्रज्वालितः कर्पूरः गन्धं त्यजति।|Ignited camphor leaves a fragrance.|जला हुआ कपूर गंध छोड़ देता है।
तडागस्य जलं पङ्किलम्।|The water of the pond is muddy.|तालाब का जल कीचड़ वाला है।
शिशुः निरर्थकं जल्पति।|The child babbles meaninglessly.|शिशु निरर्थक बोलता है।
एषः मम निश्चयः अटलः।|This resolve of mine is unshakeable.|यह मेरा निश्चय अटल है।
सूच्यग्रेण यावान् अवकाशः।|As much space as on the tip of a needle.|सुई की नोंक के जितना स्थान।
दम्भिनः विद्या निष्फला।|The knowledge of an arrogant person is fruitless.|दंभी की विद्या निष्फल होती है।
कृष्णः पाञ्चजन्यम् अधमत्।|Krishna blew the Panchajanya (conch).|कृष्ण ने पाञ्चजन्य (शंख) फूँका।
मर्कटः फलं खादित्वा क्षिपति।|The monkey, after eating the fruit, throws it away.|बंदर फल खाकर फेंक देता है।
दिगन्ते सूर्यबिम्बं दृश्यते।|The orb of the sun is seen at the horizon.|क्षितिज पर सूर्य का बिम्ब दिखता है।
सा तण्डुलान् प्रक्षालयति।|She is washing the rice grains.|वह चावल धो रही है।
तस्य वाणी स्खलति।|His voice falters.|उसकी वाणी लड़खड़ाती है।
पान्थः मार्गं पृच्छति।|The traveler asks for the way.|पथिक मार्ग पूछता है।
मृगतृष्णा सत्यवत् प्रतिभाति।|The mirage appears like truth.|मृगतृष्णा सत्य जैसी प्रतीत होती है।
कः कोलाहलः श्रूयते।|What uproar is being heard?|कौनसा कोलाहल सुनाई दे रहा है।
वृद्धः दन्तैः हीनः अस्ति।|The old man is devoid of teeth.|वृद्ध दाँतों से हीन है।
ऊषरभूमौ किमपि न रोहति।|Nothing grows in barren land.|ऊसर भूमि में कुछ नहीं उगता।
