Sanskrit|English|Hindi
वत्स ते पितामही न दृश्यते।|O child, your grandmother is not visible.|बच्चे तुम्हारी दादी दिखाई नहीं देती।
किं रामस्य शान्ता नाम भगिनी बभूव हि।|Was there actually a sister of Rāma named Śāntā?|क्या राम की शान्ता नाम की बहन भी हुई थी?
देवानुरोधात् शिवो विवाहाय सज्जितः।|By the request of the devas, Shiva got ready for marriage.|देवताओं के अनुरोध पर शिव विवाह के लिए सज्जित हुए।
किं स्वभावतयाऽस्य स्वरः स्त्रैणो विद्यते।|Is his voice naturally feminine?|क्या इसकी ध्वनि स्वाभाव से स्त्रियों सी है?
सा कोकिला कुत्र निवसति।|Where does that cuckoo reside?|वह कोयल कहाँ रहती है?
अयं ते कनिष्ठो भ्राता आगतः।|This, your younger brother, has come.|यह तुम्हारा छोटा भाई आया।
अवश्यं तपसा सर्वं साध्यम्।|Certainly, everything is achievable through penance.|अवश्य तप से सब साध्य है।
किं त्वं कदापि दिल्लीं न गतः।|Have you never gone to Delhi?|क्या तुम कभी दिल्ली नहीं गए?
एषा प्रतिदिनं हरेरर्चां पूजयति।|She worships the idol of Hari every day.|यह प्रतिदिन हरि की मूर्ति की पूजा करती है।
हे प्रभो कल्के कदा आगन्तासि।|O Lord Kalki, when will you come?|हे कल्कि प्रभु, कब आओगे?
त्वं चपेटिकाया उत्कण्ठितो भासि।|You seem eager for a slap.|तुम चाटे के लिए उत्सुक लगते हो।
कश्चन अमेरिकीय-स्नातकः भारतीयः युवा सद्यः एव अलिखत् -|A young Indian college graduate from the US wrote recently:|
कौर्नेल् इत्यत्र मम स्नातकाध्ययनदिनेषु न्यायशास्त्रस्य प्रथमस्तरम् अहम् अधीतवान्  ‘The Death of Sanskrit’ इति सिद्धान्तस्य समर्थकात्।|During my undergrad at Cornell, I learnt the basics of Nyāya from a proponent of ‘The Death of Sanskrit’ theory.|
तस्य मतानुसारं भगवद्गीता नाम जातिवादस्य शास्त्रं यत्र जातिगतकर्तव्यं साधयितुं कुलनाशोऽपि समर्थितः।|According to him, the Bhagavad Gita was a manual of casteist morality, which advocated the annihilation of one’s clan if required by one’s caste-based duties.|
स एव विभागः युद्धनीतिविषयेऽपि पाठम् अयच्छत् यत्र पाश्चिमात्य: ‘just war’ सिद्धान्तः अनुसन्धीयते।|The same department offered a course on the philosophy of war, exploring the “just war theory” in Western Theology.|
अपक्वबुद्धिनं जनं धर्मसम्मतनिरर्थकहिंसायाः युद्धनीतिविचारणायाः भेदः अघातयत्।|For an impressionable mind, the contrast between a tradition supposedly justifying reckless violence and a systematic philosophy of war was striking.|
तस्मात् अहं भारतीयपरम्परायां युद्धनीतिविषये आन्विषम्।|This led me to investigate the Indian tradition for a theory of just war.|
आश्चर्यं नाम न केवलं मया महाभारत-स्मृत्यादिषु नैकेषु ग्रन्थेषु मूलवस्तु प्राप्तं किन्तु महता प्रमाणेन भाष्यादिश्च रामानुजात् मधुसूदन-सरस्वती-तः पी-वी-काणे पर्यन्तम्।|To my surprise, I found not just a large body of original material in the Mahabharata and Smriti texts but also extensive scholarship ranging from Ramanuja and Madhusūdana Sarasvatī to P. V. Kane.|
वर्गे “गीतायां युद्धनीतिः” इति विषये प्रबन्धम् अलिखम्।|I submitted a paper in the class on “the concept of the Just War in the Gita.”|
शैक्षिक-(पाश्चात्त्य-)उद्धरणानि न दत्तानि इति आक्षेपे सति मया प्रत्युत्तरितं यत् संस्कृतज्ञोऽहं स्वयमेव अनूदितवान्, अतः वस्तुतः अधिकगुणानाम् अधिकारी अस्मि।”|When challenged for not providing any “academic” (read ‘western’) citations, I replied that I knew Sanskrit and relied on my own translations of the originals, for which I deserved extra credit!”|
भारताध्ययने कः दोषः?|What is wrong with Indology?|
भारतीयसंस्कृति-भाषा-सभ्यतानाम् अध्येतॄन् आत्मनः मन्यमानैः तैः तेषामध्ययनेषु भारतीयविचाराः, भारतीयचिन्तनानि च परित्यक्तानि, अत्र किं कारणम्?|For an academic enterprise that claims to study Indian culture, language and civilization, what explains the stark absence of native voices and views from Indology?|
कुतः पाश्चात्त्याः एव लेखकाः, शिक्षणपद्धतयः, सिद्धान्ताः न कदापि भारतीयकल्पनाः, शास्त्रज्ञानं, स्थानीयध्वनयः च?|Why do we see only western authors, study references and analytic frameworks and never find any Indian ideas, knowledge systems and native voices?|
संस्कृतिसभ्यतयोः अध्ययने यत्र स्थानिकानां स्वत्वं मौलिकत्वं च परिशील्यते तत्र तेषां परामर्शः कुत्र?|In Civilizational and Cultural studies, what voice do natives have in an enterprise that deeply impact their identity as well as value systems?|
जीवत्याः सभ्यतायाः व्याख्यानं निरूपणं नियमनं च कर्तुं ‘बाह्यानां’ का प्रसक्तिः?|What is the role of ‘Outsiders’ in interpreting, formulating and controlling the discourse for a living culture?|
शक्तिमतः व्याख्यातुः तथा च अशक्तस्य अनूदित-व्याख्यापात्रस्य नैतिकसम्बन्धः परस्परसंवादश्च कथं स्यात्?|What should be the ethical relationship and dynamics between the powerful interpreter and the silent interpreted?|
भारताध्येतॄणां समग्रसभ्यतायाः निःसङ्कोचं विनिर्णयं कर्तुं स्वघोषितस्याधिकारस्य मूलं किम्?|What is the basis of the claimed authority of Indology to confidently interpret and pass judgment on an entire culture or civilization?|
पाश्चात्त्ये शिक्षाक्षेत्रे कृष्णवर्णीयानामध्ययनं लिङ्गभेदाध्ययनम् अन्यानि च आत्मशोधकाध्ययनानि यानि, तेभ्यः भारताध्ययनं तत्रापि संस्कृताध्ययनं विशेषतया राजते।|Unlike Black, Gender and other identity studies in the western academe, Indology in general and Sanskrit studies in particular, have been living a charmed existence.|
जीवतः स्रोतसः अतिदूरं तिष्ठन् कश्चन विशिष्टवर्गीयः ‘पाश्चात्त्यः’ शिक्षकसमाजः अत्र नियामकः। एतेन वर्गविशिषेण मानसिकदास्यस्य परिहारः सर्वथा निराकृतः। संस्कृतिविषयकां जागरूकतां संस्कृतेः अपहारं चावलम्ब्य मथ्यमानेभ्यः सामाजिकनिर्बन्धेभ्योऽपि एते पलायन्ते।|Controlled by an elite ‘western’ academic community located far away from the living source culture, this Indology group has successfully resisted decolonization and managed to escape the evolving social and ethical norms around cultural sensitivity and appropriation.|
कथं नाम एते भारताध्येतारः भारतविषयके संस्कृतविषयके च परिभाषणे स्वीयम् अधिशासनं समर्थयन्ति ?|How does Indology justify and deploy its reins over the Indian and Sanskrit discourse?|
कथं वा विनियुञ्जते? के नाम तेषां सविस्तरस्य आख्यानकस्य अवयवाः यैः एते भारतीयविचारेभ्यः पृथक् स्वीयं प्राबल्यं समर्थयन्ति पोषयन्ति च?|What are the components of the elaborate narrative deployed by the western academe to justify and maintain their hegemony over native voices?|
संस्कृतस्य नियमनेन तदनुगुणं भारतीयसांस्कृतिकपरिचर्चायाः नियमनेन आख्यानकस्य निर्माणं संवर्धनं च कथं भवति इत्यस्य कानिचन सद्यस्कानि उदाहरणानि|A few recent examples help us understand the unique dynamics of building and sustaining the Indological narrative by means of primarily controlling Sanskrit – the language and by extension Indian cultural and civilizational discourse|
तत्र एकः चित्रकारो वानरः अस्थात्।|There, a monkey painter stood.|वहाँ एक चित्रकार बंदर खड़ा था।
त्यज्यतां तद् अहं स्वयं हि करिष्यामि।|Let that be abandoned; I will do it myself.|छोड़ दिया जाए मैं स्वयं ही करूँगी।
कस्य विषयस्य परीक्षा अभूद् अद्य।|Which subject's examination took place today?|आज किस विषय की परीक्षा हुई?
पाण्डेयेन छेदिर्हतः।|Chedi was killed by Pāṇḍeya.|पाण्डेय द्वारा छेदि मारा गया।
धनार्थं सर्वे पठन्ति न आत्मार्थम्।|Everyone studies for wealth, not for soul.|सभी धन के लिए पढ़ते हैं, अपने लिए नहीं।
न जानाम्यहं क्षमस्व मां।|I do not know; forgive me.|मुझे नहीं पता; मुझे क्षमा करो।
क्रीडायां विजयेन को लाभो मित्र।|What is the benefit of victory in the game, friend?|खेल में जीत से क्या लाभ है, मित्र?
लिखित्वा लिखित्वा बुभुक्षा बाधते।|After writing and writing, hunger troubles.|लिखते-लिखते भूख कष्ट देती है
इदं पीत्वा तत् खाद।|Eat that after drinking this.|यह पीकर वह खाओ।
लकारेषु लुङ्लकार उपेक्षिततमः।|Among the tenses, the aorist tense is the most neglected.|लकारों में लुङ्लकार सबसे उपेक्षित है।
आवयोः पितृष्वसुः नाम किम्।|What is the name of the paternal aunt of both of us?|हम दोनों की बुआ का नाम क्या है?
स्वप्रियतमां किमर्थं न वदसि सेवायै नीच।|Why do you not tell your beloved for nursing, wicked?|अपनी प्रियतमा को सेवा के लिए क्यों नहीं कहता, नीच?
तव स्त्रीवादो मूलतः स्त्रीत्वघृणा विद्यते।|Your feminism is actually the hatred for femininity.|तुम्हारा स्त्रीवाद मूलतः स्त्रीत्व से घृणा है।
भारतस्य प्रतिबालं श्रीरामस्य जयेति वदिष्यति।|Every child of India will say, “Hail Shri Rama!“.|भारत का बच्चा-बच्चा श्रीराम की जय कहेगा।
होलिका कदा विद्यते रे।|Hey, When is Holi?|होली कब है रे?
यदपि क्रियतां तव इष्टं न करिष्ये।|Whatever be done, I will not do your favour.|जो भी किया जाए, मैं तुम्हारा चाहा नहीं करूंगा।
एतद् वस्त्रं त्वयि न शोभते भगिनि।|This cloth does not suit you, sister.|यह कपड़ा तुम्हें नहीं शोभता, बहन।
ग्रामप्रधानस्य पत्न्या नाम मञ्जुः।|The name of the wife of the chief of the village is Mañju.|ग्राम प्रधान की पत्नी का नाम मञ्जु है।
विपदि रक्षिण्यो रक्ष्यान्तरितो भवन्ति।|In emergency, the female bodyguards hide behind the protectee.|विपत्ति में रक्षा करनेवालियाँ रक्ष्य के पीछे छिप जाती हैं।
अधुनाऽपि बहवो नीचाः स्त्रीबालान् ताडयन्ति।|Even now, many lowly people beat women and children.|अब भी, कई नीच लोग महिलाओं और बच्चों को पीटते हैं।
लोहितायति भास्करे|As soon as the sun is red|सूर्य के लाल होते ही
यः क्रियावान् सः पण्डितः|the doer alone learneth|
अहम् अविकत्थनः अस्मि|I don't brag|मैंं डींग नहीं मारता
बाहुम् अच्छिनत्|cut of the arms|बांह को काट दिया
कौलालः दण्डेन चक्रं सम्भ्रमयति|the potter turns the wheel with the stick|कुम्हार डंडे से चक्र को घुमाता है
मूर्धजेषु निगृह्णाति|It holds in the scalp|चुटिया पकड़ता है
वासिताहेतुः यूथपौ कुञ्जरौ युध्येते|Two elephants fight for the female elephant|हथिनी के लिए दो हाथी लड़ते हैं
नाहं भीषयितुं शक्यो वाङ्मात्रेण केवलम्।|I cannot be frightened with words alone|मुझे केवल बातों से डराया नहीं जा सकता।
दिष्ट्या अद्य मे चक्षुर्विषयं प्राप्तोऽसि|Fortunately you have come under my sight today|सौभाग्य से आज मेरे आंखों के सामने आए हो
न हि मे मोक्ष्यसे जीवन् यदि नोत्सृजसे रणम्।|If you don't give up the fight, you won't survive.|यदि युद्ध नहीं छोड़ोगे तो जीवित नहीं बचोगे।
रोहन-सेनविरत्नः, श्रीलङ्कायाः पेरदेनियविश्वविद्यालयात् डी फिल्, “Speaking in God’s Tongue” इति स्वीये २०१९वर्षे प्रकाशिते लेखे लिखति,|Rohana Seneviratne, DPhil (Oxon), of the University of Peradeniya, Sri Lanka in his 2019 article “Speaking in God’s Tongue” writes:|
अ) बहुधा पारम्परिक-भारतीय-विद्वद्भ्यः हार्वर्ड्-आक्सफर्ड्-कोलम्बियास्थाः प्राध्यापकाः अतितरां सुदक्षाः परिश्रमिणः च।|a) Professors at Harvard, Oxford and Columbia are several times more meticulous and assiduous that MOST Indian traditional scholars|
आ) धार्मिकाख्यानेषु न बुद्ध्या विश्वसन्ति, भारतीयविद्वद्भ्यः तेषां शिक्षास्तरः अत्यन्तम् अतिशेते, इति स्यात् यदि नाम पाश्चात्त्यानां दोषोऽस्ति।|b) If anything is to be blamed, it is their willingness to not take religious and divine claims at face value and their high academic standards that far exceeds the Indian scholars|
इ) पण्डितेभ्यः पाश्चात्त्याः अध्ययने विशिष्य पारम्परिकाः।|c) Westerners are more pedantically ‘traditional’ in their learning than the pundits|
ई) पाश्चात्त्यविद्वांसः कालाबाधितया ‘वाद’पद्धत्या सत्यान्वेषणं कुर्वन्ति, न यथा भारतीयपण्डिताः।|d) Western scholars engage in the time-tested ‘debate’ model in pursuit of the truth unlike modern Indian Pundits|
उ) भारतीयग्रन्थाः धार्मिक-अतिमानवीय-प्रलपनेन पूर्णाः, अपक्षपातिभिः पाश्चात्त्यैरेव तत् निस्सारयितुं शक्यते।|e) Indian texts are full of religious and mystic garbage that can be stripped off only by dispassionate westerners.|
ऊ) केचन संस्कृतमयूखाः मुनयः इव पूज्यन्ते किन्तु वास्तविकं ते वञ्चकाः। भारतीयाः पूर्वाग्रहदूषिताः अतः बाह्यप्रेक्षकः कश्चन अपेक्षितः‌ वञ्चनम् उद्घाटयितुम्।|f) Some Sanskrit doyens have a saint-like stature but are really forgers. Indians are too biased to highlight them and would benefit from an external referee.|
एवमेव सुमित-पौल्, संस्कृत-शेमीय-भाषाणां स्वयंघोषित-पण्डितः, डेक्कन्-हेराल्ड् इति पत्रिकायां 2019तमे वर्षे “Who killed Sanskrit?” इति शीर्षकान्तर्गतम् अलिखत्,|In a similar vein, Sumit Paul, a self-acclaimed Sanskrit and Semitic language scholar, writes in the Deccan Herald (2019) under the headline “Who killed Sanskrit?”|
अ) संस्कृताध्ययनकेन्द्राणि अद्यत्वे यूरोप्-अमेरिकासु, तत्रापि आक्सफर्ड्-हार्वर्ड्-हीडल्बर्ग्-आदिषु सन्ति।|a) The real centers of Sanskrit scholarship today are in Europe and the USA, specifically the likes of Oxford, Harvard, Heidelberg etc.|
आ) भारते कोऽपि संस्कृतं न पठति, स्वगृहे एव संस्कृतं साक्षात् मृतम्।|b) No one studies Sanskrit in India and the language is practically dead in its homeland|
इ) भारते संस्कृताध्यापकाः प्रभूतं वेतनं स्वीकृत्य केवलं समययापनं कुर्वन्ति।|c) Professors of Sanskrit in India are whiling away their time while getting hefty salaries.|
ई) भारतीय-प्राध्यापकाः संस्कृतं न जानन्ति न वा वक्तुं शक्नुवन्ति। ते यत्किमपि लिखन्ति अनुसन्धानं कुर्वन्ति वा तत् सर्वं वस्तुतः निस्सारम् अप्रामाणिकं च।|d) The Indian professors do not know Sanskrit and cannot speak Sanskrit at all. Whatever they research and write is in any case shoddy and sub-standard.|
उ) पाश्चात्त्यविद्वांसः एव संस्कृतं सुदृढतया अवगच्छन्ति तस्याः भाषायाः संवर्धनं कर्तुमपि जानन्ति। ते एव खलु जेडै-स्वामिनः।|e) Western Sanskrit scholars have marvelous knowledge of Sanskrit and truly know how to cherish the language. They are the true Jedi masters|
ऊ) वस्तुतः वेण्डी डौनिगर्, अमेरिकीया विदुषी, त्रिविधं संस्कृतं वदति – नूतनं स्थानिकं वैदिकं चेति! (प्रायशः स्वगतमेव यतो हि वैदिकं संस्कृतं गतेभ्यः न्यूनातिन्यूनं 1500वर्षेभ्यः न केनाप्युच्चरितम्!)|f) In fact, Wendy Doniger, the American scholar speaks 3 types of Sanskrit – modern, colloquial as well as Vedic Sanskrit! (In all probability, a monologue since no one has spoken Vedic Sanskrit for the past 1500 years, at the very least!)|
उभयोरपि लेखयोः सारः अयं यत् पाश्चात्त्यः संस्कृतज्ञः एव अद्य वस्तुतः संस्कृतस्य गतिमानकः स्वामी च।|The theme of both these articles is that the western Sanskritist is today the true pacesetter as well as ‘owner’ of Sanskrit.|
पारम्परिक-भारतीय-पण्डिताः यतो हि गुणहीनाः संस्कृतसम्भाषणे असमर्थाः च, अतः पैतृकाधिकारं प्रार्थयितुमपि न तेषाम् अधिकारः।|Given their obvious lack of quality and inability to speak the language, the traditional Indian pundit class has lost all moral authority to even claim their patrimony.|
संस्कृतस्य, भारतीयसभ्यतायाः च उज्ज्वलभविष्याय एतदेव वरं यत् वयं प्रबुद्धस्य पश्चिमस्य आधिपत्यम् अङ्गीकुर्मः।|It is better for the future of the language and the Indian civilization that we accept the suzerainty of the enlightened west|
अत्र उल्लेखनीयं तृतीयम् उदाहरणम् अस्ति भारताध्येतुः तत्त्वचिन्तकस्य च जनार्दन-गणेरी-महाभागस्य, यः 2017तमे वर्षे Upanishadic Episteme विषये लिखति।|An interesting third example is an article by the Indologist and Philosopher Jonardon Ganeri, DPhil (Oxon), who writes about the Upanishadic Episteme (2017)|
भवभूतिं नमामः श्लाघामहे च, परन्तु कालः समागतः भारताध्यनस्य एतस्याः पद्धतेः दृढप्रत्ययस्य प्रत्युत्तरस्य च। प्रत्युत्तरस्यास्य नवोद्गताः परिधीन् पश्यामः द्वितीये भागे।|While we applaud and appreciate Bhavabhuti’s spirit, the time has come for a robust analysis and response to this Indological approach. The emerging contours of this response will be covered in Part 2|
भारताध्ययनं संस्कृताध्ययनं च एकमेवाद्वितीयम् इति प्रतिभाति। नान्यत् संस्कृति-अध्ययनक्षेत्रं भाषाध्ययनक्षेत्रं वा यत् भारताध्ययनक्षेत्रम् इव पाश्चात्त्य-संस्कृताध्ययनक्षेत्रम् इव प्रवर्तते। ननु पाश्चात्त्य-विश्वविद्यालयेषु पठितानां भारतीयानां मतानि अत्र प्रबोधकानि:|It does seem that Indology and Sanskrit studies are sui generis. There is no other cultural and language studies area that operates like Indology and western Sanskrit studies. In fact, the view of natives who have studied in these western universities are enlightening:|
