Sanskrit|English|Hindi
शीतकम्पेन दन्ताः वाद्यन्ते।|From a cold shiver, the teeth chatter.|ठण्ड की कँपकँपी से दाँत बजते हैं।
वेल्लनी पट्टिकायां रोटिकां विस्तारयति।|The rolling pin spreads the flatbread on the board.|बेलन चकले पर रोटी फैलाता है।
क्रकचः काष्ठस्य अन्तः प्रविशति।|The saw enters inside the wood.|आरा लकड़ी के भीतर प्रवेश करता है।
अङ्कुशेन गजः नियन्त्र्यते।|An elephant is controlled with a goad.|अंकुश से हाथी नियंत्रित होता है।
ध्मात्रा अग्निः प्रज्वाल्यते।|Fire is kindled with a bellows.|धौंकनी से आग जलाई जाती है।
द्रुघणेन धान्यानि कुट्ट्यन्ते।|Grains are pounded with a wooden hammer.|मूसल से अनाज कूटे जाते हैं।
शलाका ऊर्णावस्त्रं वयति।|A knitting needle weaves a woolen cloth.|सलाई ऊनी कपड़ा बुनती है।
रन्ध्रणयन्त्रेण काष्ठे रन्ध्रं क्रियते।|A hole is made in the wood with a drill.|बरमे से लकड़ी में छेद किया जाता है।
मन्थानेन दधि मथ्यते।|Curd is churned with a churning stick.|मथानी से दही मथा जाता है।
मृदङ्गस्य स्वनः उत्सवे श्रूयते।|The sound of the mridangam is heard in the festival.|मृदंग का स्वर उत्सव में सुनाई देता है।
तुलादण्डः समतां दर्शयति।|The beam of the balance shows equality.|तराजू की डंडी समता दिखाती है।
नेदं महाकाव्यम्।|This is not an epic.|यह महाकाव्य नहीं है।
आंशिकः सन्दर्भः एव प्राप्यते मम कथायाम्।|Only a partial reference is found in my story.|मेरी कथा में केवल आंशिक सन्दर्भ ही प्राप्त होता है।
क्वचित् देवविशेषस्य वन्दना क्रियते।|At times, a specific deity is worshipped.|कहीं पर विशेष देवता की वन्दना की जाती है।
त्वमलं मह्यम्।|You are enough for me.|तुम मेरे लिए पर्याप्त हो।
अयं दुस्तरः।|This is difficult to swim across.|यह पार करना कठिन है।
आपादशीर्षं भस्मलिप्तः सः।|He is smeared with ash from head to toe.|वह सिर से पाँव तक भस्म से लिप्त है।
प्रतिपलमीश्वरं चिन्तय।|Contemplate God every moment.|प्रत्येक क्षण ईश्वर का चिन्तन करो।
प्रदेहि बलं देव।|Lord, grant me strength.|हे देव, मुझे बल प्रदान करो।
सद्गुरोः शिक्षाम् अनुपालय।|Follow the teachings of a virtuous guru.|सद्गुरु की शिक्षा का पालन करो।
तिमिरस्य अपहारिणे नमः।|Salutations to the remover of darkness.|अंधकार को हरने वाले को नमस्कार।
वर्ण्यविषयः सत्याधारितः स्यात्।|The matter to be described should be based on truth.|वर्ण्य विषय सत्य पर आधारित होना चाहिए।
प्रासङ्गिका भवेत् कथा।|The story should be relevant.|कथा प्रासंगिक होनी चाहिए।
नाटकस्य विशेषताः उच्यन्ताम्।|Let the features of the play be stated.|नाटक की विशेषताएँ बताई जाएँ।
कार्यकारणसम्बन्धो भवति द्वयोः।|There is a causal relationship between the two.|दोनों के बीच कारण-कार्य सम्बन्ध होता है।
समीक्षकाः तत्पत्रस्य समीक्षणं कुर्वन्ति।|The critics review that article.|समीक्षक उस पत्र का समीक्षण करते हैं।
नवीनरीत्या पाठः पाठितः तया।|The lesson was taught by her in a new way.|उसने पाठ को नवीन रीति से पढ़ाया।
अर्वाचीनैः किमुक्तमस्य विषये।|What has been said by the contemporaries on this subject?|इस विषय पर आधुनिकों ने क्या कहा है।
सुसंघटिता कथा एषा भिन्नविषयवस्तुना।|This is a well-structured story with a different theme.|एक सुव्यवस्थित कथा भिन्न विषयवस्तु के साथ।
अधुना शैथिल्यं न प्रदर्शयेत्।|Now, one should not show laxity.|अब शिथिलता नहीं दिखानी चाहिए।
पठेमां लोककथां पुत्र।|Read this folk tale, my son.|इस लोककथा को पढ़ पुत्र।
महतः असन्तोषस्य विषयः अयम्।|This is a matter of great displeasure.|यह अत्यधिक असन्तोष का विषय है।
पूर्वछात्राणां सम्मेलनमिदम्।|This is a gathering of alumni.|यह पूर्व छात्रों का सम्मेलन है।
समारोपकार्यक्रमस्य सञ्चालनं कया कृतम्।|By which lady was the valedictory function conducted?|समारोप कार्यक्रम का संचालन किस महिला के द्वारा किया गया।
सर्वे विद्वांसः प्राचार्याः सन्ति।|All the learned ones are principals.|सभी विद्वान व्यक्ति प्राचार्य हैं।
किन्तु सर्वे प्राचार्याः विद्वांसः न सन्ति।|But not all principals are scholars.|किन्तु सभी प्राचार्य विद्वान नहीं होते।
विद्यालये वैदेशिकभाषाणां विकल्पः न भवतु।|Let there be no option of foreign languages in the school.|विद्यालय में विदेशी भाषाओं का विकल्प न हो।
छात्राणां सङ्ख्या ह्रासमाना अस्ति।|The number of students is dwindling.|छात्रों की संख्या घट रही है।
तव स्थितिं विलोक्य माता चिन्तातुरा जाता।|Seeing your condition, mother became anxious.|तेरी स्थिति देखकर माता चिन्तित हो गई।
संस्कृतम् अनिवार्यविषयो भवतु।|Let Sanskrit be a compulsory subject.|संस्कृत अनिवार्य विषय हो।
सम्मेलने कः प्रस्तावः दत्तः।|Which proposal was presented in the conference?|सम्मेलन में कौनसा प्रस्ताव दिया गया।
लता वृक्षम् आलिङ्गति।|The creeper embraces the tree.|बेल पेड़ का आलिंगन करती है।
कण्टकः पादं रक्षति पुष्पं च।|The thorn protects the foot (of the tree) and the flower.|काँटा (पेड़ के) निचले भाग और फूल की रक्षा करता है।
पर्णेभ्यः स्रवति वृक्षस्य रसः।|The sap of the tree oozes from the leaves.|पत्तों से पेड़ का रस रिसता है।
परागः वातेन दूरं नीयते।|Pollen is carried far by the wind.|पराग पवन से दूर ले जाया जाता है।
मूलानि भूमेः रसं पिबन्ति।|The roots drink the essence of the earth.|जड़ें भूमि का रस पीती हैं।
कोटरः पक्षिणः गृहं भवति।|A hollow is a bird's home.|(पेड़ की) खोखर पंछी का घर होता है।
काष्ठस्य वलयेषु वयः अङ्कितम्।|Age is marked in the rings of the wood.|लकड़ी के छल्लों में आयु अंकित है।
शुष्कपत्रं पथि शब्दं करोति।|A dry leaf makes a sound on the path.|सूखा पत्ता पथ पर शब्द करता है।
गुल्मस्य अन्ते जन्तवः निलीयन्ते।|Animals hide inside the bush.|झाड़ी के भीतर जंतु छिपते हैं।
मुकुलः सूर्यम् अपेक्षते।|The bud waits for the sun.|कली सूर्य की प्रतीक्षा करती है।
गवाक्षेण प्रकाशस्य सूत्रम् आयाति।|A thread of light comes through the window.|झरोखे से प्रकाश का सूत्र आता है।
वृक्षाणाम् अधः चित्रा छाया।|Dappled shade is beneath the trees.|पेड़ों के नीचे चितकबरी छाया है।
कस्याश्चिद्व्यक्तेः छायाऽऽकृतिः दीर्घा।|The silhouette of a person is long.|किसी व्यक्ति की छाया की आकृति लंबी है।
मेघच्छन्ने दिने प्रकाशः मृदुः।|On a cloudy day, the light is soft.|बादलों से ढके दिन में प्रकाश कोमल होता है।
जले चन्द्रस्य बिम्बं कम्पते।|The reflection of the moon trembles on the water.|जल में चन्द्र का प्रतिबिंब कँपता है।
रत्नं प्रकाशं गृहीत्वा विकिरति।|A gem absorbs light and radiates it.|रत्न प्रकाश को लेकर बिखेरता है।
सायङ्काले छाया पूर्वाभिमुखी भवति।|In the evening, the shadow becomes east-facing.|शाम को छाया पूर्व की ओर होती है।
खद्योतः स्वप्रकाशेन पन्थानं करोति।|The firefly makes its path with its own light.|जुगनू अपने प्रकाश से पथ बनाता है।
गहनवने सूर्यकिरणाः विरलाः।|In the dense forest, sunrays are sparse.|घने वन में सूर्य की किरणें कम होती हैं।
प्रदीपस्य प्रकाशवृत्ते कीटः भ्रमति।|An insect wanders in the ring of light of the lamp.|दीपक के प्रकाश-घेरे में कीट घूमता है।
हृत्पूर्वकं स्वागतं भवत्याः।|A hearty welcome to you.|आपका हृदय से स्वागत है।
निष्ठया कृतं कर्म एव पूजा भवति।|Work done with dedication itself becomes a worship.|निष्ठा से किया गया कर्म ही पूजा बन जाता है।
सेवाधर्ममाचर।|Practice the duty of service.|सेवा धर्म का आचरण करो।
अनिश्चिततामेघेन आच्छादितं तस्य जीवनम्।|His life is clouded with uncertainty.|उसका जीवन अनिश्चितता के मेघ से आच्छादित है।
ज्ञानयज्ञालयो भवति विद्यालयः।|An academy is a place of knowledge-sharing.|विद्यालय ज्ञानयज्ञ का स्थल होता है।
हा कष्टं जीवनस्य।|Alas! life is miserable.|हाय जीवन का यह कष्ट।
लघ्वक्षराणि न सम्यक् दृश्यन्ते।|The small letters are not clearly visible.|सूक्ष्म अक्षर स्पष्ट नहीं दिख रहे।
सर्वाणि पदानि एकीकृत्य लिख।|Combine all the words and write.|सभी शब्दों को एकत्र कर लिखो।
त्वत्सविधे अस्ति किं मापिका।|Is there a measuring tool near you?|क्या तुम्हारे पास कोई मापने का यंत्र है।
कति दिनानि अपेक्ष्यन्ते कार्यपूर्त्यै।|How many days are expected for completion of the work?|कार्य पूरा करने के लिए कितने दिन अपेक्षित हैं।
मातामही भगवत्स्मरणं करोति।|Grandmother meditates on God.|मातामही भगवद् स्मरण करती हैं।
राजनीत्यन्वितं न भवतु जीवनम्।|Let life not be entangled in politics.|राजनीति पर आधारित जीवन न हो।
तत्रागत्य अहं किं लभेय।|What shall I gain by coming there?|वहाँ आकर मुझे क्या प्राप्त होगा।
जीवनशैल्यां महत् परिवर्तनं जातं तव।|A drastic change has occurred in your lifestyle.|तुम्हारी जीवनशैली में बड़ा परिवर्तन आया है।
समुल्लेखनीयं योगदानं कृतं तया।|Remarkable contribution was made by her.|उसने उल्लेखनीय योगदान दिया।
कः अध्यक्षः अस्याः सभायाः।|Who is the president of this assembly?|इस सभा का अध्यक्ष कौन है।
सः श्रमिकेभ्यः उचितं न्यायम् अदापयत्।|He got proper justice delivered to the laborers.|उसने श्रमिकों को उचित न्याय दिलाया।
उच्चन्यायालयस्य न्यायाधीशो सः।|He is a High Court judge.|वह उच्च न्यायालय का न्यायाधीश है।
सः एकदिवसाय नगरं गतवान्।|He went to the city for a day.|वह एक दिन के लिए नगर गया था।
भारतीयाः सर्वे अनुशासिताः भवन्तु।|May all Indians be disciplined.|सभी भारतीय अनुशासित हों।
सरस्वत्याः स्तुतिं श्रावय।|Recite the hymn of Saraswati.|सरस्वती की स्तुति सुनाओ।
परमयोगिनां तपस्स्थलीयम्।|This is the place of tapas of supreme yogis.|यह परम योगियों की तपोभूमि है।
परमो हितैषी सः मे।|He is my best well-wisher.|वह मेरा परम हितैषी है।
नौमि त्वाम्।|I bow to you.|मैं तुम्हें नमस्कार करता हूँ।
सुखासने उपविश।|Sit on a comfortable chair.|सुखासन में बैठो।
पुण्यवन्तः एव गुरुकृपामनुभवन्ति।|Only the virtuous experience the grace of the guru.|पुण्यवान ही गुरु की कृपा का अनुभव करते हैं।
लोकव्यवहारदाक्ष्यं त्वयि नास्ति।|You lack worldly wisdom.|तुझमें लोकव्यवहार की समझ नहीं है।
आत्मरक्षायै सा हता।|She was killed in self-defense.|उसकी हत्या आत्मरक्षा में हुई।
संवादशैल्या धूर्तः अनुभूयते।|The cunning is recognized by his manner of speaking.|संवाद की शैली से धूर्त व्यक्ति पहचाना जाता है।
कतिषु अध्यायेषु अयं ग्रन्थः विभक्तः।|Into how many chapters is this text divided?|यह ग्रंथ कितने अध्यायों में विभाजित है।
भीष्मस्य प्रतिज्ञा घोरा आसीत्।|Bhishma's vow was terrible.|भीष्म की प्रतिज्ञा घोर थी।
शिशुः कन्दुकेन क्रीडति।|The child plays with a ball.|शिशु गेंद से खेलता है।
विचारः मनसि जायते।|A thought is born in the mind.|विचार मन में जन्म लेता है।
अयस्कारस्य घनः शब्दायते।|The blacksmith's hammer makes a sound.|लोहार का हथौड़ा शब्द करता है।
सा द्वारि प्रियं प्रतीक्षते।|She waits for her beloved at the door.|वह द्वार पर प्रिय की प्रतीक्षा करती है।
कर्मफलं कर्तारम् अनुगच्छति।|The fruit of action follows the doer.|कर्मफल कर्ता के पीछे चलता है।
अहं ब्रह्मास्मि इति श्रुतिः।|I am Brahman, says the veda.|मैं ब्रह्म हूँ, यह वेद (कहता) है।
तस्य चरणौ अधुना मन्दौ।|His feet are slow now.|उसके चरण अब धीमे हैं।
यात्रिको मरुभूमौ भ्रमितः।|The traveller is confused in the desert.|यात्री मरुभूमि में भ्रमित है।
मूर्खः स्वस्यैव प्रशंसां करोति।|A fool praises himself.|मूर्ख अपनी ही प्रशंसा करता है।
द्रोणः धनुर्विद्याम् अशिक्षयत्।|Drona taught the science of archery.|द्रोण ने धनुर्विद्या सिखाई।
श्वः मम उपवासः भविष्यति।|Tomorrow will be my fast.|कल मेरा उपवास होगा।
सा रहसि अश्रूणि मार्जयति।|She wipes her tears in solitude.|वह छिपकर आँसू पोंछती है।
कुलालस्य चक्रे मृद्भ्रमति।|The clay spins on the potter's wheel.|कुम्हार के चाक पर मिट्टी घूमती है।
स्वप्नः सत्यवत् प्रतिभाति।|A dream appears as if real.|स्वप्न सत्य जैसा प्रतीत होता है।
सूर्योदयेन अन्धकारः नश्यति।|With the sunrise, darkness is destroyed.|सूर्योदय से अंधकार नष्ट होता है।
बालकः मात्रञ्चलं गृह्णाति।|The boy holds border of the cloth of his mother.|बालक माँ का आँचल पकड़ता है।
वार्धक्यं द्वितीयं शैशवम्।|Old age is the second childhood.|बुढ़ापा दूसरा बचपन है।
शब्दः ब्रह्म इति कथ्यते।|The word is said to be the Brahman.|शब्द ब्रह्म कहा जाता है।
सः पदे पदे स्खलति।|He stumbles at every step.|वह पग-पग पर फिसलता है।
सीतायाः धैर्यम् अतुलनीयम्।|Sita's patience is incomparable.|सीता का धैर्य अतुलनीय है।
तन्तुवायः मानं सृजति।|The weaver creates a specimen.|जुलाहा प्रतिमान बनाता है।
अहं किमपि न जानामि।|I do not know anything.|मैं कुछ भी नहीं जानता हूँ।
मौनेन कलहः शाम्यति।|Conflict is pacified by silence.|मौन से कलह शांत होता है।
वृद्धा भविष्यं न चिन्तयति।|The old woman does not worry about the future.|वृद्धा भविष्य की चिंता नहीं करती।
बालकस्य प्रश्नाः अनन्ताः।|A child's questions are endless.|बालक के प्रश्न अनंत हैं।
आत्मा देहं परिवर्तयति।|The soul changes the body.|आत्मा देह बदलती है।
मेघगर्जनं शिशुं भीषयति।|The roar of the clouds frightens the child.|बादल की गर्जना शिशु को डराती है।
ऋणं कृत्वा घृतं पिबेत्।|Taking a loan, one should drink ghee.|ऋण लेकर घी पीना चाहिए।
सा पितामहाय पानीयं नयति।|She is taking water for the grandfather.|वह दादाजी के लिए पानी ले जाती है।
द्यूतक्रीडा पाण्डवान् अनाशयत्।|The game of dice destroyed the Pandavas.|जुए के खेल ने पांडवों का नाश किया।
वादे वादे जायते तत्त्वबोधः।|In every debate, the understanding of truth is born.|बात-बात में तत्त्व का बोध होता है।
तस्य हस्तौ कर्मठौ।|His hands are hardworking.|उसके हाथ कर्मठ हैं।
निद्रा अर्धं भोजनम्।|Sleep is half a meal.|नींद आधा भोजन है।
ऊर्णजालं वाते कम्पते।|The spider's web trembles in the wind.|मकड़ी का जाल पवन में काँपता है।
शिशुः भूमौ पतित्वा रोदिति।|The child, having fallen on the ground, cries.|शिशु भूमि पर गिरकर रोता है।
सा दीपशिखां पश्यति।|She looks at the flame of the lamp.|वह दीपक की लौ को देखती है।
कालस्य गतिः कुटिला।|The movement of time is complex.|समय की गति कुटिल है।
शिलायां तङ्कस्य ध्वनिः।|The sound of the chisel on the stone.|पत्थर पर टाँकी की ध्वनि।
नास्ति विद्यासमं चक्षुः।|There is no eye equal to knowledge.|विद्या के समान कोई नेत्र नहीं है।
कृष्णः गोवर्धनम् अधारयत्|Krishna held up the Govardhan mountain.|कृष्ण ने गोवर्धन धारण किया।
यष्टिः वृद्धस्य विश्वासः|The walking stick is the old man's trust.|लाठी वृद्ध का विश्वास है।
